news,date
"코이니지(Coinage) X 계정에 따르면, 미국 증권거래위원회(SEC) 위원인 헤스터 피어스가 ""SEC에서 일을 진행하지 않으려는 위원들보다 일을 진행하려는 위원들이 많아진다면, 비트코인·이더리움(ETH) 현물 ETF의 현물 상환(투자자가 현물 ETF를 매도했을 때 자산운용사는 보유 중인 암호화폐를 매도하지 않고 현금으로 상환하는 것)과 ETH 현물 ETF의 스테이킹 옵션을 허용할 수 있다. 투자자에게 더 유용한 상품이 될 것""고 말했다. 블룸버그 ETF 전문 애널리스트 에릭 발추나스가 해당 게시물을 재게시했다.",2025.09.20
"암호화폐 서비스 제공업체 매트릭스포트(Matrixport)가 보고서를 통해 비트코인(BTC)과 주요 알트코인(XRP, 솔라나(SOL), 도지코인(DOGE))의 올해 강력한 상승 요인을 분석했다.매트릭스포트 보고서에 따르면, 비트코인의 올해 상승은 제도적 채택과 트럼프 대통령 당선 후 친암호화폐 정책 기대감이 주요 요인으로 작용했다. 비트코인은 1월 현물 ETF 승인을 기점으로 10만8,000달러의 사상 최고가를 기록했으며, 트럼프 대통령이 국가 비트코인 준비금 구상을 발표하면서 시장의 긍정적 분위기를 강화했다.보고서는 또한, 마이크로스트래티지와 메타플래닛 등 주요 기관들의 대규모 매수와 Hut 8, MARA 같은 채굴 기업들의 비트코인 축적도 가격 상승에 기여했다고 분석했다. 매트릭스포트는 비트코인이 2025년 16만 달러에 도달할 가능성을 제시하며, 장기적인 성장 잠재력을 강조했다.XRP는 8월 미국 증권거래위원회(SEC)와의 소송에서 승리한 후 급등했다. 법원은 XRP를 증권으로 간주하지 않는다고 판결하며 규제 명확성을 확보했다. 이후 리플(Ripple)의 스테이블코인 RLUSD 출시와 트럼프 당선의 영향으로 추가 상승을 기록했다.솔라나는 기술적 진보와 저비용·고속 블록체인 성능으로 시장의 주목을 받았다. 특히, 솔라나 기반 밈코인 팝캣(Popcat)과 도그위햇(Dogwifhat)이 인기를 끌며 투자자 관심을 끌었다.도지코인은 밈코인 섹터의 상승과 일론 머스크가 이끄는 트럼프 행정부의 정부 효율성 부서(DOGE) 명칭과의 연관성으로 주목받았다. 머스크의 지속적인 지지와 밈 문화 확산이 도지코인 가격 상승을 견인했다.최근 상승세에도 불구하고, 암호화폐 시장은 현재 하락세를 보이고 있다. 코인마켓캡에 따르면 글로벌 암호화폐 시가총액은 9% 감소한 3조2,100억 달러를 기록했으며, 비트코인은 8% 하락한 9만4,000달러에 거래되고 있다. 이더리움(-12%), XRP(-10%), 솔라나(-11%), 도지코인(-20%)도 하락세를 이어가며 시장의 부정적 분위기가 지속되고 있다.매트릭스포트 보고서는 올해 암호화폐 시장의 상승 요인으로 제도적 채택, 트럼프 당선, 그리고 기관 투자자들의 매수를 꼽았다. 현재 시장은 조정을 겪고 있지만, 장기적인 관점에서 주요 암호화폐의 성장 가능성은 여전히 유효하다.",2025.09.20
"블록체인 보안 전문 업체 펙실드가 X를 통해 ""이더리움 레이어2 확장성 네트워크 스타크넷(STRK)의 자체 개발 브릿지 스타게이트(Stargate)가 다운됐다는 보고가 있다. 트랜잭션이 전송 중 중단되고 있다고 한다. 스타게이트를 크로스체인 이체에 이용하지 않길 권고한다""고 전했다.",2025.09.20
"솔라나(Solana, SOL)의 현물 ETF 승인 가능성이 높아지며 투자자들의 기대감이 커지고 있다. 솔라나 가격은 승인 시 단기적으로 300달러, 낙관적 시나리오에서는 1,000달러까지 상승할 가능성이 제기되고 있다.이더리움 ETF는 지난 7월 출시 이후 24억1천만 달러의 유입을 기록하며 성공적인 성과를 보였다. 이에 따라 솔라나 ETF 또한 승인 시 유사한 성공을 거둘 가능성이 높으며, 이는 솔라나 가격 상승에 긍정적인 영향을 미칠 것으로 보인다.또한, 비트와이즈는 독일에서 새로운 솔라나 스테이킹 ETP를 출시하며, 이는 미국에서도 솔라나 관련 상품 개발을 이어갈 가능성을 시사한다.",2025.09.20
"20일(현지시간) 암호화폐 전문매체 유투데이에 따르면, 비트코인(BTC) ETF에서 총 6억7,190만 달러가 유출되며 출시 이래 최대 규모의 자금 이탈이 발생했다. 이번 유출은 시장의 불안과 투자자 심리 변화를 단적으로 보여주는 사례로 분석된다.이번 유출은 비트코인 ETF가 15일 연속 유입 기록을 세운 직후 발생했다. 이더리움(ETH) ETF 또한 18일간 이어진 유입 행진을 마감하며 암호화폐 투자 상품 전반에 약세 분위기가 확산되고 있다.향후 비트코인 ETF와 이더리움 ETF가 어떻게 반등하거나 시장 변화에 적응할지에 따라 투자 심리가 달라질 것으로 보인다.",2025.09.20
"비인크립토가 블록체인 분석 업체 플립사이드크립토 보고서를 인용해 ""코인베이스의 레이어2 네트워크 베이스(Base)의 이용자가 크게 증가하고 있다""고 전했다. 베이스는 지난 10월에만 1,370만명의 신규 이용자를 확보, 이더리움(ETH·해당 기간 신규 이용자 수 156만명)을 제친 것으로 나타났다. 보고서는 ""이더리움은 레이어2 솔루션을 위한 중요한 기반으로 남아 있지만, 이용자 참여와 새로운 사용 사례를 추가하는 것은 어려운 과제""라고 설명했다.",2025.09.20
"도지코인 창립자인 빌리 마커스(Billy Markus)가 20일(현지시간) 비트코인(BTC), 이더리움(ETH), 도지코인(DOGE)의 급락에 대해 유쾌한 반응을 보이며 낙관적인 메시지를 전달했다.암호화폐 전문매체 유투데이에 따르면, 빌리 마커스는 소셜 미디어에서 ‘시베토시 나카모토(Shibetoshi Nakamoto)’라는 이름으로 활동하며, 암호화폐 시장의 변동성에 대해 종종 풍자적이고 아이러니한 의견을 남긴다. 이번에도 그는 비트코인과 도지코인 등 상위 암호화폐들의 급락을 언급하며 “정말 내 직장을 그만두길 잘했군요”라는 글과 함께 차트를 게시했다.이 같은 하락은 연방준비제도(Fed) 의장 제롬 파월의 금리 인하 정책 발표가 주요 원인으로 분석된다. 그는 2025년에 0.25%포인트 금리 인하가 계획되어 있다고 밝혔으며, 이는 이전에 예상되었던 1%보다 크게 줄어든 수치다. 이 발표는 투자자들의 실망감을 불러일으키며 시장 전반의 매도세를 촉발했다.",2025.09.20
"XRP는 최근의 시장 조정과 함께 가격이 급락하며 2.10달러 아래로 떨어졌다. XRP는 20일(현지시간) 현재 2.03달러에서 거래되고 있고, 일간 기준 16% 하락을 기록하고 있다.시장 하락의 주요 원인으로는 연방준비제도(Fed)의 금리 인하 발표가 지목된다. 기준 금리는 0.25%포인트 인하되었지만, 제롬 파월 의장이 내년에는 금리 인하가 중단될 가능성을 언급하면서 시장 불안이 커졌다. 또한, 비트코인 ETF에서 6억7천만 달러의 기록적인 유출이 발생하며 투자 심리를 악화시켰다.다른 전문가인 다크 디펜더(Dark Defender)는 XRP의 단기 목표로 5.85달러와 8.76달러를 제시했으며, 아르만도 판토야(Armando Pantoja)는 XRP가 2.78달러와 3.87달러를 먼저 목표로 하며, 이후 대규모  포모(FOMO) 효과가 발생할 경우 10달러에서 12달러까지 상승할 가능성을 언급했다.",2025.09.20
"이더리움(ETH)이 최근 3,200달러 이하로 급락하며 단기적으로 추가 하락 가능성이 제기되고 있다. 고래들의 대규모 매도와 ETF 유출이 결합해 ETH 가격을 압박하고 있다는 분석이다.여기에 이더리움 재단도 2일 전 100 ETH를 매도하며, 시장 고점에서 전략적으로 자산을 정리한 것으로 나타났다. 데이터에 따르면, 재단은 지난 1년간 4,466 ETH(약 1,260만 달러)를 매도했으며, 이 중 15건은 시장 고점 근처에서 실행되었다.반면, Ted Pillows는 4,000달러가 현재 이더리움의 핵심 저항선이라며, 이 수준을 넘어서면 새로운 사상 최고가를 기록할 가능성이 크다고 분석했다. Deribit 데이터에 따르면, 최근 ETH 옵션 만기가 17만3천 ETH(약 5억9천만 달러) 규모로 이루어졌으며, 매수(Call) 포지션이 매도(Put) 포지션보다 우세한 상태다.",2025.09.20
"최근 비트코인(BTC)의 조정과 시장 변동성 속에서도 이더리움(ETH), 도지코인(DOGE), 솔라나(SOL) 등 주요 알트코인들이 투자자들의 관심을 끌고 있다.도지코인은 최근 랠리에서 0.15달러에서 0.46달러로 세 배 가까이 상승하며 투자자 신뢰를 회복했다. 현재 DOGE는 0.2963달러에 거래되며 101억 달러의 거래량과 함께 58% 증가률을 기록하고 있다.솔라나는 솔라나 ETF의 승인 가능성에 대한 기대감으로 상승세를 보이고 있다. 솔라나와 XRP가 비트코인 및 이더리움 ETF에 이어 승인될 가능성이 높다는 블룸버그 ETF 분석가 에릭 발추나스의 언급이 투자자 관심을 끌었다. 솔라나는 182달러에 거래되며 거래량은 86억 달러로, 21% 증가했다.",2025.09.20
