news,date
"마이클 세일러(Michael Saylor)의 스트래티지(Strategy, MSTR) 주식이 5% 하락하며 암호화폐 시장의 부정적인 영향을 받은 가운데, 비트코인(Bitcoin, BTC) 가격이 6개월 만에 10만 달러 이하로 떨어졌다. 비트코인의 하락은 스트래티지 주식에도 직격탄을 날리며, 투자자들은 비트코인의 변동성에 영향을 받는 스트래티지 주식의 향후 전망에 대해 우려를 표하고 있다.11월 5일(현지시간) 암호화폐 전문매체 워처구루에 따르면, 스트래티지 주식은 화요일 6% 이상 하락하며 246.99달러로 거래를 마쳤고, 지난 주말 이후로는 12% 이상 떨어졌다. 비트코인도 24시간 동안 4.5% 하락했으며, 지난 7일간 11.8% 하락해 10만 달러를 하회하며 6개월 만에 최저가를 기록했다. 이더리움(Ethereum, ETH) 역시 6% 이상 하락하며 3,410달러로 내려갔다. 시가총액 상위 코인 대부분이 이틀 연속 급락하며 공포 심리가 가중되고 있다.스트래티지는 비트코인의 최대 기관 투자자로 알려져 있으며, 비트코인 가격 하락이 주가에 직접적인 영향을 미친 것으로 분석된다. 시장 전문가들은 이번 하락이 비트코인의 가격 저조와 더불어 미국 연방준비제도(Fed)의 경제 성장 둔화 및 인플레이션 우려로 촉발된 것이라고 보고 있다.비트코인의 최근 하락에도 불구하고, 투자자들은 비트코인의 반등 가능성에 여전히 기대를 걸고 있다. 특히 마이클 세일러(Michael Saylor)는 비트코인이 2025년까지 15만 달러에 이를 것이라 예측하며 비트코인의 미래에 대한 낙관적인 전망을 유지하고 있다. 세일러는 비트코인을 ""디지털 금""으로 칭하며, 금융의 미래로서의 가능성을 강조해왔다.K33의 연구 책임자 베틀 룬드(Vetle Lunde)는 ""비트코인이 10만 달러 심리적 지지선에 근접해 있으며, 이 가격 수준을 넘어서면 더 큰 변동성이 발생할 수 있다""고 경고했다. 스트래티지 주식은 비트코인의 가격이 반등하면 다시 상승할 가능성이 있으며, 그만큼 MSTR 주식도 회복될 수 있다는 분석이 나온다.이번 비트코인의 가격 하락은 매크로 경제 상황과 비트코인의 심리적 지지선에 큰 영향을 받으며, 향후 시장 회복의 가능성에 대한 논의는 계속될 것이다.*면책 조항: 이 기사는 투자 참고용으로 이를 근거로 한 투자 손실에 대해 책임을 지지 않습니다. 해당 내용은 정보 제공의 목적으로만 해석되어야 합니다.*",2025.11.05
"비트코인(Bitcoin, BTC)이 10만 달러 턱걸이 수준에서 추가 하락 압력을 받으며 글로벌 위험자산 전반이 흔들리고 있다. 미국 기술주 급락과 금리·정책 불확실성, 달러 강세가 겹치며 암호화폐와 한국 증시 모두 투매 흐름이 확대되는 모습이다. 시장에서는 단기 변동성 확대 속 ‘강제 청산 압력’과 매크로 리스크가 계속될 수 있다는 경고도 나온다.11월 5일 오전 코인마켓캡 기준 비트코인은 약 10만 478달러로 24시간 전 대비 5.72% 하락했고, 지난 1주일간 10.80% 떨어졌다. 이더리움(Ethereum, ETH)은 약 3,233달러로 24시간 동안 10.82% 급락하며 4개월 만에 최저권으로 밀렸다. 엑스알피(XRP)는 약 2.16달러로 7.43% 하락했고, 솔라나(Solana, SOL)는 8% 이상 밀리며 약 152달러를 기록했다. 시가총액 상위 코인 대부분이 이틀 연속 급락하며 공포 심리가 가중되고 있다.가상자산 시장의 급락은 미국 기술주 조정을 기점으로 위험 회피 심리가 급속히 확산한 영향이다. 나스닥은 전일 2.04% 급락했고, 엔비디아·테슬라 등 AI·전기차 대표 종목이 대거 하락했다. 특히 미국 정부의 엔비디아 AI 칩 중국 수출 금지 재확인과 일론 머스크 보상안 논란이 투자 심리를 크게 위축시켰다. 여기에 글로벌 금리 인하 속도 불확실성과 달러 강세가 겹치면서 비트코인 등 위험자산 매도세가 확대됐다.국내 증시도 충격이 이어졌다. 코스피는 오전 장 초반 4% 가까이 밀리며 4,000선 아래로 내려앉았고, SK하이닉스·삼성전자 등 반도체 대형주가 급락세를 이끌었다. 원·달러 환율은 1,446원대까지 치솟으며 외국인 자금 이탈 우려를 자극했다. 암호화폐 투자자 역시 글로벌 매크로 변동성에 민감하게 반응하며 보수적인 대응이 이어지고 있다.시장 전문가들은 단기적으로 비트코인의 10만 달러 지지 여부가 핵심 변곡점이 될 것으로 본다. 최근 파생상품 시장에서 강제청산 규모가 커지는 가운데, 일부에서는 “9만 달러 중반 테스트 가능성”을 경고하고 있다. 반면 장기 투자자 중심의 저가 매수 기회가 열릴 수 있다는 의견도 나온다. 현재 시장은 공포 심리와 기술적 매매가 뒤섞인 극단적 변동성 구간에 진입한 모습이다.향후 주요 변수로는 미국 기술주 반등 여부, 연준 정책 방향, 달러 흐름, 암호화폐 시장 내 청산 압력 완화 등이 꼽힌다. 전문가들은 “지지선 붕괴 시 추가 패닉세를 경계해야 하지만, 단기 과열 조정 후 점진적 회복 가능성도 열려 있다”고 분석했다.*면책 조항: 이 기사는 투자 참고용으로 이를 근거로 한 투자 손실에 대해 책임을 지지 않습니다. 해당 내용은 정보 제공의 목적으로만 해석되어야 합니다.*",2025.11.05
"기관·고래 매수 신호가 이더리움(Ethereum, ETH) 시장에서 포착되고 있다. 최근 단기 급락 속에서도 대규모 거래소 출금이 발생하며 저가 매수세가 유입된 정황이 확인돼 관심이 집중된다.11월 4일(현지시간) 암호화폐 전문 매체 디크립트에 따르면, 이더리움 거래소 순유출 규모는 11월 3일 기준 약 3억 5,900만달러에 달했다. 이는 10월 이후 세 번째로 큰 단일 순유출이며, 투자자들이 이더리움을 거래소에서 개인 지갑으로 이동시키며 장기 보유 의지를 드러낸 흐름이다. 앞서 10월 10일 약 6억 7,700만달러, 10월 21일 약 3억 6,100만달러 순유출 이후 각각 약 13%와 약 7.9% 상승이 뒤따른 사례가 있다.최근 조정 국면에서 약 3억 2,500만달러 규모 롱 포지션이 청산되며 과도한 레버리지가 해소됐다. 인도 암호화폐 거래소 바유코인 최고경영자 시밤 타크랄(Shivam Thakral)은 이 같은 순유출은 장기 보유 관점의 매집 신호일 수 있으며, 온체인 및 스테이킹 흐름이 유지될 경우 반등 가능성이 커질 수 있다고 분석했다.타크랄은 이더리움의 전통적인 연말 계절 강세가 반등 압력을 높일 수 있다고 설명했다. 또한 미중 무역 갈등 완화가 위험 자산 심리에 긍정적으로 작용하고 있다고 평가했다. 다만 금리 정책 불확실성과 지정학적 변수 등 거시 리스크는 여전히 남아 있으며, 글로벌 유동성 환경이 최종 방향을 결정할 것이라고 강조했다.예측 시장 플랫폼 미리아드(Myriad) 사용자들은 최근 단기 약세 관점으로 선회했으며, 약 61%가 향후 이더리움 가격이 약 3,100달러 수준으로 조정을 받을 가능성에 베팅했다.*면책 조항: 이 기사는 투자 참고용으로 이를 근거로 한 투자 손실에 대해 책임을 지지 않습니다. 해당 내용은 정보 제공의 목적으로만 해석되어야 합니다.*",2025.11.05
"비트코인(Bitcoin, BTC) 시장이 11월 첫 주부터 매도 압력을 받으며 핵심 지지선 테스트에 돌입한 가운데, 기관 및 레버리지 청산 흐름이 단기 변동성을 확대하는 모습이다.11월 4일(현지시간) 암호화폐 전문 매체 99비트코인에 따르면, 비트코인 가격은 10만 1,000달러 아래로 추락했다. 이 하락은 지난 10월 3일 이후 6년 만의 첫 음봉 마감이었으며, 총 암호화폐 시가총액도 동반 하락했다.이번 조정 국면에서는 약 11억 6,000만 달러 규모의 롱 포지션이 청산되었다. 또한 약 14년간 움직임이 없던 지갑이 1만BTC를 이동한 것으로 알려졌고, 해당 물량은 약 1달러 54센트에 매수된 것으로 추정되며 약 10억 달러 차익 실현으로 해석됐다. 시장은 동시에 연방준비제도(Fed)의 금리 기조 발언 변화와 매크로 불확실성 요인을 반영하며 조정폭을 키웠다.한편, 이더리움(Ethereum, ETH) 생태계에서는 재단이 생태계 지원 강화 전략의 일환으로 신규 지원 프로그램을 공개했다. 지원 방식은 위시리스트 기반 및 제안 요청 방식으로 구분되며, 개발자들이 명확한 문제 정의 아래 솔루션을 제출하도록 설계됐다. 이는 8월 일시 중단됐던 기존 프로그램 개선 조치다.시장 기술 흐름에서는 이더리움이 비트코인 대비 0.032~0.035BTC 수요 구간에 진입했으며, 분석가 미카엘 반 데 포페(Michaël van de Poppe)는 장기 매수 구간으로 평가했다. 이더리움은 여름 이후 상승폭 145%를 반납하고 조정 중이나, 지지선이 유지될 경우 단기 반등 가능성이 거론된다. 다만 지지가 이탈될 경우 0.026BTC와 0.022~0.019BTC 구간까지 하락 가능성이 언급됐다.현재 시장은 주간 마감과 주요 매크로 이벤트를 주시하며 방향성을 탐색 중이며, 강한 지지선 방어 여부가 중기 추세 판단의 핵심으로 제시되고 있다.*면책 조항: 이 기사는 투자 참고용으로 이를 근거로 한 투자 손실에 대해 책임을 지지 않습니다. 해당 내용은 정보 제공의 목적으로만 해석되어야 합니다.*",2025.11.05
"비트코인(Bitcoin, BTC)과 이더리움(Ethereum, ETH) 가격이 급락하며 하루 만에 20억달러가 넘는 청산이 발생했다. 비트코인이 10만달러 아래로 밀리고 이더리움이 4개월 만에 최저치를 기록하는 등 시장 전반에 강한 투매 압력이 번지고 있다.11월 5일(현지시간) 암호화폐 전문매체 디크립트에 따르면, 비트코인은 약 9만 9,000달러 선까지 떨어지며 최근 6개월 중 가장 낮은 수준을 기록했다. 코인게코 기준 저점은 약 9만 9,075달러였고, 코인마켓캡 기준으로도 9만달러 초반대까지 하락했다가 약 10만 1,167달러 선에서 소폭 반등했다. 이는 최근 1주일 동안 10% 이상, 지난달 기록한 사상 최고가 대비 약 20% 하락한 수치다.이더리움은 하루 동안 약 9% 하락하며 약 3,097달러까지 내려갔다. 이는 지난 7월 이후 최저 수준으로, 상위 시가총액 코인 중 가장 큰 낙폭을 보였다. 엑스알피(XRP), 솔라나(Solana, SOL), 비앤비(BNB) 등 주요 알트코인도 비트코인보다 큰 폭으로 약세를 나타냈다.시장 청산 규모는 크게 늘었다. 코인글래스(Coinglass) 자료에 따르면 최근 24시간 동안 약 20억 2,000만달러 규모 포지션이 정리됐고, 이 중 약 16억 3,000만달러가 롱(매수) 포지션 청산이었다. 이더리움 청산액은 약 6억 5,500만달러로 비트코인(약 6억 1,400만달러)을 웃돌았다.전문가들은 정부 셧다운에 따른 미국 재무부 일반계정(TGA) 증가가 유동성을 흡수하며 위험자산 약세를 심화했다고 분석했다. 또한 트럼프 대통령의 대중국 관세 위협, 유동성 경색 우려, 연내 기준금리 3차 인하 기대 약화 등 매크로 불확실성이 위험회피 심리를 자극하고 있다는 평가다.시장 참가자들은 향후 비트코인이 10만달러~10만 5,000달러 구간을 방어할 경우 건전한 조정에 그칠 수 있지만, 하방 이탈 시 9만달러 중반 또는 더 깊은 조정이 전개될 가능성을 경고하고 있다. 일부 분석가들은 이 구간이 전략적 매수 기회를 제공할 수 있다고 보면서도 단기 변동성 확대에 대한 주의를 강조했다.*면책 조항: 이 기사는 투자 참고용으로 이를 근거로 한 투자 손실에 대해 책임을 지지 않습니다. 해당 내용은 정보 제공의 목적으로만 해석되어야 합니다.*",2025.11.05
"이더리움(Ethereum, ETH)이 3,500달러 아래로 내려가는 등 약세 흐름을 이어가며 투자 심리가 식어가는 가운데, 기관 및 개인 수요 부진과 파생상품 시장 위축이 회복을 어렵게 만들고 있다.11월 4일(현지시간) 가상자산 전문 매체 FX스트리트에 따르면, 미국 상장 이더리움 현물 ETF에서 1억 3,600만달러 순유출이 발생하며 누적 순유입액이 142억 3,000만달러로 줄었다. 블랙록(BlackRock)의 ETHA에서 8,200만달러가 빠져나갔고, 피델리티(Fidelity)의 FETH는 2,500만달러 순유출이 발생했다. 이로써 아홉 개 이더리움 현물 ETF 모두 순유출을 기록했다.개인 투자자 수요 역시 눈에 띄게 위축됐다. 코인글래스(CoinGlass) 기준 이더리움 선물 미결제 약정은 10월 고점 약 630억달러에서 447억 2,000만달러로 감소했다. 미결제 약정 축소는 투자자들이 롱 포지션을 청산하고 숏 포지션으로 기울고 있음을 보여주며, 평균 0.0038% 수준의 OI 가중 펀딩비 역시 위험 회피 심리가 강화된 상태임을 나타낸다.기술적 흐름도 악화됐다. 이동평균 수렴확산 지수(MACD)는 이틀째 매도 신호를 유지하며 파란선이 빨간선 아래를 지속하고 있다. 상대강도지수(RSI)는 33으로 하락하며 과매도 구간에 근접했고, 단기 수급 약화를 반영하는 신호가 동시에 나타났다.시장에서는 이더리움의 3,350달러 지지선 재시험 가능성도 거론됐다. 해당 가격대는 8월 초에도 방어된 구간이다. 반면 낙폭 과대 반발 매수세가 유입되면 200일 지수이동평균(EMA)인 3,606달러 회복을 시도할 수 있다.시장 환경이 약세임에도, 지지선 유지 여부가 이더리움 향후 단기 방향성을 가를 핵심 기준이 되고 있다. 주요 기술 지표와 자금 흐름은 단기 조정 위험을 시사하지만, 과매도 국면 진입 시 반등 여지도 남아 있는 상황이다.*면책 조항: 이 기사는 투자 참고용으로 이를 근거로 한 투자 손실에 대해 책임을 지지 않습니다. 해당 내용은 정보 제공의 목적으로만 해석되어야 합니다.*",2025.11.05
"시장의 변동성이 커지는 가운데 비트코인(Bitcoin, BTC)이 주요 기술적 저항을 회복하지 못할 경우 하락 흐름이 더 이어질 수 있다는 분석이 제기됐다.11월 4일(현지시간) 암호화폐 전문 매체 뉴스BTC에 따르면, 베테랑 분석가 조시 올셰비츠(Josh Olszewicz)는 최신 영상 분석에서 비트코인이 일목균형표 아래에 머물며 완전한 약세 구간에 있다고 진단했다. 그는 “구름 아래에 있으면 약세, 위로 올라가면 강세인데 현재는 완전히 약세 상태이며 추가 저점도 예상된다”고 말했다.올셰비츠는 비트코인이 약세 전환 신호로 알려진 헤드앤숄더 패턴과 이동평균 하락 교차, 주간 차트의 치코 스팬 약세 등을 모두 보이고 있다고 지적했다. 그는 “비트코인이 11만 5,000달러 가격대를 회복하기 전까지 강세 논거가 없다”며 “10만 3,000달러, 10만 2,000달러도 놀라운 수준이 아니다”라고 덧붙였다.또한 그는 비트코인 선물 프리미엄이 시카고상품거래소(CME)에서 수개월 최저 수준을 기록하며 시장 참여 심리가 크게 위축됐다고 설명했다. 온체인 측면에서도 “일일 수억 달러 상당의 비트코인이 거래소로 입금되는 흐름이 지속되고 있다”며 매도 포지션 강화 정황을 언급했다.거시 환경에서도 부담이 커지고 있다고 그는 지적했다. 미국 정부 셧다운, 고용 데이터 부재 구간, 연방준비제도(Fed) 발언 이후 금리 인하 기대 축소, 달러 강세 등이 위험자산 압박 요인으로 꼽혔다. 그는 “주식시장은 아직 견조하지만 비트코인이 이런 환경에서 버티지 못하고 있다면 상황이 더 나빠질 경우 충격이 커질 수 있다”고 말했다.다만 올셰비츠는 AI 테마로 인한 비트코인 채굴주 강세, 특정 기술주 강세 등을 언급하며 자금이 위험자산 중에서도 선택적으로 움직이고 있다고 분석했다. 그는 “지금은 현금 보유와 관망이 합리적이며, 비트코인이 11만 5,000달러, 이더리움(Ethereum, ETH)이 4,200달러를 회복할 때 강세 전환을 판단할 수 있다”고 강조했다.*면책 조항: 이 기사는 투자 참고용으로 이를 근거로 한 투자 손실에 대해 책임을 지지 않습니다. 해당 내용은 정보 제공의 목적으로만 해석되어야 합니다.*",2025.11.05
"'연일 내리막길' 비트코인, 결국 10만달러 붕괴…6월 이후 처음""'AI 주도 주식시장' 우려 확산되며 위험자산 회피심리 발동""가상화폐 시가총액 1위 비트코인이 지난 6월 이후 처음으로 10만 달러 아래로 떨어졌다.4일(현지시간) 미국 가상화폐 거래소 코인베이스에 따르면 미 동부시간 오후 4시(서부시간 오후 1시) 기준 비트코인 1개는 24시간 전과 견줘 약 7% 하락한 9만9천306달러(약 1억4천220만원)에 거래됐다.지난달 6일 기록한 사상 최고가 12만6천210.5달러와 견줘서는 약 21% 낮은 수치다.비트코인 가격이 10만 달러 아래로 떨어진 것은 미국이 이란 핵시설을 공격해 중동 긴장이 고조되고 있던 지난 6월 22일 이후 처음이다.경제전문 매체 CNBC는 인공지능(AI)이 주도하는 주가 상승 랠리에 대한 우려가 심화하면서 가상화폐 투자자들 사이에서 위험자산을 회피하려는 심리가 퍼지면서 가상화폐 가격이 내려가고 있다고 분석했다.가상화폐 투자자들은 보통 AI와 관련한 기술주 투자자이기도 하기 때문에 가상화폐와 나스닥이 대체로 비슷한 등락을 보인다는 것이다.블룸버그도 비트코인의 이번 하락세를 최근 고공행진하던 기술주의 반락과 비교하면서 ""투기적 모멘텀의 지표로 간주되는 비트코인이 다시 한 번 주식 시장과 발맞춰 하락하고 있다""고 평가했다.이더리움 기반 스테이블코인 플랫폼인 코덱스 창립자 하오난 리는 ""현재 가상화폐 시장에서 나쁜 소식은 매우 나쁘게 작용하고 좋은 소식은 거의 영향을 미치지 못한다""고 설명했다.에드 엥겔 컴패스포인트 분석가는 ""장기보유자들이 여전히 매도를 이어가고 있어 단기 보유자들까지 추가 매도에 나서면 (비트코인) 가치가 더 떨어질 수 있다""며 ""9만5천 달러를 저지선으로 보고 있지만 가까운 시기 (가치를 끌어올릴) 촉매는 없어 보인다""고 말했다.같은 시간 시총 2위 이더리움은 비트코인보다 낙폭을 더 키워 24시간 전보다 12% 폭락한 개당 3천100달러 선에서 거래되고 있다.",2025.11.05
"이더리움(Ethereum, ETH)이 사상 최고 수준의 처리속도(TPS) 기록을 세운 가운데, 비탈릭 부테린이 이를 기념하며 확장 기술 진전을 강조했다. 동시에 엑스알피(XRP) 선물시장에서 15억 5,000만XRP 이상이 한 시간 만에 몰리는 이례적 자금 흐름이 감지되며 리플 스웰(Swell) 이벤트 기대감이 고조되고 있다.11월 4일(현지시간) 암호화폐 전문매체 유투데이에 따르면, 이더리움 네트워크는 이날 오후 2시 37분 UTC 기준 초당 3,453건의 트랜잭션을 처리하며 역대 최고 TPS를 달성했다. 평소 이더리움 메인넷의 평균 처리속도는 초당 15~30건 수준이지만, 아비트럼·옵티미즘·베이스·지크싱크 등 레이어2 롤업이 결합되며 수천 TPS 처리 능력이 현실화되고 있다.비탈릭 부테린은 소셜미디어에서 이번 성과를 축하하며 최근 피어데이터 샘플링(PeerDAS) 등 확장성 기술의 중요성을 재강조했다. 그는 앞서 지크싱크 zkSync Atlas를 “과소평가된 가치 있는 기술”이라고 평가하며 확장성은 여전히 이더리움 발전의 핵심 과제라고 언급한 바 있다.한편 XRP 시장에서는 극적인 파생상품 거래 급증이 관측됐다. 코인글래스(Coinglass) 데이터 기준 최근 1시간 동안 XRP 선물 미결제약정이 1.55억XRP가 아니라 15억 5,000만XRP 이상 늘며 3.88% 급등했다. 이는 XRP 가격이 최근 24시간 동안 약 13% 하락한 상황에서 발생해 투자심리 반전 가능성에 무게가 실리고 있다.이 같은 자금 유입은 뉴욕에서 개막된 리플 스웰 행사의 영향으로 풀이된다. 투자자들은 브래드 갈링하우스 CEO 등 리플 경영진이 규제·기술 로드맵 관련 중대 발표를 할 가능성에 주목하고 있으며, 과거 스웰 기간에도 XRP 가격이 급등한 사례가 있다.전문가들은 이더리움의 확장 기술 모멘텀과 XRP 파생시장의 급격한 포지션 누적이 시장 변동성 확대 구간에서 나타나는 전형적 전환 신호일 가능성을 주목하고 있다. 다만 거시 불확실성이 여전한 만큼 매매 전략에 신중함이 요구된다는 평가가 이어진다.*면책 조항: 이 기사는 투자 참고용으로 이를 근거로 한 투자 손실에 대해 책임을 지지 않습니다. 해당 내용은 정보 제공의 목적으로만 해석되어야 합니다.*",2025.11.05
"비트코인(Bitcoin, BTC)이 장중 10만달러선을 내주며 급락장을 연출했고 주요 알트코인도 동반 추락했다. 미국 기술주 급락과 위험자산 회피 심리가 겹치며 시장 전반에 공포가 확산되고 있다.한국시간 11월 5일 오전 6시 5분 기준 코인마켓캡 시황에 따르면 비트코인은 약 10만 602달러 선에서 거래되며 24시간 동안 약 5.94% 하락했다. 이더리움(Ethereum, ETH)은 약 3,211달러로 11.07% 급락했고, XRP는 약 2.15달러로 6.27%, 비앤비(BNB)는 약 918.94달러로 7.30%, 솔라나(Solana, SOL)는 약 153.05달러로 7.66% 떨어졌다. 공포·탐욕 지수는 27로 ‘공포’ 영역이며, 알트코인 시즌 지표도 24로 자금이 비트코인에 집중되는 구간이다.이번 급락은 전날 뉴욕증시에서 기술주 중심 매도세가 쏟아진 영향이 컸다. 나스닥지수는 2.04% 급락하고, S&P500도 1.17% 하락하며 위험자산 전반이 흔들렸다. 인공지능(AI) 관련 종목의 거품 논란과 고점 부담이 커지면서 매물이 대거 출회됐다는 분석이다.암호화폐 시장 역시 연동된 움직임을 보였다. 암호화폐 전문매체 유투데이는 비트코인이 장중 10만달러 아래로 떨어지며 6월 이후 최저치를 기록했고, 최근 고점 대비 22% 이상 밀리며 조정 국면에 진입했다고 보도했다. 디리버리지 과정에서 대규모 청산이 발생했고, 베팅 플랫폼 폴리마켓(Polymarket)에서는 비트코인이 연내 9만달러까지 하락할 확률이 51%로 치솟았다.시장은 아직 방향성을 찾지 못한 분위기다. 미국 정부 셧다운 장기화, 연준의 금리 정책 불확실성, 글로벌 리스크 요인이 혼재하며 매수 심리가 회복되지 않고 있다. 다만 RSI(상대강도지수) 지표가 ‘과매도’ 구간을 가리키고 있어 단기 기술적 반등 가능성은 남아 있다는 평가가 나온다.전문가들은 대규모 포지션 청산 이후 변동성 확대가 이어질 수 있다며 신중한 접근을 조언했다. 특히 비트코인 지지선 유지 여부가 시장 회복의 핵심이라는 점을 강조하며, 10만달러선 재탈환 여부가 단기 흐름의 분수령이 될 전망이다.*면책 조항: 이 기사는 투자 참고용으로 이를 근거로 한 투자 손실에 대해 책임을 지지 않습니다. 해당 내용은 정보 제공의 목적으로만 해석되어야 합니다.*",2025.11.05
