news,date
"이더리움(Ethereum, ETH) 선물 시장에서 매수 강도가 넉 달 만에 가장 강하게 되살아나며 분위기가 급반전하고 있다.12월 7일(현지시간) 암호화폐 전문 매체 크립토포테이토에 따르면, 12월 3일 푸사카(Fusika) 업그레이드가 적용된 직후 파생상품 지표와 온체인 흐름이 동시에 개선되며 투자자 심리가 빠르게 바뀌고 있다. 특히 바이낸스 선물 시장의 테이커 매수·매도 비율은 0.998까지 치솟아 8월 초 이후 최고 수준을 기록했다.익명을 사용하는 크립토온체인(CryptoOnchain)은 “0.945에서 반등한 테이커 매수·매도 비율은 선물 트레이더가 푸사카 업그레이드를 상승 요인으로 받아들이고 롱 포지션을 적극적으로 쌓고 있다는 신호”라며 “가격이 3,130달러 부근에서 머물고 있지만 비율 상승 속도가 가격보다 더 빠르게 진행되며 선행 지표 역할을 하고 있다”고 설명했다. 그는 이 비율이 1.0을 돌파하면 최근 조정이 끝나고 3,500달러에서 4,000달러 구간을 향한 추세가 열릴 것이라고 말했다.현물 시장에서도 유입 강도가 확인되고 있다. 아랍 체인(Arab Chain)에 따르면 순매수·순매도를 측정하는 CVD가 플러스로 전환됐으며, 이더리움은 3,100달러선 안착을 시도하고 있다. 이 과정에서 1,000ETH에서 1만ETH를 보유한 샤크 월렛이 대거 매수에 나서면서 전날 3,230달러까지 오르는 데 힘을 보탰다. 앞서 11월 26일에는 총 가스 사용량이 2,150억을 기록하며 개발자와 사용자들이 업그레이드 전 포지션을 확보하는 움직임이 강하게 나타났다.기관 수요는 다소 엇갈린다. 비트와이즈(Bitwise) 자료에 따르면 공시 기반 디지털자산 트레저리(DAT)의 월간 이더리움 매입량은 8월부터 11월까지 81% 감소해 지난달 37만ETH로 떨어졌다. 시장 변동성 확대가 기업의 매수 여력을 제한한 것이 원인으로 지목된다.그럼에도 일부 전문가들은 장기 전망에 대해 확신을 거두지 않고 있다. 펀드스트랫(Fundstrat)의 톰 리(Tom Lee)는 두바이에서 열린 바이낸스 블록체인 위크 무대에서 2026년까지 이더리움이 2만달러에 도달할 수 있다고 전망했다. 그는 실물자산 토큰화 확산이 다음 상승 주기의 핵심 동력이라며, 단기적 기관 흐름보다 구조적 활용 가치가 가격을 좌우할 것으로 내다봤다.*면책 조항: 이 기사는 투자 참고용으로 이를 근거로 한 투자 손실에 대해 책임을 지지 않습니다. 해당 내용은 정보 제공의 목적으로만 해석되어야 합니다.*",2025.12.07
"카르다노(Cardano)를 개발해온 엔지니어링 기업 인풋 아웃풋 글로벌(Input Output Global)이 사명을 바꾸고 양자컴퓨팅부터 헬스케어까지 사업 외연을 대폭 확장하며 대전환에 나섰다.12월 7일(현지시간) 암호화폐 전문 매체 비인크립토에 따르면, 회사는 사명에서 글로벌을 제거해 인풋 아웃풋 그룹(Input Output Group)으로 새롭게 운영하기로 했다. 이번 조정은 블록체인 개발사라는 기존 틀을 넘어 디지털 신원, 핀테크, 인공지능, 헬스케어 등으로 확장하는 전략적 전환으로 평가된다.창립자인 찰스 호스킨슨(Charles Hoskinson)은 조직 재편을 “복잡도가 높은 기술 문제를 해결하는 글로벌 기술 그룹으로의 도약”이라고 설명했다. 그는 “상상력이나 기술력, 실행력의 문제가 아니라 거버넌스와 조정, 책임의 문제”라고 밝히며 카르다노 개발은 계속 지원한다고 강조했다. 회사는 미국, 라틴 아메리카, 유럽, 중동 등 주요 시장에서 투자를 확대하며 사업군 확장에 속도를 낼 계획이다.암호화폐 업계에서도 이같은 확장 흐름은 뚜렷하다. 분산 시스템과 데이터 인프라, 머신 인텔리전스가 융합되는 영역이 빠르게 성장하면서 블록체인 기업들이 인접 산업으로 발을 넓히는 움직임이 빨라졌다. 유엔 분석에 따르면 인공지능 산업은 10년 안에 5조달러 규모에 이를 것으로 전망됐으며, 이는 디지털 신원과 양자컴퓨팅 같은 분야에도 큰 영향을 미칠 것으로 예상된다.인풋 아웃풋은 이미 미드나이트(Midnight)를 통해 프라이버시 기술 기반을 강화해왔다. 기업용 데이터 보호를 목표로 개발된 이 블록체인은 기관 고객의 규제 준수 수요에 대응하는 역할을 맡고 있다. 회사는 이번 사업 확장을 통해 상업 파이프라인을 넓히고 기업 고객 기반을 확대할 방침이다.다만 재편 시점은 카르다노 생태계에 쉽지 않은 시기다. 스테이블코인 공급량은 5,000만달러에도 못 미쳐 솔라나와 이더리움 같은 경쟁 체인과의 격차가 크다. 호스킨슨은 “기술의 문제가 아니라 서사와 조정의 문제”라고 말하며, 주요 스테이블코인과 커스터디 업체 통합을 가속화하기 위해 창립 조직들과 새 연합을 구성했다고 밝혔다. 회사는 이 작업을 통해 카르다노의 유동성과 인프라를 강화하고, 개발자와 금융기관의 참여도를 높이는 기반을 마련한다는 방침이다.*면책 조항: 이 기사는 투자 참고용으로 이를 근거로 한 투자 손실에 대해 책임을 지지 않습니다. 해당 내용은 정보 제공의 목적으로만 해석되어야 합니다.*",2025.12.07
"이더리움(Ethereum, ETH)이 3,000달러 앞에서 다시 걸음을 멈췄다. 장중 잠시 고점을 노려보기도 했지만 매수세가 뒷받침되지 않으며 지지선 부근으로 밀려났다. 시장에서는 방향을 정하지 못한 채 고심하는 기류가 짙다.12월 7일(현지시간) 암호화폐 전문 매체 비인크립토에 따르면, 이더리움은 나흘째 3,000달러 선에서 매수·매도세가 엇갈리며 진입 타이밍을 잡지 못한 투자자들의 불안이 커지고 있다. 거래 화면을 지켜보던 한 트레이더는 “힘이 실리지 않는 반등이 가장 피곤한 구간”이라며 “이럴 때 시장은 조급함이 먼저 움직인다”고 전했다.온체인 지표도 미묘하게 흔들리고 있다. 실현 가치 대비 시장 가치(MVRV) 장·단기 차이가 중립선에 가까워지면서 단기 보유자들이 이익 구간에 진입할 가능성이 커졌기 때문이다. 단기 보유자들은 통상 가격이 흔들릴 때 먼저 수익을 확정하는 쪽에 움직여왔고, 이런 흐름이 3,000달러 지지력을 약하게 만들 수 있다는 경계심이 번진다.거래 전략가들 사이에서는 스퀴즈 모멘텀 지표의 변화도 주목받고 있다. 변동성이 조용히 압축되는 ‘스퀴즈 빌드업’ 구간이 이어지고 있는데, 이는 강한 방향성 이동 직전 나타나는 전형적 패턴이다. 히스토그램은 매수 모멘텀이 조금씩 살아나는 모습을 보이고 있지만, 시장 참여자들이 본격적으로 움직여야 힘이 붙을 것이란 분석이 우세하다.현재 이더리움은 3,000달러 위에서 버티고 있으나, 단기 흐름은 횡보에 무게가 실린다. 단기 보유자들이 차익을 실현하기 시작하거나 거시 불확실성이 확대되면 가격은 2,762달러까지 후퇴할 가능성도 배제하기 어렵다. 현장에서는 “이 구간에서 밀리면 반등 피로감이 시장 전체로 번질 수 있다”는 말까지 나온다.반대로 3,131달러와 3,287달러를 잇달아 돌파하면 분위기는 단숨에 바뀐다. 이 레벨들은 중기 추세 전환의 분기점으로 평가받으며, 이를 넘어설 경우 이더리움은 다시 회복 국면을 열고 매수세를 끌어올 수 있다는 기대가 커진다.*면책 조항: 이 기사는 투자 참고용으로 이를 근거로 한 투자 손실에 대해 책임을 지지 않습니다. 해당 내용은 정보 제공의 목적으로만 해석되어야 합니다.*",2025.12.07
"이더리움(Ethereum, ETH)의 중앙화 거래소 보유량이 네트워크 출범 이후 최저 수준으로 떨어지며 공급 경색 가능성이 부각되고 있다. 유통 가능한 물량이 꾸준히 줄어드는 가운데 가격 모멘텀이 언제든 강화될 수 있다는 분석이 제기된다.12월 7일(현지시간) 암호화폐 전문 매체 코인텔레그래프에 따르면, 글래스노드 데이터 기준 거래소 내 이더리움 보유 비중은 지난주 목요일 8.7%까지 내려갔다. 이는 2015년 네트워크 출시 이후 가장 낮은 수치이며, 일요일에도 8.8%에 머무르며 공급 축소 흐름이 이어졌다. 이더리움 거래소 보유량은 7월 초 대비 43% 급감했는데, 이는 당시 디지털 자산 트레저리(Digital Asset Treasury, DAT) 매입 수요가 급증하던 시점과 겹친다.매크로 리서치 채널 밀크 로드(Milk Road)는 “이더리움은 역사상 가장 타이트한 공급 환경에 진입하고 있다”고 평가했다. 비트코인(Bitcoin, BTC) 거래소 보유량이 14.7% 수준을 유지하는 것과 대비되며, 이더리움이 스테이킹, 리스테이킹, 레이어2 활동, DAT, 담보 루프, 장기 커스터디 등 매도 압력을 발생시키지 않는 구조로 계속 이동하고 있다는 분석도 나왔다.밀크 로드는 “현재 시장 심리는 무겁지만 공급은 그와 무관하게 줄어들고 있다”며 “심리와 공급의 간극이 좁혀지는 순간 가격은 따라올 수밖에 없다”고 강조했다. 공급 축소가 장기적인 가격 지지 요인으로 작용할 수 있다는 의미다.기술적 신호도 강세를 가리키고 있다. 애널리스트 사이코델릭(Sykodelic)은 온밸런스볼륨(OBV) 지표가 저항선을 돌파했다고 밝혔다. 이후 가격은 단기 반락했지만, 그는 “OBV가 돌파 후 가격이 밀리면 이는 숨은 매수세가 강하다는 고전적 시그널이며, 보통 이후에 가격이 반응한다”고 설명했다. 그는 “지표가 모든 것을 보장하지는 않지만 OBV는 선행 신호로서 신뢰도가 높다”고 덧붙였다.이더리움 가격은 최근 닷새 동안 3,000달러대를 지키며 3,200달러 저항 돌파를 시도했으나 실패했다. 지난 24시간 동안은 3,050달러 부근에서 움직임이 이어졌고, ETH/비트코인 차트는 하락 추세선을 상향 돌파하며 시장의 관심을 끌었다.*면책 조항: 이 기사는 투자 참고용으로 이를 근거로 한 투자 손실에 대해 책임을 지지 않습니다. 해당 내용은 정보 제공의 목적으로만 해석되어야 합니다.*",2025.12.07
"이더리움(Ethereum, ETH)이 하방 압력을 버텨내며 방향성을 모색하는 가운데, 기술적 신호들이 서로 엇갈린 흐름을 보이며 시장이 중대한 분기점에 진입했다는 평가가 나온다.12월 7일(현지시간) 암호화폐 전문 매체 뉴스BTC에 따르면, 애널리스트 루카(Luca)는 최근 시장 업데이트에서 이더리움 가격이 고차원 시간 프레임 지지선을 이탈한 뒤 되돌림 구간에서 정확히 되맞으며 자신이 제시한 고위험 시나리오를 그대로 따라갔다고 설명했다. 해당 지점은 피보나치 0.5∼0.618 되돌림 구간, 이른바 골든 포켓과 일치하는 레벨로, 가격은 이 영역에서 반락했고 이후 핵심 관심 구간인 0.618 지점을 재차 하향 이탈했다.그럼에도 루카는 이더리움이 여전히 일간 불마켓 지지 밴드 위에 자리잡고 있다는 점을 강조했다. 그는 “최근 몇 달 동안 이 지점은 강한 반전 지대로 작용해 왔다”고 말하며 단기 흐름이 완전히 무너진 상황은 아니라는 판단을 내렸다. 다만 뚜렷한 강세 신호가 단기 차트에서 확인되기 전까지는 포지션 전략을 바꾸지 않겠다는 신중한 태도를 유지했다.루카는 또 시장이 최근 변동성을 소화하는 시간이 필요하다고 보았다. 그는 “저점이 확정됐다는 신호가 나오고 핵심 지지선이 안정적으로 회복되기 전까지는 단기 조정과 횡보가 이어질 가능성이 크다”고 진단했다.한편 애널리스트 파라마틱(Paramatik)은 ETH/BTC 차트에서 더욱 구조적인 변화가 발생했다고 분석했다. 그는 두 자산의 비율에서 장기간 이어진 하락 추세선이 상향 돌파됐다고 평가하며, 이 흐름이 연방준비제도 회의를 앞두고 재차 재확인될 수 있다고 전망했다.파라마틱은 이 신호가 갖는 의미를 두 가지로 정리했다. 첫째, 이더리움 가치가 비트코인 대비 강해지는 구간은 시장의 위험 선호가 되살아나는 전조로 해석된다는 점이다. 둘째, 이더리움이 먼저 강세 흐름을 잡아갈 때 알트코인 시장이 본격적으로 뒤따르는 경향이 있어, 많은 투자자가 기대하는 알트코인 시즌의 출발점이 될 수 있다는 설명이다. 그는 “이번 돌파는 단순한 선 하나의 이탈이 아니라 시장 분위기 자체가 바뀌고 있다는 신호”라고 평가했다.*면책 조항: 이 기사는 투자 참고용으로 이를 근거로 한 투자 손실에 대해 책임을 지지 않습니다. 해당 내용은 정보 제공의 목적으로만 해석되어야 합니다.*",2025.12.07
"유동성 회복 흐름이 뚜렷해지면서 암호화폐 시장이 12월 반등의 초입에 들어섰다는 분석이 힘을 얻고 있다. 금리 인하 기대가 정점을 향하고, 연준의 긴축 축소까지 확인되며 투자 심리가 바닥을 벗어날 여지가 커졌다는 진단이다.12월 7일(현지시간) 암호화폐 전문 매체 코인게이프에 따르면, 코인베이스 인스티튜셔널은 최근 보고서를 통해 지난달 조정 이후 시장이 이달 회복 국면에 진입할 가능성이 높다고 평가했다. 코인베이스 리서치팀은 연방준비제도 금리 인하 확률이 약 90%까지 올라선 가운데, 12월 1일 연준이 양적긴축을 종료하며 유동성 환경이 분명한 전환점을 맞았다고 분석했다. 보고서에서는 ""유동성 회복과 달러 약세 흐름이 겹치는 구간에서 암호화폐 시장이 빠르게 속도를 낼 수 있다""고 설명했다.코인베이스는 인공지능 산업이 여전히 성장 여력을 유지하고 있다는 점도 시장 반등의 배경으로 제시했다. 위험자산 선호가 되살아나는 환경에서는 달러 매도 포지션이 매력적이라는 판단도 더해졌다. 코인베이스는 앞서 자체 M2 지표를 기반으로 11월 약세와 12월 반등 시나리오를 제시한 바 있는데, 최근 흐름이 ""시장 모멘텀이 다시 살아나는 출발점이 될 수 있다""고 강조했다.시장 전문가 애쉬 크립토도 강한 회복론을 내놨다. 그는 소형주 지수 러셀2000이 알트코인 시장의 사이클을 가늠하는 핵심 지표라며, 지수가 사상 최고치 부근까지 올라선 현 상황을 주목했다. 애쉬 크립토는 러셀2000과 알트코인 시가총액이 2021년 11월 동시에 정점을 찍은 뒤 긴 조정기에 들어갔으며, 현재는 당시 고점 저항을 다시 시험하는 구간에 들어섰다고 설명했다.그는 ""러셀2000이 이 구간을 돌파하면 2026년을 향한 대세 상승장의 시동이 걸렸다고 볼 수 있다""고 강조했다. 특히 이더리움(Ethereum, ETH)과 주요 알트코인은 러셀 흐름과 함께 움직이는 경향이 강해, 지수 돌파 여부가 향후 시장 방향성을 결정하는 핵심 신호가 될 것이라는 분석을 내놨다.애쉬 크립토는 또 10월 발생한 급락 이후 시장 레버리지가 사실상 정리되면서 과열 우려가 낮아졌고, 최근 투자 심리가 공포 국면에 머물러 있는 점이 되려 강한 반등의 기반이 될 수 있다고 진단했다. 그는 “최근 시장은 파라볼릭 상승이 발생하기 전 특유의 조용한 구간에 들어와 있다”고 평가했다.*면책 조항: 이 기사는 투자 참고용으로 이를 근거로 한 투자 손실에 대해 책임을 지지 않습니다. 해당 내용은 정보 제공의 목적으로만 해석되어야 합니다.*",2025.12.07
"비트코인(Bitcoin, BTC)과 이더리움(Ethereum, ETH)을 둘러싼 전략 논쟁이 격해지는 가운데, 톰 리(Tom Lee)와 마이클 세일러(Michael Saylor)가 완전히 다른 해법을 제시하며 글로벌 투자자들의 관심이 두 사람의 발언에 쏠리고 있다. 시장 구조가 전환점에 들어섰다는 평가가 나오는 상황에서 두 인물의 전략 차이는 향후 암호화폐 지형의 방향을 가르는 핵심 변수가 되고 있다.암호화폐 전문 유튜브 채널 폴 배런 네트워크(Paul Barron Network) 진행자 폴 배런은 12월 6일(현지시간) 공개된 영상에서 바이낸스 행사 현장 발언을 종합하며 두 사람의 시각 차이를 정리했다. 특히 리는 기존 4년 주기 공식이 더는 유효하지 않다고 진단하며 “앞으로 8주 안에 비트코인이 새로운 최고가를 기록한다면 4년 주기 공식은 완전히 끝난다”고 말했다. 그는 경기지표인 ISM 흐름이 주기성을 잃은 점을 근거로 들며 가격 구조 변화 가능성을 강조했다.전략적 차이는 기업 운영 방식에서도 선명하게 드러났다. 스트래티지(MicroStrategy, MSTR)는 비트코인 중심 전략을 고수하며 일일 거래대금이 약 36억달러 수준에 달하는 영향력을 유지하고 있다. 반면, 이더리움 기반 자산 운용을 확대 중인 비트마인(Bitmine)은 출범 3개월 만에 미국 내 거래량 상위권에 진입하며 시장 존재감을 빠르게 키웠다. 배런은 “두 회사가 지향하는 전략 자체가 완전히 다르다”고 분석했다.세일러는 비트코인 보유 전략을 더욱 강화하기 위해 새 금융 구조를 도입했다. 그는 최근 14억 4,000만달러 규모의 준비금을 확보해 약 21개월치 배당 재원을 마련했다고 밝혔다. 세일러는 “비트코인을 매도하지 않고도 배당을 지급할 수 있는 구조를 설계했다”고 설명하며, 연 9% 또는 12.9% 수익률 조건을 제시했다. 아울러 해당 상품 설계 과정에서 AI가 핵심 역할을 했다고 말했다.반면 리는 이더리움 기반 수익 모델을 제시하고 있다. 그는 자사의 스테이킹 솔루션 Maven이 완전히 가동되면 약 2.9% 스테이킹 수익을 기대할 수 있으며, 연간 순이익은 약 4억달러 수준에 이를 것이라고 전망했다. 그는 토크나이제이션 흐름이 빠르게 확대되는 만큼 이더리움의 효용 가치가 지속적으로 상승할 것이라고 강조했다. 실제로 최근 이더리움 매수량은 증가세로 돌아선 상황이다.두 사람의 해석 차이는 결국 시장이 비트코인 중심 모델을 선택할지, 이더리움 기반 스마트컨트랙트·토큰화 구조를 중심 축으로 삼을지를 가르는 기준점이 되고 있다. 배런은 현장에서 확인한 전문가 의견을 바탕으로 “세일러는 비트코인 기반 신용 확장을, 리는 이더리움 기반 유틸리티 성장을 강조하며 서로 다른 미래를 그린다”고 평가했다.*면책 조항: 이 기사는 투자 참고용으로 이를 근거로 한 투자 손실에 대해 책임을 지지 않습니다. 해당 내용은 정보 제공의 목적으로만 해석되어야 합니다.*",2025.12.07
"암호화폐 시장이 연이은 악재에도 중심을 잃지 않으며 바닥을 단단히 다졌다는 분석이 나오자 2026년 상반기 유동성 공급과 함께 강세장이 본격화될 것이라는 전망이 힘을 얻고 있다.암호화폐 베테랑 트레이더 마일스 도이처(Miles Deutscher)는 12월 6일(현지시간) 자신의 유튜브 채널 마일스 도이처 파이낸스(Miles Deutscher Finance)에 출연한 트레이더 파비안(Fabian)과 함께 시장 흐름을 진단하며 최대 항복 구간은 이미 지나갔다고 평가했다. 두 사람은 중국 규제나 테더(Tether) 관련 우려, 거시경제 변수 등이 연이어 불거졌음에도 시장이 견고하게 버틴 점을 들어 추가 하락보다는 상승 전환 가능성이 크다고 내다봤다. 다만 비트코인(Bitcoin, BTC)이 9만 5,000달러에서 10만 달러 사이의 두터운 매물대에 갇혀 있어 해당 구간에서 거래량과 매수세의 힘겨루기가 향후 방향성을 결정할 핵심 변수라고 분석했다.기관 투자자의 움직임도 강세 신호로 지목됐다. 뱅크 오브 아메리카(Bank of America)는 고객 포트폴리오의 4%를 암호화폐에 배분할 것을 조언하기 시작했으며, 과거 비트코인 상장지수펀드(ETF)를 반대하던 뱅가드(Vanguard) 역시 5,000만 고객에게 ETF 거래를 지원하는 쪽으로 방향을 틀었다. 도이처는 블랙록(BlackRock) 최고경영자 래리 핑크(Larry Fink)의 발언을 인용해 “국부펀드가 8만 달러대에서 조용히 비트코인을 장기 보유 관점으로 매집하고 있다”고 설명했다. 마이크로스트래티지(MicroStrategy)도 단순 보유를 넘어 비트코인 담보 대출 등 수익 모델을 확장하며 제도권 편입을 더욱 가속하는 모습이다.도이처는 시장 참여자 사이에서 널리 퍼진 4년 주기설은 실체가 없으며, 실제 시장을 움직이는 동력은 글로벌 유동성 사이클이라고 강조했다. 현재 미국 공급관리협회(ISM) 제조업 지수가 저점에 근접해 있고, 2026년 상반기부터 유동성 공급이 본격화되면 이 지수가 상승 전환할 가능성이 높다는 설명이다. 그는 인플레이션 둔화에 따라 금리 인하가 확실해지고 차기 미국 행정부가 중간선거를 앞두고 경기 부양책과 친암호화폐 정책을 펼칠 가능성이 커지면서 내년 상반기 위험 자산에 매우 유리한 환경이 만들어질 것이라고 전망했다.알트코인 전략에 대해 그는 이더리움(Ethereum, ETH)이 단기 상승 흐름을 보일 수 있다고 진단하면서도, 관련 기업들의 잠재적 매도 물량이 시장에 부담으로 작용할 수 있다고 경고했다. 동시에 폴리마켓(Polymarket)과 같은 예측 시장을 활용해 상장 전 고평가된 토큰에 대해 청산 위험 없이 하락에 베팅하는 프리마켓 숏 전략 등 변동성 장세에서도 수익 기회를 만들 수 있는 대안을 제시했다.도이처와 파비안은 현재 조정 국면을 장기 상승 추세 안에서 나타나는 자연스러운 과정으로 규정하며 2026년이 암호화폐 시장의 새로운 도약 시기가 될 것이라고 평가했다. 두 사람은 기관 매수세가 지속하고 거시 환경이 긍정적으로 변하고 있어 단기 변동성보다는 긴 흐름을 우선시하는 접근이 필요하다고 강조했다.*면책 조항: 이 기사는 투자 참고용으로 이를 근거로 한 투자 손실에 대해 책임을 지지 않습니다. 해당 내용은 정보 제공의 목적으로만 해석되어야 합니다.*",2025.12.07
"이더리움(ETH)이 최근 부진한 흐름에도 불구하고 2026년 최대 9,000달러까지 상승할 수 있다는 분석이 제기되면서 시장의 시선이 다시 이 자산으로 향하고 있다.12월 7일(현지시간) 투자 전문매체 더모틀리풀에 따르면, 톰 리 펀드스트랫 공동창업자는 이더리움이 오는 2026년에 9,000달러에 도달할 가능성이 크다고 전망했다. 리는 글로벌 개발자 기반과 100% 가동률을 유지해온 기술적 안정성을 핵심 근거로 제시하며 이더리움의 구조적 강점을 강조했다.이더리움은 2015년 출시 이후 누적 상승률이 10만%를 넘어서며 비트코인을 제외한 주요 자산 중 가장 높은 성과를 기록해왔다. 디파이(DeFi) 분야에서도 여전히 압도적이다. 현재 이더리움은 전체 디파이 예치금(TVL)의 약 3분의 2를 차지하며 업계 표준 플랫폼으로 자리해 왔다. 리는 이러한 기반이 2026년 추가 랠리를 견인할 것이라고 내다봤다.특히 그는 월가 금융기관과 핀테크 기업들의 채택 확대가 다음 성장 동력이라고 평가했다. 실제로 이더리움은 주요 기관의 블록체인 프로젝트에 가장 널리 활용되며, ‘월가가 선호하는 블록체인’이라는 평가를 받고 있다. 리는 이른바 실물자산 토큰화(RWA)가 본격화될 경우 효율성과 유동성 개선 효과가 나타나며 이더리움 수요가 한층 강화될 것이라고 설명했다.다만 지나친 낙관론에 대한 경계도 필요하다는 지적이 뒤따른다. 리는 이더리움 트레저리 기업 비트마인 이머전 테크놀로지스의 회장을 맡고 있어 높은 가격 전망이 이해상충으로 이어질 수 있다는 우려가 나온다. 실제로 그는 이더리움이 9,000달러로 향하더라도 그 이전에 2,500달러까지 밀릴 수 있다고 언급하며 변동성 위험을 인정했다.현재 온라인 예측시장에서는 이더리움이 올해 중 5,000달러를 회복할 확률을 3%로, 2026년 9,000달러 도달 가능성을 1%로 평가하고 있다. 이더리움이 다시 강한 랠리를 재개하기 위해서는 향후 12개월 동안 뚜렷한 펀더멘털 변화가 필요하다는 분석이 힘을 얻는다.*면책 조항: 이 기사는 투자 참고용으로 이를 근거로 한 투자 손실에 대해 책임을 지지 않습니다. 해당 내용은 정보 제공의 목적으로만 해석되어야 합니다.*",2025.12.07
"지난 5년간 4,000%가 넘는 폭발적인 상승률을 기록하며 투자자들을 유혹하고 있지만, 정작 전문가들은 지금 당장 피해야 할 자산이라며 강력한 경고음을 울리고 있다.12월 7일(현지시간) 투자 전문매체 더모틀리풀에 따르면, 크리스 네이거 분석가는 도지코인(DOGE)이 지난 5년 동안 4,200% 이상 상승했음에도 불구하고 이를 매수하지 않겠다고 단언했다. 그는 도지코인이 전형적인 밈 코인으로서 실질적인 유틸리티가 전혀 없으며, 오직 투자자들의 심리에 따라 가격이 등락하는 투기적 자산에 불과하다고 지적했다.일반적인 주식은 기업의 매출, 이익, 서비스 등을 통해 가치를 판단할 수 있지만, 도지코인은 내재 가치가 전무하다는 것이 비판의 핵심이다. 실제로 최근 경기 침체 우려와 금리 인하 지연 등으로 투자 심리가 위축되자, 펀더멘털이 없는 도지코인의 가격은 연초 대비 53%나 폭락하며 그 취약성을 드러냈다.무제한에 가까운 공급 구조 또한 치명적인 투자 리스크로 꼽힌다. 비트코인(BTC)이 총발행량이 2,100만 개로 제한되어 희소성을 가지는 것과 달리, 도지코인은 현재 약 1,520억 개가 유통되고 있으며 매년 50억 개씩 새로운 코인이 채굴된다. 이는 주식이 신주를 계속 발행해 가치를 희석하는 것과 마찬가지로, 장기적으로 가격 상승을 저해하는 요인이 된다.분석가는 도지코인 대신 비트코인이나 이더리움(ETH)처럼 명확한 사용 사례와 기반을 갖춘 암호화폐에 주목할 것을 조언했다. 비트코인은 가치 저장 수단으로서 비트코인 현물 ETF를 통해 제도권의 인정을 받았으며, 이더리움 역시 금융 거래의 핵심 인프라로 자리 잡았다. 비록 이들 우량 코인도 최근 하락세를 겪었으나, 단순한 유행에 의존하는 도지코인과는 질적으로 다르다는 평가다.한편 보도 시점 기준 도지코인의 가격은 0.14달러, 시가총액은 230억 달러를 기록했다. 아무런 내재 가치 없이 무한대로 찍어내는 도지코인이 과연 장기적인 투자처가 될 수 있을지, 투자자들의 신중한 판단이 요구된다.*면책 조항: 이 기사는 투자 참고용으로 이를 근거로 한 투자 손실에 대해 책임을 지지 않습니다. 해당 내용은 정보 제공의 목적으로만 해석되어야 합니다.*",2025.12.07
