news,date
"이더리움(ETH)이 비트코인(BTC)에 대한 강세 전환 가능성을 보이며 중기 및 장기적인 상승 신호를 나타내고 있다. 분석가들은 주요 저항선을 돌파할 경우 2025년 1분기에 강력한 상승세를 보일 가능성을 제기하고 있다.30일(현지시간) 암호화폐 전문매체 뉴스BTC에 따르면, 암호화폐 분석가 '단 크립토 트레이드(Daan Crypto Trades)'는 ETH/BTC 거래 쌍 차트를 분석하며 이더리움 가격이 비트코인 대비 상승 전환 신호를 보이고 있다고 평가했다. 현재 이더리움은 0.786 피보나치 되돌림 수준인 0.0337 BTC 부근에서 고점을 형성하려는 움직임을 보이고 있으며, 이는 하락세에서 상승세로 전환되는 신호로 해석된다.분석에 따르면, ETH/BTC 거래 쌍에서 0.04 BTC 수준이 중요한 저항선으로 작용하고 있으며, 이를 돌파하면 강력한 상승 모멘텀이 발생할 가능성이 높다. 이 저항선을 돌파할 경우 비트코인 우위가 약화되고, 알트코인 시장의 강세가 본격화될 수 있다고 밝혔다.단은 역사적으로 ETH/BTC 거래 쌍이 1분기에 강세를 보였다는 점을 강조했다. 이러한 계절적 패턴이 유지된다면, 2025년 1분기에 ETH/BTC가 0.04 BTC를 돌파하며 0.046 BTC까지 상승할 가능성이 제기된다. 이는 이더리움뿐만 아니라 전체 알트코인 시장의 상승세를 이끌 수 있는 중요한 전환점이 될 전망이다.이더리움이 0.04 BTC 수준을 돌파하면 알트코인 시장이 강세 국면으로 접어들 가능성이 높다. 과거 사례에서 이더리움의 시장 성과는 알트코인 강세를 가늠하는 주요 지표로 작용해왔다.현재 비트코인의 시장 점유율(도미넌스)은 57.8%로 여전히 높은 수준을 유지하고 있다. 그러나 '크립토 로버(Crypto Rover)'로 알려진 분석가는 비트코인 도미넌스가 하락세를 보이며 42%까지 낮아질 가능성을 제기했다. 이는 알트코인 시장으로 투자자들의 관심이 이동하는 계기가 될 수 있으며, 본격적인 알트코인 시즌을 촉발할 수 있다고 평가했다.",2025.09.30
"단일 기업 기준 가장 많은 비트코인을 보유 중인 마이크로스트래티지(나스닥 티커: MSTR) 설립자 마이클 세일러가 30일(현지시간) 자신의 X(구 트위터)를 통해 마이크로스트래티지가 2,138 BTC(2.09억달러)를 추가 매수했다고 밝혔다. 평균 매수가는 97,837달러다. 마이클 세일러 마이크로스트래티지 설립자에 따르면 회사는 현재 446,400 BTC를 보유 중이며 평단가는 62,428달러다. 코인마켓캡에 따르면 현재 비트코인 가격은 93,200달러이며, 지난 24시간 동안 1.7% 하락했다.한편 암호화폐 전문매체 코인데스크에 따르면 암호화폐 금융서비스 기업 갤럭시디지털이 보고서를 통해 “국가, 기관 수요 확대로 인해 내년 4분기 비트코인이 18만5천 달러를 돌파하고 이더리움(ETH)은 5,500달러까지 상승할 것으로 보인다. BTC 시총은 금 시총의 20%에 도달할 것이다. 또한 미국 BTC 현물 ETF 운용자산은 내년 2,500억 달러를 돌파하며, 나스닥 상장사 100곳 중 5곳과 5개국이 BTC를 도입할 것으로 예상한다. BTC 기반 디파이 TVL(락업예치금)은 지금의 2배인 220억 달러까지 늘어날 것""이라고 내다봤다.",2025.09.30
"베테랑 트레이더 피터 브랜트가 비트코인(BTC) 가격 차트에서 '헤드 앤 숄더' 패턴을 발견했다고 밝혔다. 그는 이 패턴이 완성되면 비트코인 가격이 7만8천 달러까지 하락할 가능성이 있다고 경고했다.30일(현지시간) 암호화폐 전문매체 유투데이에 따르면, 브랜트는 현재 비트코인이 올해 초 대비 128% 상승하며 강세장을 보였지만, 최근 약세로 전환되면서 중요한 가격 갭(CME)의 해소 가능성이 있다고 설명했다. 그는 ""헤드 앤 숄더 패턴은 강력한 하락 신호로, 이를 기반으로 거래해야 한다""고 강조했다. 다만, 해당 패턴이 실패하거나 다른 형태로 변화할 가능성도 남아있다고 덧붙였다.비트코인 가격이 7만8천 달러까지 하락할 경우, 이는 현재 수준에서 약 17%의 추가 하락을 의미한다. 브랜트는 이번 하락이 두 달 전 CME에서 형성된 가격 갭을 해소하는 계기가 될 수 있다고 분석했다.올해 암호화폐 시장은 블랙록과 피델리티 등 대형 기관의 투자 참여와 비트코인 및 이더리움 현물 ETF 출시로 큰 관심을 받았다. 그러나 연말에는 낮은 유동성과 차익 실현 매도세가 겹치며 비트코인 상승세가 주춤해졌다. 이에 따라 비트코인의 6자리 가격 돌파에 대한 기대가 약화되고 있다고 전했다.",2025.09.30
"자산 운용사 그레이스케일(Grayscale)이 2025년 1분기 유망 암호화폐 6종을 새롭게 발표하며 시장의 주목을 받고 있다.30일(현지시간) 암호화폐 전문매체 코인게이프에 따르면,  이번 발표에서 선정된 코인은 하이퍼리퀴드(HYPE), 에테나(ENA), 버추얼 프로토콜(VIRTUAL), 주피터(JUP), 지토(JTO), 그래스(GRASS)로 구성되었다. 그레이스케일은 이들 코인이 향후 분기에 높은 성장 가능성을 가진 주요 자산으로 부상할 것이라고 평가했다.그레이스케일의 이번 발표는 2024년 4분기 강세장이 이어지는 가운데, 최근 미국 대선, 탈중앙화 인공지능(AI) 기술 발전, 블록체인 기술의 확산, 솔라나(Solana) 생태계의 급성장 등 다양한 요인에 영향을 받았다.그 외에도 비트코인(BTC), 이더리움(ETH), 솔라나(SOL), 체인링크(LINK), 수이(SUI) 등의 암호화폐가 여전히 그레이스케일의 주요 투자 리스트에 포함되어 있다.그레이스케일의 유망 자산 발표 이후 시장은 새로운 강세장에 대한 기대감으로 변화를 보이고 있으며, 투자자들의 관심도 높아지고 있다.",2025.09.30
블록체인 분석업체 아캄(ARKM)이 X를 통해 “기관 투자자 가운데 이더리움을 가장 많이 보유한 곳은 미국 암호화폐 자산운용사 그레이스케일로 추정된다. 그레이스케일은 현재 66.2억 달러 상당의 ETH를 보유하고 있다”고 전했다.,2025.09.30
"30일(현지시간) 암호화폐 전문매체 코인게이프에 따르면, 2024년 미국에서 출시된 현물 비트코인(BTC) ETF와 이더리움(ETH) ETF가 ETF 시장을 장악하며, 올해 출시된 740개 ETF 중 상위 8개에 포함되었다.ETF 스토어의 네이트 게라시 대표는 올해 출시된 상위 ETF 8개 중 4개가 현물 비트코인 ETF, 2개가 현물 이더리움 ETF, 나머지 2개는 마이크로스트래티지(MSTR) 관련 ETF라고 설명하며 암호화폐 ETF의 지배적 위치를 강조했다.지난주(12월 23일~27일) 현물 비트코인 ETF는 3억 8,800만 달러의 순유출이 발생했지만, 포트폴리오 조정과 일부 이익 실현에 따른 현상으로 분석된다.반면 피델리티의 FBTC ETF는 같은 기간 1억 8,300만 달러의 순유입을 기록하며 투자자들의 지속적인 관심을 증명했다. 현재 현물 비트코인 ETF의 총 순자산가치(NAV)는 1,066억 8,300만 달러로 유지되고 있다.이더리움 ETF는 같은 기간 3억 4,900만 달러의 순유입을 기록하며 강세를 보였다. 블랙록의 ETHA ETF는 1억 8,200만 달러, 피델리티의 FETH ETF는 1억 6,000만 달러의 순유입을 기록하며 주요 기여자로 자리 잡았다.비트코인 가격은 9만 4천 달러 아래로 떨어지며 매도 압력을 받고 있지만, 크립토 애널리스트 알리 마르티네즈는 비트코인이 9만 3천 달러의 지지선을 유지한다면 반등 가능성이 있다고 전망했다. 한편, 비트멕스의 이더리움 선물 시장에서는 78.3%의 트레이더가 가격 상승에 베팅하며 낙관적 분위기를 이어가고 있다.암호화폐 ETF의 지속적인 성장세는 2024년 트럼프 당선 이후 친암호화폐 정책과 비트코인 전략적 비축 논의의 영향으로 더욱 강화될 전망이다.",2025.09.30
"블록체인 분석업체 스코프스캔(Scopescan)이 X를 통해 ""비트겟이 8억 BGB(51억 달러 상당)를 이더리움(ETH) 체인에서 소각했다. 이는 암호화폐 역사상 가장 큰 규모의 토큰 소각 규모""라고 전했다. 비트겟은 지난 27일 BGB에 소각 메커니즘을 도입한다면서 총 공급량의 40%인 8억 BGB를 소각한다고 공지한 바 있다. 소각 후 BGB의 총 공급량은 12억개로 감소한다.",2025.09.30
"이더리움(ETH)이 역사적으로 1분기 강세를 보여온 만큼 2025년 초반에도 상승 가능성이 점쳐지고 있다. 그러나 매크로 경제 환경이 이를 방해할 수 있다는 신중한 분석도 나오고 있다.과거 데이터에 따르면, 미국 대선 및 비트코인 반감기 이후 첫 분기에 이더리움은 높은 수익률을 기록했다. 2017년 1분기에는 518%, 2021년 1분기에는 161% 상승하며 비트코인(BTC)을 초과하는 성과를 보였다.30일(현지시간) 암호화폐 전문매체 코인텔레그래프에 따르면, 최근 24일 중 22일 동안 현물 이더리움 ETF로의 순유입이 발생했으며, 총 25억 달러가 유입되었다. ZX 스퀘어드 캐피탈의 CK 정은 2025년에는 트럼프 행정부의 친암호화폐 규제 도입으로 ETF 유입이 더욱 증가할 것이라고 전망했다.반면, 10X 리서치의 마르쿠스 틸렌은 2025년 매크로 경제 환경이 호의적이지 않을 가능성이 높아 이더리움이 신기록을 경신하지 못할 것이라고 예상했다. 그는 ""유동성 부족이 강세에 제약을 줄 수 있다""고 분석했다.미국 연방준비제도이사회(Fed)가 2025년 금리 인하 횟수를 5회에서 2회로 축소한 점도 암호화폐 시장에 부정적으로 작용할 수 있다. 이에 따라 위험자산인 이더리움과 비트코인에 불리한 환경이 조성될 가능성이 크다는 의견이 제기되었다.현재 이더리움은 3,405달러로 24시간 동안 0.46% 상승했으나, 2021년 11월 사상 최고가 4,891달러 대비 30.19% 하락한 상태다.이더리움이 역사적 강세를 재현할지, 아니면 신중한 전망대로 움직일지는 향후 시장 흐름에 따라 결정될 것으로 보인다.",2025.09.30
"리플의 RLUSD 스테이블코인이 최근 24시간 동안 거래량이 115% 급증하며 주목받고 있다. 코인마켓캡(CoinMarketCap) 데이터에 따르면, RLUSD의 하루 거래량은 2,900만 달러에 도달해 스테이블코인 시장에서 입지를 강화하고 있다.RLUSD는 미국 달러에 1:1로 연동된 스테이블코인으로, XRP 레저와 이더리움 네트워크에서 발행되었다. 이 코인은 국경 간 결제와 탈중앙 금융 등 다양한 용도로 활용될 수 있는 잠재력을 가지고 있다.RLUSD는 12월 17일 글로벌 출시 후 업홀드(Uphold), 문페이(MoonPay), 코인메나(CoinMENA), 아책스(Archax), 빗소(Bitso) 등 주요 플랫폼에 상장되었다.이어 12월 24일에는 불리시와 싱가포르의 암호화폐 거래소인 인디펜던트 리저브(Independent Reserve)에서도 상장이 이루어졌다. 이로써 RLUSD는 BTC, XRP, ETH, USD, EUR 등 다양한 시장에서 거래되고 있다.RLUSD의 출시는 리플과 XRP 레저가 결제 흐름에서의 활용도를 높이는 새로운 장을 열었다는 평가를 받고 있다. 과거 스테이블코인은 주로 거래 목적으로 사용되었지만, RLUSD는 이를 넘어 리플의 기존 비즈니스와 시너지를 창출할 수 있는 가능성을 보여주고 있다.시장에서의 거래량 증가와 지속적인 상장은 RLUSD의 안정성과 잠재력을 강화하는 긍정적 신호로 해석된다.",2025.09.30
"소소밸류에 따르면 지난 주 이더리움 현물 ETF에 3.49억 달러(한화 5134억원 상당)가 순유입된 것으로 집계됐다. 블랙록 ETHA에 1.82억 달러, 피델리티 FETH에 1.6억 달러가 순유입됐다. ETH 현물 ETF에는 현재까지 누적 26억 8000만 달러(3조 9,412억원)가 순유입됐다.",2025.09.30
