news,label
"테크크런치에 따르면 웹3 디지털 신원인증 스타트업 언스토퍼블 도메인(Unstoppable Domains)이 밸류에이션 10억달러로 펀딩 라운드를 준비하고 있다고 사안에 정통한 소식통 3명이 말했다. 언스토퍼블 도메인은 드레이퍼 어소시에잇츠, 코인베이스 벤처스, 프로토콜 랩스 등 다수의 신규, 기존 투자자로부터 약 6000만달러 유치를 위해 논의 중인 것으로 알려졌다. 라운드가 아직 종료되지 않아 조건은 변경될 수 있다. 언스토퍼블 도메인이 제공하는 인기 최상위 도메인(TLD)으로는 .crypto, .coin, .bitcoin, .x, .888, .nft, .dao 등이 있으며, 각 도메인 네임을 이더리움 블록체인에서 NFT로 발행해 소유자에게 더 광범위한 제어권, 소유권을 제공한다. 도메인 네임을 사용하면 사용자가 긴 지갑 주소를 사용하지 않아도 된다.",1
"세계에서 두 번째로 가치 있는 암호화폐 이더리움(Ethereum, ETH)이 3,000달러를 넘어섰다. 거의 3주만에 일이다. 이더리움은 여전히 ​​11월 중순 고점에서 거의 40% 하락했지만 모멘텀을 되찾고 있는 모습이다. ATH코인인덱스 기준 이더리움의 사상최고가는 4,878.26달러이다.이더리움 가격 강세에 대해 블룸버그는 이더리움의 채굴 방식 변경 작업이 수개월 안에 완성될 것이라는 기대감이 영향을 미쳤다고 분석했다. 블룸버그에 따르면 작업증명방식(Proof of Work)으로 채굴되는 이더리움을 지분증명방식(Proof of Stake)으로 업그레이드하기 위한 테스트가 지난 15일 개시됐다. 기존 방식은 전력 소모량이 매우 크고 비효율적이라는 지적을 받았는데, 이번 업그레이드가 성공하면 이런 문제점을 개선할 수 있다. 블룸버그는 ""이번 테스트는 큰 문제 없이 수월히 진행될 것이라는 낙관적인 전망이 나오고 있다""라고 전했다.암호화폐 전문매체 코인데스크도 트로비오 캐피털 매니지먼트(Trovio Capital Management) 트레이딩 총괄 윌 해밀턴을 인용 ""오랫동안 기다려온 비콘체인과의 병합 기대감이 다시 고조되기 시작했다. 토큰 배출량 감소는 EIP-1559 소각 메커니즘과 결합, 이더리움의 공급 역학을 근본적으로 변화시켜 2022년 하반기 가격 상승 모멘텀의 촉매제 역할을 할 수 있다""며, 최근 이더리움 반등의 이유를 설명했다.한편 암호화폐 전문매체 비트코인닷컴에 따르면 암호화폐 월렛·거래 서비스 아브라(Abra)의 빌 바르하이드 최고경영자(CEO)는 최근 이더리움 가격이 4,000달러에 도달할 수 있다고 전망했다. 그는 ""가스비와 거래 수수료가 떨어지는 등 네트워크 효과에 대한 모든 장애물이 제거됐기 때문에 단기적으로 이더리움에 대해 더 낙관적""이라고 말했다. 또 암호화폐 시황 중계사이트 코인마켓캡(코마캡)의 커뮤니티는 이더리움(ETH, 시총 2위)의 월말 가격을 평균 3,612.92달러로 예측했다. 해당 가격대는 현재 시세 대비 약 20.10% 높은 수준이다. 이번 ETH 가격 예측은 약 49,908명이 참여했다. 23일(한국시간) 오전 7시 10분 현재 이더리움의 가격은 3.06% 오른 3,008달러를 기록 중이다.",1
"간밤 뉴욕증시는 러시아-우크라이나 전쟁 상황 악화와 전날 제롬 파월 연방준비제도(연준·Fed) 의장의 매파적(통화 긴축 선호) 발언, 물가상승과 이에 따른 경기둔화 우려에도 불구하고 미국 경기에 대한 강한 자신감을 바탕으로 저가 매수세가 유입되며 상승 마감했다.22일(미 동부시간) 뉴욕증권거래소(NYSE)에서 다우존스30산업평균지수는 전장보다 0.74%, 스탠더드앤드푸어스(S&P)500지수는 1.13%, 기술주 중심의 나스닥 지수는 1.95% 각각 상승하며 거래를 마쳤다.10년물 국채금리는 인플레이션을 억제하기 위해 보다 공격적으로 금리를 인상할 가능성을 열어둔 파월 의장의 매파적 발언에 전날 2.32%를 웃돈 데 이어 이날 2.38%까지 올랐다. 이는 2019년 5월 이후 최고치다.뉴욕증시 전문가들은 연준의 긴축 우려에도 시장은 펀더멘털(기초여건)이 탄탄해 잘 견디고 있다고 분석했다.앞서 마감한 유럽증시는 미국 연방준비제도가 물가에 대응해 공격적인 금리인상에 나설 것이란 전망이 나온 후 약 1% 상승했다. 제롬 파월 미국 연방준비제도(Fed·연준) 의장의 매파적 발언에 따른 공격적인 금리 인상 전망에 은행주들이 상승세를 이끌었고, 또 에너지주는 고유가에 오름세를 이어간 것이다.범유럽 지수인 유로 Stoxx 50지수는 1.14%, 독일 프랑크푸르트 증시의 DAX30 지수는 1.02%, 프랑스 파리 증시의 CAC40 지수는 1.17%, 영국 런던 증시의 FTSE 100 지수는 0.46% 각각 상승하며 장을 종료했다.비트코인(Bitcoin, BTC)은 저가 매수에 힘입어 나스닥이 2% 가까이 급등하자 한때 43,000달러를 돌파하는 등 랠리했다. 비트코인이 43,000달러를 돌파한 것은 지난 3월 3일 이후 처음이다. 비트코인은 지난 24시간 동안 코인마켓캡 기준 최저 40,948.28달러, 최고 43,124.71달러 사이에서 거래됐다.※관련 기사: 비트코인·이더리움 4%대 급등...왜?  223(한국시간) 오전 6시 40분 현재 비트코인 가격은 42,758.60달러에 시세가 형성돼 있다. 이는 24시간 전 대비 3.75% 급등한 수치다. 시가총액도 8,000억 달러를 회복, 현재 8,106억 달러를 기록 중이다. 도미넌스(시총 비중)은 42.0% 수준이다.",1
"유투데이에 따르면 NFT 마켓플레이스 NFT 마켓플레이스 라리블(Rarible)이 솔라나(SOL, 시총 9위)를 지원할 예정이다. 미디어는 기술 블로거이자 앱 연구원인 제인 만춘 웡(Jane Manchun Wong)이 자신의 트위터에 공개한 이미지를 인용, 라리블이 솔라나 지원을 준비하고 있다고 보도했다. 라리블은 현재 이더리움, 플로우, 테조스, 폴리곤을 지원하고 있다.",0
"코인데스크에 따르면 암호화폐 브로커 글로벌블록(GlobalBlock) 분석가 마커스 소티리우는 ""금리가 더 공격적으로 인상되면 성장률이 더뎌지기 때문에 경기 침체 가능성이 높아진다. 연준은 경기 침체를 피하기 위해 최선을 다할 것이기 때문에 이르면 9월까지 25bp 이상 금리를 인상하지 않을 것 같다""고 진단했다. 한편 이더리움 반등에 대해 트로비오 캐피털 매니지먼트(Trovio Capital Management) 트레이딩 총괄 윌 해밀턴은 ""오랫동안 기다려온 비콘체인과의 병합 기대감이 다시 고조되기 시작했다. 토큰 배출량 감소는 EIP-1559 소각 메커니즘과 결합, 이더리움의 공급 역학을 근본적으로 변화시켜 2022년 하반기 가격 상승 모멘텀의 촉매제 역할을 할 수 있다""고 분석했다.",0
"글로벌 투자은행 골드만삭스가 월가 은행 가운데 최초로 암호화폐(가상자산) 금융서비스 회사인 갤럭시디지털과 손잡고 비트코인 가격에 연동된 파생상품인 '비트코인 차액결제옵션' 거래를 시작했다. 21일(현지시간) CNBC방송과 블룸버그통신은 골드만삭스의 비상장 암호화폐 옵션거래 시작을 두고 ""월가 기관투자자들의 가상화폐 시장 진출 확대로 이어질 수 있는 주목할 만한 결정""이라 평가했다.이에 대해 갤럭시디지털 사장 대미언 밴더윌트는 ""비트코인 차액결제옵션은 거래소 기반 상품이나 선물에 비해 훨씬 더 체계적으로 시장에 연관된 상품""이라 말했다. 차액결제옵션이란 기초자산을 실제로 주고받지 않고 만기 때 차액을 현금으로 결제하는 거래를 뜻한다.그는 ""이번 옵션거래는 은행이 고객들을 대신해 가상화폐 시장에 대한 직접적인 맞춤형 익스포저(특정 기업 또는 국가에 연관된 금액)를 제공하기 위해 내놓은 첫 조치""라 설명했다. 그동안 헤지펀드들은 비트코인 또는 이더리움과 같은 가상화폐를 직접 소유하지 않더라도 그 가격 변동에 베팅하기 위한 파생상품을 원했다고 양사는 설명했다.또한 골드만삭스의 아시아태평양 디지털자산 부문장인 맥스 민턴은 ""갤럭시와 함께 우리의 첫 현금정산형 가상화폐 옵션을 거래한 것에 대해 기쁘게 생각한다""고 말했다.앞서 골드만삭스의 글로벌 가상화폐거래 부문장인 안드레이 카잔체프는 지난해 12월 디지털 자산에 연계된 옵션 수요가 매우 높다고 지적하면서 ""우리가 구상하는 다음 단계는 옵션시장의 개발""이라 예고한 바 있다고 CNBC는 전했다.",1
"암호화폐 대장주 비트코인(Bitcoin, BTC) 가격이 약 4% 상승함에 따라 5160만원대에서 거래되고 있다. 이날 오후 3시 20분 국내 가상화폐 거래소 업비트에서 1비트코인 가격은 5165만9000원으로, 24시간 전보다 2.94% 올랐다. 같은 시간 빗썸에서도 2.98% 오른 5162만6000원에서 움직이고 있다.시가총액 규모 2위인 이더리움은 3% 중반대 상승률을 보이며 363만원대를 오르내리고 있다. 이더리움의 채굴 방식 변경 작업이 수개월 안에 완성될 것이라는 기대감이 나오면서 가상화폐 시장 전반에 활력을 불어넣고 있다는 분석이다.블룸버그에 따르면, 작업증명(PoW, Proof of Work) 방식으로 채굴되는 이더리움을 지분증명(PoS, Proof of Stake) 방식으로 업그레이드하기 위한 테스트가 지난 15일 개시됐다. 기존 방식은 전력 소모량이 매우 크고 비효율적이라는 지적을 받았는데, 이번 업그레이드가 성공하면 이런 문제점을 개선할 수 있다.이번 테스트는 큰 문제 없이 수월히 진행될 것이라는 낙관적인 전망이 나오고 있다는 전망이다.또 글로벌 투자은행 골드만삭스가 처음으로 비트코인 가격에 연동된 파생상품인 '비트코인 차액결제옵션' 거래를 시작한 점도 암호화폐 시장에 긍정적인 영향을 준 것으로 보인다. 차액결제옵션이란 기초자산을 실제로 주고받지 않고 만기 때 차액을 현금으로 결제하는 형태의 거래다.시장은 이번 발표에 따라 미국 월가 기관투자자들의 가상화폐 시장 진출이 본격화될지를 주목하고 있다.",1
"코인데스크에 따르면 그레이스케일은 이더리움 블록체인을 제외한 스마트 컨트랙트 기술에 투자하는 스마트 컨트랙트 플랫폼 엑스 이더리움 펀드(Smart Contract Platform ex Ethereum Fund)를 공개했다. 티커는 GSCPxE이며, CoinDesk Smart Contract Platform Select Ex ETH Index를 추종한다. 코인별 비중은 현재 에이다(24.6%), 솔라나(24.3%), 아발란체(17%), 폴카닷(16.2%), 폴리곤(9.7%), 알고랜드(4.3%), 스텔라(4.1%)다. 마이클 소넨샤인 그레이스케일 CEO는 성명에서 ""스마트 컨트랙트 기술은 디지털 경제 성장에 중요하지만 가장 활성화된 개발자 커뮤니티를 유치하고 유지하는 것부터 플랫폼을 빠르고 유연하게 확장 가능하도록 하는 것에 이르기까지 어떤 플랫폼이 승리할지 예단하기에는 아직 너무 이르다. GSCPxE의 장점은 투자자가 단 하나의 승자를 선택할 필요가 없다는 것""이라고 펀드 출시 배경을 설명했다.",0
"전세계 900명 이상의 사람들이 비트코인의 B를 문신으로 새겼다고 코인텔레그래프가 크립토헤드를 인용해 보도했다. 도지코인, 이더리움 타투도 증가세다. 인스타그램 해시태그, 구글 검색량을 분석한 결과 크립토 타투 검색은 222% 증가한 것으로 나타났다.",1
"중앙화 거래소(CEX)에 보관된 이더리움은 유통량의 11.3%에 불과하다고 핀볼드가 크립토랭크를 인용해 보도했다. 약 1355만 ETH만이 거래소에 보관된 것으로 알려졌다. 2018년 9월 이후 최저 수준이다. 599만 ETH(44.23%)가 코인베이스에, 239만 ETH(17.69%)는 바이낸스에 있다.",-1
