news,label
"미국 뉴욕 연방준비은행이 중앙은행 발행 디지털화폐(CBDC)를 적극적으로 연구 중인 것으로 확인됐다.  4일(현지시간) 글로벌 금융미디어 FX스트리트(FXstreet)에 따르면 뉴욕 연방준비은행(연준) 존 윌리엄스 총재는 최근 연설을 통해 ""뉴욕 연준이 CBDC를 적극 연구하고 있다. 이는 경쟁이 아니다""라면서 ""CBDC 발행 여부는 아직 결정되지 않았다""고 밝혔다. 그는 ""디지털 통화의 이점은 포용성이다. CBDC가 향후 은행 시스템과 어떻게 상호작용할지 이해해야 한다. CBDC는 여전히 초기 단계에 머무르고 있다”며 “연방준비은행은 자금세탁 문제를 고려해 디지털 통화가 범죄에 사용되지 않도록 해야 한다”고 강조했다.전날 미국 비영리 디지털 달러 프로젝트 측은 공식 채널을 통해 향후 12개월에 걸쳐 5개의 중앙은행 발행 디지털 화폐(CBDC) 관련 파일럿 프로그램을 진행할 예정이라 밝힌 바 있다. 로이터 통신에 따르면 디지털 달러 프로젝트는 전(前) 미국 상품선물거래위원회(CFTC) 위원장인 크리스토퍼 지안카를로(J. Christopher Giancarlo)가 주도하는 비영리 재단 '디지털달러재단'과 액센츄어가 파트너십을 통해 출범한 파트너십 프로젝트다. 이와 관련해 디지털 달러 프로젝트 측은 ""민간 부문 CBDC 파일럿 프로그램은 액센츄어 사로부터 자금 지원을 받게 될 예정이며, 그 외에도 금융사, 소매업체, NGO 등이 참여할 예정이다. 해당 프로그램을 통해 미국 정책 입안자들이 디지털 달러를 개발하는데 도움될 수 있는 데이터를 집계할 것""이라 설명했다.한편, 코인긱에 따르면 노르웨이 중앙은행은 최신 연구 보고서에서 CBDC와 관련해 사용할 수 있는 기술적 옵션 중 하나로 비트코인SV(BSV)를 언급했다. 노르웨이 중앙은행이 분산원장기술(DLT) 선호 솔루션으로 BSV를 검토했다는 설명이다. 해당 보고서는 ""많은 이들이 DLT 기술 솔루션을 주장해왔다. 이더리움이나 비트코인SV 등 오픈 블록체인에 DSP를 하나의 프로그램(스마트 컨트랙트)으로 추가할 수 있다는 의견과 오픈 블록체인의 프라이빗 버전 사용을 권고하는 의견 등이 나왔다""고 전했다. 다만 코인긱은 BSV 진영의 대표적인 암호화폐 미디어로 알려져있다. 코인긱 창립자는 BSV 주요 지지자로 유명한 캘빈 아이어(Calvin Ayre)다. ",0
"비트코인(Bitcoin, BTC)이 3주 전 64,500달러의 사상 최고가(ATH)를 기록한 이후 하향 조정세를 보이고 있다. 최고 암호화폐인 비트코인은 중국 신장지역 광산사고와 이에 따른 전력 중단 및 채굴 중단, 이더리움(Ethereum, ETH) 등 메이저 알트코인(비트코인 이외의 코인)의 매수세 집중 유입과 같은 주요 악재에 시달리며 전 세계적인 매도 압박을 받고 있다.코인마켓캡에 따르면 시가총액 1위 암호화폐 비트코인은 4일(한국시간) 오후 4시 40분 현재 약 56,142달러에 거래되고 있다. 24시간 전 대비 약 4.5% 가량 하락한 가격이다.비트코인 가격이 하향세를 보이면서 도미넌스(시총 비중)은 몇 달 전 약 65%에서 현재 46.3%까지 추락했다.반면 시총 2위 암호화폐인 이더리움(Ethereum, ETH)은 가격이 3천 달러를 넘는 고공행진을 보이면서 도미넌스도 17.2%까지 높아졌다.이에 암호화폐 전문매체 비인크립토는 암호화폐 트레이더 트레이딩탱크(@TradingTank)의 분석을 인용, ""비트코인 도미넌스 차트에 따르면 BTCD(bitcoin dominance rate, 비트코인 지배율)가 36%까지 떨어질 수 있다""고 예측했다.하지만 또 다른 암호화폐 전문매체 코인스피커는 ""비트코인 시장은 1조 달러가 넘는 시가총액으로 매우 견실하다. 지난 10년간 그래왔듯이 코인의 가격 상승 가능성을 믿는 사람들이 많아짐에 따라 개인 및 기관 투자 각도에서 신규 투자자의 잠재력은 높다""며, ""조만간 비트코인 가격이 새로운 수준으로 상승할 수 있을 것""으로 전망했다.",-1
"지난 2009년 공개된 비트코인은 불과 8년 만에 500만배 이상 급증했다. 비트코인의 지속적인 성장은 국내외 범죄자들이 빠르게 가상화폐 개념을 사용하여 다양한 MLM(Multi-Level Marketing) 사기를 조작할 수 있게 만들었다.실제로 라이선스가 없는 일부 비트코인 거래 플랫폼은 비트코인을 넣은 직후 사라지는 등 사용자 지갑의 비트코인을 훔치기도 한다. 그 이후에는 웹사이트가 더 이상 존재하지 않으며, 거래자는 자신의 권리를 보호할 방법이 없었다.암호화폐 시장에는 함정이 너무 많아 조심하지 않으면 위험에 빠지게 된다. 따라서 공식 거래 플랫폼을 선택하는 첫 번째 단계는 정식 라이선스가 있는지 여부를 확인하는 것이다. 정식 라이센스가 없으면 정부의 보호를 받지 못하므로 미등록 플랫폼에서의 거래는 위험하다.이에 지난 2018년 3월, 미국 재무부와 증권규제위원회는 미국에서 디지털 자산 관련 비즈니스에 종사하는 암호화폐 거래소 및 관리자들이 MSB(Money Services Business) 라이선스를 취득해야 한다고 강조했다. 즉, 미국에서 디지털 통화 관련 비즈니스를 수행하려면 MSB 라이센스가 있어야 한다.MSB는 미국 규제기관인 FinCEN(미국 재무부 산하 금융범죄집행기관)이 감독·발행하는 금융 라이선스이자 국제 암호화폐 거래기관의 표준 라이선스다. 주요 규제대상은 암호화폐 거래, 외환, 국제 송금 및 기타 비즈니스를 비롯한 통화 서비스와 관련된 비즈니스 및 회사들이다. 최근 설립된 거래소 벡스플러스(Bexplus)는 FinCEN 지도에 따라 MSB 라이선스를 공식 획득했으며, 이는 벡스플러스가 현재 미국 50개주 파생상품에 호환되는 암호화폐를 제공할 수 있음을 의미한다.실제로 코인베이스, 비트파이넥스, 파이오닉스 및 후오비와 같은 1차 플랫폼들은 모두 MSB 라이선스를 보유하고 있다. 따라서 벡스플러스의 글로벌 컴플라이언스가 더욱 향상됐다고 볼 수 있다.이와 관련해 벡스플러스 관계자는 ""앞으로 벡스플러스는 글로벌 컴플라이언스 작업을 계속 수행하고, 글로벌 감독을 수용하여 업계의 국제적 운영을 위한 벤치마크 플랫폼이 될 것이다. 글로벌 사용자에게보다 전문적이고 안전하며 컴플라이언스 한 암호화폐 거래 서비스를 제공 할 것""이라 밝혔다.한편, 벡스플러스는 비트코인(BTC), 이더리움(ETH), 이오스(EOS), 라이트코인(LTC) 및 리플(XRP) 선물 계약에서 100배 레버리지를 제공하는 선도적인 암호화폐 파생상품 플랫폼이다. 미국, 일본, 한국, 이란을 비롯한 전세계 벡스플러스 거래자들은 신원인증(KYC), 입금 수수료 없음, 연중무휴 고객 지원을 비롯한 가장 세심한 서비스를 받을 수 있다. 현재 벡스플러스는 10만명 이상의 신뢰를 받고 있다. ",1
"세계에서 가장 큰 암호화폐 거래소인 바이낸스(Binance)의 고유 암호화폐 바이낸스 코인(BNB)이 비트코인(Bitcoin, BTC)과 이더리움(Ethereum, ETH)에 이어 시가총액 1,000억 달러가 넘는 세 번째 암호화폐가 됐다.5월 4일(한국시간) 오후 2시 10분 현재 코인마켓캡에서 시가총액 3위 암호화폐 바이낸스 코인(BNB) 시세는 24시간 전 대비 9.77% 급등한 약 656달러에 거래되고 있다. BNB 가격은 장중 680달러의 사상 최고가를 경신했다.BNB의 1월 1일 가격은 약 38달러로, 올해만 1,700% 넘게 급등했다. 이로써 BNB는 시가총액은 약 1,000억 달러를 달성하며, 인기 암호화폐 리플(Ripple, XRP)을 크게 제치고 코인마켓캡 기준 시총 순위 3위 자리를 굳혀가고 있다.또, 글로벌 자산 데이터 플랫폼 애셋대시(AssetDash)에 따르면 현재 BNB는 시가총액 기준으로 전 세계 123위에 안착해 있다.한편 바이낸스코인 가격 전망과 관련해 암호화폐 전문매체 이더리움월드뉴스는 ""BNB 가격이 620~640달러 지지 영역을 확실히 넘어서면 며칠이 아니면 몇 주 안에 700달러를 돌파하는 길을 걸을 수 있을 것이다""고 진단했다.앞서 '칼레오(Kaleo)'라는 이름을 가진 업계 '톱' 암호화폐 트레이더는 트위터를 통해 ""유틸리티 토큰이며 시총 3위 암호화폐인 바이낸스 코인이 브레이크아웃(저항선 돌파)을 통해 800달러까지 상승할 수 있다""고 전망했다.",1
"이더리움(Ethereum, ETH)이 3,450달러까지 치솟으며 황소장을 연출하고 있는 가운데, 유니온스퀘어벤처스(Union Square Ventures, USV)의 공동 창업자이자 매니징 파트너인 프레드월슨(Fred Wilson)은 ""이번 이더(ETH) 상승은 네트워크의 수요 증가에 따른 것""이라고 진단했다. 그는 3일(현지시간) 블로그를 통해 ""지난 12년간 대부분의 암호화폐 블록체인은 거래, 보유, 투자를 중심으로 이뤄졌다. 이같은 행위들은 블록체인 네트워크 공급을 위한 자금 지원의 역할을 했다""며 ""하지만 현재 이더리움 등 일부 블록체인을 중심으로 이같은 상황이 획기적으로 변화하고 있다. 당신은 이더가 있어야만 이더리움 네트워크에서 무언가를 할 수 있게 됐다""고 설명했다.이어 그는 ""일례로 도메인을 사고나, P2P(개인 간) 금융을 이용하거나, 예술품을 사거나, 게임에 참여하는 게 대표적이다. 이더를 사는 사람은 더 많아지고, 수요가 커지면 커질수록, 이더리움의 가치는 높아질 수 밖에 없다""며 ""물론 현재를 또 다른 투기성 흐름으로도 볼 수 있지만, (개인적으로는) 수요를 기반으로 한 상승세라고 생각한다""고 덧붙였다.한편 4일(한국시간) 오후 2시 현재 코인마켓캡에서 '톱' 알트코인 이더리움(ETH) 가격은 약 3,335달러에 거래되고 있다. 이더 가격은 장중 3,350달러의 신고점을 경신했다.현재 이더리움의 시가총액은 약 3,860억 달러 규모이며, 글로벌 자산 데이터 플랫폼 애셋대시(AssetDash) 기준으로 세계 자산 순위 18위에 올라 있다. 또, 이날 세계 최대 암호화폐 옵션 마켓을 보유한 파생상품 거래소 데리빗에서 이더리움(ETH) 옵션 거래량이 사상 최초로 비트코인(BTC) 옵션 거래량을 추월했다. 이더(ETH) 옵션 거래량은 현재 14억 달러를 기록하고 있다. 2020년 기준 데리빗의 비트코인(BTC), 이더리움(ETH) 옵션 시장 점유율은 80% 이상을 추산된다.",1
"암호화폐(가상자산) 대표주자인 비트코인(Bitcoin, BTC)이 지난 24시간 동안 약세 흐름 속에 55,000달러선까지 가격이 후퇴했다.5월 4일(한국시간) 오전 10시 35분 현재 코인마켓캡에서 시가총액 1위 암호화폐 비트코인(BTC)은 24시간 전 대비 3.83% 하락하며 약 55,563달러에 거래되고 있다. 비트코인은 연방준비제도이사회(FRB)가 금리를 0에 가깝게 유지하고 경제에 자금을 계속 투입할 것이라는 소식에 힘입어 58,000달러선을 회복했지만 6만 달러 저항선을 넘지 못하면서 다시 하락세로 돌아섰다.특히 이더리움(Ethereum, ETH), 바이낸스코인(Binance coin, BNB), 도지코인(Dogecoin, DOGE) 등 주요 알트코인의 강세장에 비트코인으로 유입되던 매수세가 약화되며 좀처럼 반등 모멘텀을 확보하지 못하고 있는 모양새다.실제 비트코인의 도미넌스(시총 비중)은 현재 46.5%까지 급감한 상황이다. 반면 이더리움은 17.1%까지 급증했다.비트코인 가격 전망과 관련해, 암호화폐 전문매체 코인텔레그래프의 기고가인 애널리스트 라케쉬 우패드히에(Rakesh Upadhyay)는 ""비트코인이 20일 지수이동평균선(EMA·55,915달러선)과 58,000달러 이상의 가격을 유지할 수 있다면 매수자들은 가격을 61,825.84달러에서 64,849.27달러로 올리려고 할 것이다""며 ""하지만 BTC/USDT 페어 가격이 20일 EMA 아래로 떨어지면 매도자들에 의해 52,323.21달러, 심지어 50,460달러까지 조정받을 수 있다""고 진단했다.한편 미국 시카고상품거래소(CME)가 공식 채널을 통해 3일(현지시간) 마이크로 비트코인 선물 계약 상품 'Micro Bitcoin futures'(MBT)을 출시했다고 밝혔다. 마이크로 비트코인 선물은 한 계약 당 1/10 BTC 단위로 거래된다. 앞서 팀 맥코트 CME그룹 글로벌주식지수 겸 대체투자상품 부문 총괄은 지난 3월말 MBT 출시 계획을 공지하며 ""마이크로 비트코인 선물 도입은 광범위한 고객 층의 소규모 계약 수요에 대응하기 위한 차원에서 출시하는 상품으로, 개인 투자자 등 보다 다양한 시장 참여자들에게 투명하고 효율적인 거래를 제공할 것""이라고 말한 바 있다.",-1
"시가총액 기준 2위 암호화폐인 이더리움(Ethereum, ETH)의 상승 랠리가 식을 줄 모르고 있다.유럽투자은행이 1억 유로의 채권을 이더리움 네트워크를 이용해 발행할 계획인 것으로 알려진 후 강세장이 펼쳐지며 연일 신고가를 경신하고 있다.4일(한국시간) 오전 7시 15분 현재 코인마켓캡에서 '톱' 알트코인 이더리움(ETH) 가격은 24시간 전 대비 12.33% 급등, 약 3,340달러에 거래되고 있다. 이더 가격은 장중 3,345달러를 찍으며 신고점을 경신했다. 3,000달러를 돌파한지 불과 몇 시간도 채 안 돼 3,300달러선을 넘어섰다.이로써 이더리움의 시가총액은 약 3,800억 달러 규모까지 급증, 글로벌 자산 데이터 플랫폼 애셋대시(AssetDash) 기준으로 세계 자산 순위 18위에 올랐다. 현재 19위는 미국 최대 건강보험사 유나이티드헬스 그룹이며, 20위는 글로벌 신용카드사 마스터카드(Mastercard), 21위는 그래픽처리장치(GPU) 1위 기업 엔비디아(Nvidia)이다. 한편 이더리움이 3,000달러를 넘어선지 하루만에 3,300달러마저 돌파하면서 1주일 이내 5,000달러를 돌파할 것이란 전망도 나오고 있다.3일(현지시간) 미국의 경제전문매체인 CBS마켓워치에 따르면 암호화폐 업체인 드비어 그룹의 창업자인 니겔 그린은 해당 매체와의 인터뷰에서 “비트코인 가격이 너무 올라 최근 알트코인에 대한 수요가 폭발하고 있다. 그 최대 수혜주가 이더리움이 되고 있다”며 “1주일 이내에 5,000달러를 돌파할 것”이라고 말했다.그는 또 이메일로 보낸 코멘트에 ""최근 몇개월간 이더리움의 성장은 주요 기관투자자들의 관심 폭증과 국경 없는 디지털 화폐가 미래의 돈이라는 인식 확산으로 가속화됐다""며, “2021년은 이더리움을 위한 해라는 진짜 느낌이 있다. 이더리움의 시간이 왔다”고 적었다.앞서 뉴욕 월스트리트의 투자자문사인 펀드스트랫도 최신 보고서를 통해 ""암호화폐의 네러티브(서사)가 비트코인에서 이더리움을 기반으로 한 탈중앙금융(디파이, De-Fi)과 웹3.0 앱(디앱)으로 옮겨가고 있다. 지난해와 비교해 새로운 금융 응용 서비스들이 급증하면서 이더리움 네트워크의 규모가 지속적으로 확대되고 있다""며, ""올해 이더리움 가격이 1만 달러까지 상승할 것""으로 전망했다.",1
"글로벌 쇼핑 플랫폼인 바이알라딘은 ABBC 재단과의 협업을 통해 ‘100x100x100 ABBC 이벤트’를 실시한다. 이를 기점으로 사용자들은 ABBC를 사용해 바이알라딘 앱 내에서 쇼핑을 즐길 수 있게 된다.이벤트는 바이알라딘 앱이 사용자에게 ABBC 결제 서비스를 선보이고, 이를 기념하기 위해 마련됐다. 지난 업데이트에서 바이알라딘은 비트코인(BTC)·이더리움(ETH)을 이용한 결제 서비스를 제공한 바 있다. 이번 이벤트는 2021년 5월 3일부터 시작해 총 100일 동안 진행 예정이다. 바이알라딘팀 관계자에 따르면, 이벤트 응모시간은 한국시간으로 매일 오전 00시 부터 오후 23시 59분까지이며, 바이알라딘 앱에서 최소1 ABBC를 보유하고 있는 사용자만 이벤트에 참여할 수 있다. 당첨자 발표는 다음날 한국시간으로 오전 10시이며 매일 100명의 당첨자를 발표한다. 해당 이벤트 응모 시간은 매일 오전 10시부터 오후 4시까지다. 바이알라딘 앱에서 최소 1 ABBC 이상 보유한 사용자만이 이벤트에 참여할 수 있다. 당첨자 발표는 같은날 오후 5시에 발표한다. 이벤트 당첨자가 보유한 1 ABBC는 바이알라딘 앱 내에서 1 Event ABBC로 전환되며, 1 Event ABBC는 100달러의 가치를 갖는다. 당첨자는 Event ABBC로 바이알라딘 앱에 플러그인 된 한국 쇼핑몰(쿠팡, 11번가, 옥션 등)에서 상품을 결제할 수 있다. 이번 ‘100x100x100 ABBC Event’에 참여하고 싶은 응모자는 구글 플레이 스토어 또는 iOS앱 스토어에서 바이알라딘 앱을 다운로드 받아 이벤트에 대한 자세한 가이드를 확인할 수 있다.이와 관련해 바이알라딘 팀 관계자는 “사용자들이 100x100x100 ABBC 이벤트를 통해 바이알라딘이 제공하는 새로운 쇼핑경험을 최대한 즐기기를 희망한다""고 전했다. 이어 ""바이알라딘 팀은 앱 론칭 이후로 사용자들에게 최상의 서비스를 제공하기 위해 노력하고 있으며, 이번 이벤트는 그 노력의 일환이자 시작에 불과하다""면서 ""앞으로도 사용자에게 더욱 다양하고 새로운 이벤트 및 서비스로 보답하겠다""는 포부를 밝혔다. 한편, 바이알라딘 팀은 ‘100x100x100 ABBC Event’ 외에도 미국상품 구매 및 AI 서비스를 언급했다. 바이알라딘 팀은 ""사용자에게 새롭고 다양한 서비스를 제공하기 위해 미국상품 구매 및 AI 서비스를 사용자에게 제공하기 위해 노력하고 있다""면서 ""이를 통해 바이알라딘 팀은 글로벌 통합 쇼핑 플랫폼으로서 도달할 다음 이정표를 제시하며 끊임없는 도전을 이어나가고 있다""고 밝혔다.",1
"세계에서 가장 인기 있는 스마트 계약 플랫폼인 이더리움(Ethereum, ETH) 블록체인의 공동 창업자인 비탈릭 부테린(Vitalik Buterin)이 가장 젊은 자수성가한 암호화폐 억만장자로 공식 등극했다.3일(현지시간) 암호화폐 전문 미디어 코인텔레그래프에 따르면 시가총액 기준 2위 암호화폐인 이더리움이 3천 달러를 돌파하며 27세의 비탈릭 부테린이 보유한 암호화폐 자산 규모가 10억 달러를 넘어섰다.해당 미디어는 ""지난 2018년 비탈릭 부테린이 본인 소유의 지갑이라고 밝힌 공개 주소의 잔액은 현재 약 10억 2,900만 달러(333,500 ETH)를 기록하고 있다 ""고 설명했다.한편 3일(한국시간) 오후 9시 55분 현재 코인마켓캡에서 '톱' 알트코인 이더리움(ETH)은 약 3,142달러에 거래되고 있다. 이더 가격은 장중 한때 3,200달러까지 치솟으며 사상 최고가를 재차 경신했다.이더리움의 시가총액은 약 3,616억 달러 규모까지 급증, 글로벌 자산 데이터 플랫폼 애셋대시(AssetDash) 기준으로 세계 자산 순위 21위에 올랐다. 이는 뱅크오브아메리카(24위), 월트디즈니컴퍼니(25위), 페이팔(27위) 등 보다 높은 순위다.",1
"* 본 컨텐츠는 음성으로 기사를 들으실 수 있습니다.5월 3일, 오늘은 디지털 유로화 테스트를 진행 중인 '이더리움'을 알아보도록 해요.지난달 27일 유럽투자은행(EIB)이 발행한 1억달러 규모의 디지털 채권은 사실상 디지털 유로화의 시험대였던 것으로 밝혀졌습니다.",0
