news,label
"저스틴 선 트론(TRX) 설립자가 WETH 디페깅 현상과 관련 트윗을 링크하며 ""이 문제와 관련해 개인적으로 싱가포르 기반 벤처캐피털 블록체인 파운더 펀드(Blockchain Founders Fund, 이하 BFF), 비탈릭 부테린 이더리움 창시자와 논의했다. 우리는 해당 펀드를 회복시키기 위해 더 래핑 이더리움 재단(The Wrapped Ethereum Foundation·WEF)에 20억 달러를 투자할 계획이다""고 설명했다.",1
"상위 100개 이더리움 고래 지갑이 지난 24시간 동안 가장 많이 구매한 토큰은 다음과 같다. 스테이블코인은 제외.1. ETH $340,1572. ASTETH $15,0713. STETH $15,0684. CBETH $9,856코인니스는 웨일스탯(Whalestats)과 협업해 거래소 및 프로젝트 지갑을 제외한 상위 100개 이더리움 지갑을 추적하고 있다.",1
"시가총액 1위 암호화폐 비트코인(BTC)은 지난 며칠간 16,000달러대 횡보세를 이어가고 있다. 비트코인은 대형 거래소 FTX 파산 사태와 이후 후폭풍에도 16,000달러선을 계속 유지하고 있다. 미국 연방준비제도(Fed·연준)의 금리인상 속도 조절 기대감도 긍정적 영향을 미치고 있는 모습이다.비트코인은 28일(한국시간) 오전 10시 28분 현재 코인마켓캡 기준 16,256달러에 거래되고 있다. 이는 24시간 전 대비 1.39% 하락한 수치다. 비트코인은 지난 24시간 동안 최저 16,294.91달러, 최고 16,594.41달러 사이에서 거래됐다. 현재 비트코인의 시가총액은 3,122억 달러이고, 도미넌스(시총 점유율)는 37.9% 수준이다.이날 블록체인 분석 업체 인투더블록 데이터에 따르면 11월 1~10 BTC 보유 주소수가 급격히 증가하면서 현재 약 80만 개를 기록 중이다. 이에 대해 인투더블록은 ""약세장을 이용한 비트코인 매수가 늘어나고 있다는 의미""라고 해석했다.한편 암호화폐 거물인 마이크 노보그라츠 갤럭시 디지털 최고경영자(CEO)가 최근 CNBC 인터뷰에서 ""암호화폐 시장에 신뢰의 위기가 닥쳤지만 비트코인(BTC), 이더리움(ETH)은 사라지지는 않을 것""이라고 내다봤다.그는 ""우리는 아직 위기를 벗어나지 못했다. 많은 사람들이 쓰리애로우캐피털(3ac), FTX 등에 노출돼 있었다. 업계가 회복되기까지 수주는 걸릴 것이다. 하지만 비트코인은 사라지지 않을 것이다. 이미 1억5천만명이 비트코인에 투자했다. 따라서 비트코인이 세상에서 사라지는 일은 없을 것이며 이는 이더리움 등 기타 블록체인도 마찬가지다. 다만, 회복 속도가 느릴 것""이라고 전망했다.",2
"비트코인닷컴이 이더리움(ETH) 블록 익스플로러 이더스캔 데이터를 인용해 FTT 보유량 기준 고래 2명이 FTT 총 공급량의 73% 이상을 차지하고 있다고 보도했다. 미디어는 ""27일 기준 FTT 보유 월렛은 24,874개이며 가장 많은 보유량을 가진 월렛은 1.9억 FTT를 보유하고 있는 것으로 집계됐다. 이는 전체 공급량의 59.5%에 해당한다. 그 다음으로는 FTX 해커 주소(FTX Accounts Drainer)로 4585만 FTT를 보유하고 있다""고 설명했다.",1
"마이크 노보그라츠 갤럭시 디지털 CEO가 최근 CNBC 인터뷰에서 ""암호화폐 시장에 신뢰의 위기가 닥쳤지만 BTC, ETH가 사라지지는 않을 것""이라고 내다봤다. 그는 ""우리는 아직 위기를 벗어나지 못했다. 많은 사람들이 3ac, FTX 등에 노출돼 있었다. 업계가 회복되기까지 수 주는 걸릴 것이다. 하지만 비트코인은 사라지지 않을 것이다. 이미 1.5억명이 비트코인에 투자했다. 따라서 비트코인이 세상에서 사라지는 일은 없을 것이며 이는 이더리움 등 기타 블록체인도 마찬가지다. 다만, 회복 속도가 느릴 것""이라고 전망했다.",2
"미국 유명 암호화폐 트레이더 피터 브랜트(Peter Brandt)가 27일(현지시간) 자신의 트위터를 통해 라이트코인(Litecoin, LTC)이 하락추세에서 상승추세로 전환을 보여주는 '이중 바닥 패턴'(double-bottom pattern)을 보이며 11월 동안 이더리움(ETH) 페어 기준으로 65% 상승하는 엄청난 성과를 거뒀다고 진단했다. 이날 암호화폐 전문매체 유투데이는 ""'디지털 은'으로도 불리는 라이트코인은 11월 대부분의 기간 동안 일반 시장 추세에서 잠시 분리되어 우수한 성과를 보였다. 현재 한 달 동안 40.47% 상승했다""고 전했다.온체인 분석 회사인 샌티멘트(Santiment)는 LTC 가격이 지난 5월 22일 이후 1,000개 이상의 라이트코인을 보유하고 있는 지갑의 상당한 증가와 일치한다고 보고했다.라이트코인 재단(Litecoin Foundation)과 라이트코인 공식 트위터에 따르면 다음 라이트코인 반감기는 향후 250일 내에 발생할 것으로 추정된다.유투데이에 따르면 라이트코인은 비트코인(BTC)과 마찬가지로 8,400만 토큰의 고정 공급량을 보유하고 있으며 네트워크 보안을 위해 채굴이 필요한 작업 증명(PoW) 알고리즘을 사용한다. 다시 말해 라이트코인도 비트코인처럼 반감기를 통해 채굴자에게 수여되는 보상이 반감된다.현재 블록생성 보상은 12.5 LTC이지만 내년 8월로 예상되는 반감기 이후에는 6.25 LTC로 조정된다. 이러한 추세는 2124년까지 계속될 것으로 예상된다.한편 시가총액 1위 암호화폐 비트코인에서 하드포크된 라이트코인은 28일(한국시간) 오전 6시 44분 현재 코인마켓캡 기준 75.67달러에 거래되고 있다. 라이트코인은 지난 7일간 22.24% 올랐다.현재 LTC의 시가총액은 약 52억 달러의 솔라나(SOL)와 시바이누(SHIB)에 앞서 있다.ATH코인인덱스에 따르면 LTC의 사상최고가는 410.26달러이다.",2
"암호화폐 사업가들이 자체 코인을 홍보하기 위해 8억 원짜리 일론 머스크 동상을 제작했으나 머스크는 아무 반응을 보이지 않고 있다고 27일(현지시간) 월스트리트저널(WSJ)이 보도했다.WSJ에 따르면 암호화폐 '일론 GOAT'를 만든 사업가 애슐리 샘설런과 앨릭 울버트 등 15명은 26일 미국 텍사스주 테슬라 본사 앞에 대형 머스크 동상을 전시했다.이들은 머스크가 '역대 최고의 인물'(Greatest Of All Time·GOAT)이라고 생각해 코인 이름을 '일론 GOAT'라고 명명했고, 이 코인의 마케팅을 위해 60만 달러(8억 원)를 들여 5.4t 무게의 머스크 동상을 제작했다.일론 GOAT 코인 명칭을 형상화한 이 동상은 머스크 얼굴을 한 염소(Goat)가 로켓 위에 올라탄 형태로 만들어졌다.이들은 머스크가 이 동상을 선물로 받아주기를 원한다면서 머스크가 동상에 대해 트윗을 할 경우 자신들이 만든 코인에 정당성을 부여하게 될 것이라고 주장했다.하지만, 머스크는 현재까지 이 동상과 관련해 어떤 말도 하지 않고 있다며 코인 사업가들이 머스크의 관심을 끄는 데 실패했다고 WSJ은 전했다.머스크는 그동안 비트코인, 이더리움, 도지코인을 보유하고 있다는 사실을 여러 차례 밝혔지만, 이 3가지 종류의 가상화폐 외에 다른 코인을 공개적으로 언급한 사례는 없다.",1
"국내 암호화폐 투자자 다수는 이번 주(11월 28일~12월 4일) 비트코인 가격이 대체로 약세를 보일 것으로 전망했다. 또 오리지널 밈 암호화폐 도지코인에 대한 관심은 여전했다. 코인니스와 크라토스가 공동 진행하고 있는 주간 국내 투자자 시장 동향 정기 설문조사에 따르면 응답자의 67.7%가 이번 주 비트코인 가격이 횡보 또는 하락할 것으로 전망했다. 이는 지난주 대비 약 7% 상승한 수치다. 상승할 것으로 예상한 비율은 22.4%로 약 4% 하락했다. 이더리움 가격에 대해서는 29.9%가 하락, 36.6%가 횡보, 23.7%가 상승할 것으로 예상했다. 시장에 대한 투자심리를 묻는 질문에는 45.6% 이상이 '공포' 또는 '극단적 공포'라고 응답했다. '낙관;이라고 답한 비중은 11.8%에 불과했다. 비트코인, 이더리움, 리플을 제외한 다음주 매수 예정 암호화폐에서 대해서는 가장 많은 6.8%가 도지코인이라 답했다. 트론, 클레이튼, 솔라나, 메타디움, 폴리곤이 그 뒤를 이었다. 매도 예정 암호화폐는 도지코인, 트론, 솔라나, 클레이튼, 폴리곤, 이더리움 클래식 순으로 나타났다. 한편 이번 약세장 사이클이 얼마나 오래갈 것으로 전망하는 지에 대한 질문에는 31.4%가 3개월 이내라고 답했다. '6개월 이내'와 '6~12개월'이라고 답한 비중은 각각 29.0%, 25.3%다.이번 조사 응답자 수는 2000명으로 11월 22일~11월 24일간 진행됐다. 표본오차는±3.0%, 신뢰도는 95%다. 조사기관은 주식회사 파로스랩스(크라토스)다.",2
"코인니스와 크라토스가 공동 진행하고 있는 주간 국내 투자자 시장 동향 정기 설문조사에 따르면 응답자의 67.7%가 다음주 비트코인 가격이 횡보 또는 하락할 것으로 전망했다. 이는 지난주 대비 약 7% 상승한 수치다. 상승할 것으로 예상한 비율은 22.4%로 약 4% 하락했다. 이더리움 가격에 대해서는 29.9%가 하락, 36.6%가 횡보, 23.7%가 상승할 것으로 예상했다. 시장에 대한 심리를 묻는 질문에는 45.6% 이상이 공포 또는 극단적 공포라고 응답했다. 낙관이라고 답한 비중은 11.8%다. 비트코인, 이더리움, 리플을 제외한 다음주 매수 예정 암호화폐에서 대해서는 가장 많은 6.8%가 도지코인이라 답했다. 트론, 클레이튼, 솔라나, 메타디움, 폴리곤이 그 뒤를 이었다. 매도 예정 암호화폐는 도지코인, 트론, 솔라나, 클레이튼, 폴리곤, 이더리움 클래식 순으로 나타났다. 한편 이번 약세장 사이클이 얼마나 오래갈 것으로 전망하는 지에 대한 질문에는 31.4%가 3개월 이내라고 답했다. '6개월 이내'와 '6~12개월'이라고 답한 비중은 각각 29.0%, 25.3%다.이번 조사 응답자 수는 2000명으로 11월 22일~11월 24일간 진행됐다. 표본오차는±3.0%, 신뢰도는 95%다. 조사기관은 주식회사 파로스랩스(크라토스)다.",2
"암호화폐 전문매체 코인데스크에 따르면 벨기에 금융서비스시장청은 비트코인(BTC), 이더리움(ETH)처럼 발행자가 없는 암호화폐는 증권이 아니라고 밝혔다. 당국은 암호화폐 규제에 관한 질문이 증가하고 있으며 디지털 자산이 증권으로 분류될 수 있는 경우 등 규제 회색지대를 없애기를 희망한다고 설명했다. 또 자산이 블록체인 기반인지 아니면 더 전통적인 것을 기반으로 하는지에 따라 금융 상품 또는 증권으로 분류해서는 안 된다고 덧붙였다.※코툰(코인 웹툰)은 코인리더스의 암호화폐 만평이다. 만평 화가는 김진호이다. 김 화백은 20여년 간 인천일보 충청일보 영남일보 경남매일 등에서 시사만평을 그려 왔으며 시사만평을 2000년 초기부터 완전 디지털 방식으로 작업해 파일화 해온 경력이 눈에 띈다. 현재는 파이낸셜투데이 등 다수 인터넷 매체에 만평을 공급하고 있으며 mbn, 채널A에 삽화작가로 활동 중이다.",1
