news,label
"아서 헤이즈 비트멕스 공동 창업자가 FTX 이슈에 대해 ""암호화폐라는 자유시장이 자체적으로 최적화되고 있으며, 비트코인과 이더리움 네트워크 기반의 산업은 이번 이슈의 영향을 받지 않는다""고 밝혔다. 앞서 아서 헤이즈는 ""나는 내년 시장에 대해 낙관적이지만, FTX와 알라메다에 돈을 빌려 준 대가로 어떤 암호화폐 업체가 파산할지 모두들 궁금해 하고있기 때문에, 시장은 곧 바닥을 칠 것이라고 생각한다""고 전한 바 있다.",1
"뉴스1에 따르면 업비트 등 국내 5대 가상자산 거래소가 10일 위믹스(WEMIX)에 대한 투자유의종목 지정기간을 연장한 가운데, 위메이드가 '코코아파이낸스' 차입금 전액을 상환할 것으로 보인다. 유통량 차이가 발생한 데는 탈중앙화금융(디파이) 서비스 '코코아파이낸스'에서 위믹스를 담보로 코코아파이낸스 토큰인 KSD를 대출한 영향이 컸다. 이에 위메이드는 현재 차입금을 상환하며 유의종목 해제를 위해 안간힘을 쓰고 있다. 오후 5시 현재 이더리움 블록체인 탐색기 '이더스캔'에는 위믹스 재단 지갑 주소에서 약 977만USDC가 빠져나가려는 정황이 포착됐다. 이를 KSD로 전환, 남은 차입금인 약 936만KSD를 상환하기 위한 절차로 보인다.",2
"상위 100개 이더리움 고래 지갑이 지난 24시간 동안 가장 많이 구매한 토큰은 다음과 같다. 스테이블코인은 제외.1. ETH $696,6982. WBTC $134,3453. AWBTC $60,7654. AWETH $29,0405. APE $21,253코인니스는 웨일스탯(Whalestats)과 협업해 거래소 및 프로젝트 지갑을 제외한 상위 100개 이더리움 지갑을 추적하고 있다.https://coinness.live/news/",1
"글로벌 암호화폐 거래소 FTX의 유동성 위기와 구원투수로 나섰던 세계 최대 코인 거래소 바이낸스의 FTX 인수 포기에 암호화폐 시장이 이틀째 폭락하고 있다. 글로벌 암호화폐 시황중계사이트 코인마켓캡에 따르면 시가총액 기준 전 세계 최대 규모인 비트코인은 10일(한국시간) 오전 10시 39분 현재 24시간 전과 비교해 12.14% 급락한 16,242달러를 기록했다. 비트코인은 장중 15,682.69달러까지 떨어지면서 2020년 11월 이후 2년 만에 최저치를 기록했다. 시총 2위 이더리움도 장중 1,100달러선이 무너졌다. 현재는 1,142달러에 거래 중이다. 특히 FTX가 주로 거래를 지원해온 암호화폐 솔라나(SOL)는 24시간 전 대비 41.27% 폭락하며 2021년 3월 이후 최저치로 떨어졌다. 한편 전체 암호화폐 시가총액은 24시간 동안 11.35% 급감한 약 8,107억을 기록 중이다. BTC, ETH 도미넌스(시총 점유율)는 각각 38.4%, 17.2% 수준이다.",1
"10일 코스피가 전날 미국 뉴욕 증시 주가와 암호화폐 가격의 급락 영향으로 하락 출발해 2,410대로 내려갔다.이날 오전 9시 26분 현재 코스피는 전날보다 9.08포인트(0.37%) 내린 2,415.33을 나타냈다.지수는 전장보다 18.64포인트(0.77%) 내린 2,405.77에 개장해 하락 폭을 줄였다.유가증권시장에서 외국인이 166억 원어치, 개인이 181억 원어치를 순매도하고 있다. 기관은 404억 원어치를 순매수하며 지수를 방어하고 있다.서울 외환시장에서 원/달러 환율은 전장보다 5.7원 오른 1,370.5원에 개장했다.9일(현지시간) 미국 뉴욕증시는 중간선거 결과가 불확실한 가운데 가상화폐 시장 불안감이 확산하며 급락했다.다우존스30산업평균지수(-1.95%)와 스탠더드앤드푸어스(S&P)500지수(-2.08%), 기술주 중심의 나스닥 지수(-2.48%)가 일제히 하락했다.공화당의 승리가 유력했던 11·8 중간선거는 하루가 지난 이날까지도 아직 불분명한 상황이 이어져 투자자들에게 불안감을 준 것으로 보인다.글로벌 암호화폐 거래소 FTX의 유동성 위기에 따른 주요 코인 폭락 사태도 기술주를 중심으로 증시에 악영향을 미쳤다.세계 최대의 암호화폐 거래소 바이낸스가 FTX를 인수하겠다고 밝혔다가 하루 만에 이를 뒤집으면서 코인 가격의 급락을 초래했다.이날 오전 8시 10분 국내 암호화폐 거래소 빗썸에서 1비트코인 가격은 2천284만원으로 24시간 전 대비 14.5% 하락했다.이더리움은 빗썸에서 16.2% 급락한 160만원에 가격이 형성됐다.한지영 키움증권 연구원은 ""오늘 국내 증시는 미국 중간선거 불확실성에 따른 주요 업종의 주가 조정, 이날 발표되는 10월 미국 소비자물가지수(CPI) 경계심리에 영향을 받으면서 약세 흐름을 보일 것""이라며 ""암호화폐 급락도 전반적인 시장의 위험선호 심리에 제약을 가할 것""이라고 예상했다.같은 시간 코스닥지수는 전장보다 5.03포인트(0.70%) 내린 709.57이다.지수는 전날보다 6.11포인트(0.86%) 내린 708.49에 개장했다.코스닥시장에서는 기관이 168억원, 외국인이 151억원 각각 매도 우위다. 개인은 342억 원어치를 순매수하고 있다.10일 오전 원/달러 환율이 강보합세다.이날 서울 외환시장에서 오전 9시 20분 현재 달러화 대비 원화 환율은 전날 종가 대비 0.7원 오른 1,365.5원이다.환율은 전날 종가보다 5.7원 오른 1,370.5원에 출발해 개장 상승 폭을 반납하고 강보합권에서 오르내리고 있다.환율은 이번 주 들어 3거래일 연속 두 자릿수대 내림세를 기록하며 전날까지 50원 넘게 급락한 뒤 숨 고르기에 들어선 양상이다.",2
"세계 최대의 암호화폐 거래소 바이낸스가 9일(현지시간) 유동성 위기에 봉착한 경쟁업체 FTX를 인수하지 않기로 하면서 코인 시장이 이틀째 대폭락했다.FTX 사태가 이날 가상자산 시장의 최대 블랙홀로 부상하면서 투자자들의 공포감을 키웠고 비트코인은 물론이고 주요 암호화폐 가격이 도미노처럼 무너졌다.비트코인은 바이낸스가 FTX를 인수하지 않기로 했다는 소식이 전해진 뒤 1만6천 달러 선마저 무너지면서 2020년 11월 이후 2년 만에 최저치를 기록했다.글로벌 암호화폐 정보 사이트 코인마켓캡에 따르면 시가총액 1위인 비트코인은 미국 서부 시간 기준 오후 2시 45분 현재 24시간 전과 비교해 13.77% 하락한 1만5천980달러를 기록했다. 비트코인은 전날에도 10% 넘게 폭락했다.시총 2위 이더리움도 15% 가까이 급락해 1천200달러가 무너졌다.유동성 위기의 진원지 FTX가 발행하는 코인 FTT는 전날 80% 폭락한 데 이어 이날도 40% 넘게 추락했다. FTX가 거래를 지원해온 솔라나도 43% 폭락했다.바이낸스 대변인은 이날 성명을 내고 인수 계약 진행 중단을 발표했다. FTX와 투자의향서(LOI)에 합의한 뒤 불과 하루 만에 발을 빼버린 것이다.바이낸스는 FTX에 대한 기업 실사 결과, 미국 증권거래위원회(SEC) 등 규제 당국이 FTX의 고객 자금 관리에 대한 조사에 착수했다는 보도 내용 등을 참고해 인수를 중단하기로 했다고 설명했다.블룸버그통신에 따르면 바이낸스는 FTX 부채에서 자산을 뺀 규모를 최대 60억 달러(8조2천억여 원)로 추정한 것으로 알려졌다.앞서 바이낸스는 전날 코인 시장 패닉 확산을 막기 위해 FTX와 투자의향서를 체결했으나 FTX를 인수할 경우 유동성 위기가 전염될 수 있다는 점을 우려한 것으로 보인다.관계 회사의 재정 부실 우려 때문에 유동성 경색에 봉착한 FTX는 마지막 희망을 걸었던 바이낸스가 등을 돌림에 따라 파산설에 다시 휩싸일 것으로 예상된다.월스트리트저널(WSJ)에 따르면 FTX는 고객들이 자금 인출을 요구하는 '뱅크런'에 직면하면서 최대 80억달러(약 11조원) 유동성 부족에 처했고 긴급 자금을 수혈해줄 곳을 찾고 있다.앞서 FTX에서는 최근 72시간 동안 무려 60억 달러(8조2천억여 원)의 자금이 빠져나갔고, 비트코인 인출 규모는 나흘 동안 4억3천만달러(5천800억여 원)어치에 달했다.바이낸스는 성명에서 ""처음에는 FTX 고객에게 유동성을 공급할 수 있을 것으로 희망했지만, 이제 (유동성) 문제는 우리가 통제하거나 도울 수 있는 능력 범위를 벗어났다""고 말했다.바이낸스가 FTX 인수를 철회하자 시장에서는 공포감이 확산했다.파생금융상품 업체 마렉스솔루션의 디지털자산 책임자 일란 솔랏은 ""시장은 이제 완전한 공포 상황에 놓였다""며 암호화폐의 추가 연쇄 매도 가능성을 우려했다.암호화폐 전문 뉴스레터를 발간하는 노엘 애치슨은 ""비트코인이 다른 코인보다 더 큰 하락세를 보이고 있다""며 ""암호화폐 산업 전반의 신뢰에 타격이 가해지고 있다는 신호""라고 분석했다.전문가들 사이에선 FTX 사태가 더 악화하면 지난 5월 코인 시장 붕괴를 초래한 테라·루나 사태의 재현이 될 수 있다는 진단도 나왔다.당시 권도형 대표의 테라폼랩스가 발행한 테라USD와 루나는 거래 알고리즘에 문제가 생기면서 가격이 동반 폭락하는 '죽음의 소용돌이' 현상으로 휴짓조각이 됐다.이 사태는 이후 싱가포르의 암호화폐 헤지펀드 스리애로즈캐피털과 미국의 코인 대부업체 보이저 디지털과 셀시어스의 연쇄 도산으로 이어졌다.무디스의 디파이(DeFi·탈중앙화 금융) 및 디지털자산 매니저 페이비언 애스틱은 ""암호화폐 시장 플레이어들이 뉴스와 루머에 더 빠르게 반응하고 있다""며 ""전통적인 금융시장보다 훨씬 더 빨리 유동성 위기가 조성되고 있다""고 진단했다.",0
"세계 최대의 암호화폐 거래소 바이낸스가 9일(현지시간) 유동성 위기에 봉착한 경쟁업체 FTX를 인수하지 않겠다고 선언하면서 비트코인이 1만6천달러 아래로 떨어지는 등 암호화폐 시장이 폭락장을 연출하고 있다. 특히 FTX가 주로 거래를 지원해온 암호화폐 솔라나(SOL)가 2021년 3월 이후 최저치로 떨어지며 시장의 패닉셀(공포에 의한 매도)을 주도하고 있다.  '이더리움(Ethereum) 킬러' 솔라나(Solana)의 고유 토큰 SOL은 11월 10일(한국시간) 오전 7시 39분 현재 코인마켓캡 기준으로 13.36달러를 기록 중이다. 이는 24시간 전 대비 43.78% 폭락한 가격이다. SOL은 지난 24시간 동안 최고 24.60달러에서 최저 12.51달러까지 추락했다. 시총은 약 48억 달러까지 급감하며 시총 14위로 밀렸다.암호화폐 전문매체 비인크립토는 ""SOL 고래가 청산에 직면하고 네트워크가 악화됨에 따라 솔라나 가격이 폭락하고 있다""며 ""SOL 가격은 2021년 3월 이후 최저치로 떨어졌다""고 전했다. 이어 ""SOL 가격은 현재 2021년 11월 사상 최고가인 260달러에서 95% 하락했다. 또한 암호화폐 상위 10위권에서 멀어졌다""고 덧붙였다.솔라나 랩스 최고운영책임자(COO) 라이 고칼(Raj Gokal)은 이날 자신의 트위터를 통해 솔라나가 시련의 순간을 보내고 있다고 말했다. 그는 최근 사태에 대해 언급하며 ""FTX와 밀접하게 연관돼 있는 솔라나는 시련의 순간을 보내고 있다. 바이낸스는 암호화폐 업계에 관심을 갖고 있는 것 같지만 그들이 해야 할 일이 많다. 나는 바이낸스가 FTX와 좋은 거래를 이뤄내길 바란다""고 말했다. 하지만 그의 기대와 달리 바이낸스는 FTX를 인수하겠다는 초기 제안을 철회했다.한편 유력 암호화폐 미디어 우블록체인은 이날 트위터를 통해 ""솔라나 공동 창업자는 미국 법인인 솔라나랩스가 FTX에 보유 자산이 없다고 말했다""고 전했다. 그럼에도 시장은 알라메다리서치가 솔라나 생태계에서 SOL 및 기타 토큰을 대량 매도할 수 있다는 점을 여전히 우려하고 있다고 우블록체인은 지적했다.",0
"글로벌 암호화폐 거래소 FTX의 유동성 위기와 바이낸스의 FTX 인수 불발에 암호화폐 시장에 이틀째 대폭락을 맞고 있다.FTX 사태가 9일(현지시간) 암호화폐 시장의 최대 블랙홀로 자리 잡으면서 비트코인은 물론이고 다른 암호화폐들도 일제히 급락했다.비트코인 가격은 이날 1만6천 달러 선이 무너지면서 2020년 11월 이후 2년 만에 최저치를 기록했다.암호화폐 정보 사이트 코인마켓캡에 따르면 시가총액 기준 전 세계 최대 규모인 비트코인은 10일(한국시간) 오전 7시 현재 24시간 전과 비교해 15.26% 하락한 15,802달러를 기록했다. 비트코인은 전날에도 10% 넘게 폭락했다.시총 2위 이더리움도 16.86% 급락해 1천200달러가 무너졌다. 현재 1,108달러에 거래 중이다.유동성 위기의 진원지 FTX가 발행하는 코인 FTT는 전날 80% 폭락한 데 이어 이날도 50% 넘게 추락했다. FTX가 거래를 지원해온 솔라나는 46.29% 빠졌다.앞서 관계회사의 재정 부실 우려 때문에 유동성 위기에 봉착한 FTX에서는 최근 72시간 동안 무려 60억 달러의 고객 자금이 빠져나가는 '뱅크런' 현상이 발생했다.구원투수로 나섰던 세계 최대의 암호화폐 거래소 바이낸스는 9일(현지시간) 유동성 위기에 봉착한 경쟁업체 FTX를 인수하지 않겠다고 선언했다.바이낸스의 인수 번복은 FTX와 투자의향서(LOI)에 합의한 뒤 불과 하루 만에 나왔다.바이낸스 대변인은 이날 성명을 내고 인수 계약 진행 중단을 발표했다.바이낸스는 FTX에 대한 기업 실사 결과, 미국 규제 당국이 FTX의 고객 자금 관리에 대한 조사에 착수했다는 보도 내용 등을 참고해 인수를 중단하기로 했다고 설명했다.블룸버그통신에 따르면 바이낸스는 FTX 부채에서 자산을 밴 규모를 최대 60억 달러로 추정한 것으로 알려졌다.FTX를 인수할 경우 바이낸스까지 유동성 위기가 번질 수 있다는 점이 인수 번복에 영향을 미친 것으로 풀이된다.전문가들 사이에선 FTX 사태가 더 악화하면 지난 5월 코인 시장 붕괴를 초래한 테라·루나 사태의 재현이 될 수 있다는 진단도 나왔다.당시 권도형 대표의 테라폼랩스가 발행한 테라USD와 루나는 거래 알고리즘에 문제가 생기면서 가격이 동반 폭락하는 '죽음의 소용돌이' 현상으로 휴짓조각이 됐다.이 사태는 이후 싱가포르의 가상화폐 헤지펀드 스리애로즈캐피털과 미국의 코인 대부업체 보이저 디지털과 셀시어스의 연쇄 도산으로 이어졌다.무디스의 디파이(DeFi·탈중앙화 금융) 및 디지털자산 매니저 페이비언 애스틱은 ""암호화폐 시장 플레이어들이 뉴스와 루머에 더 빠르게 반응하고 있다""며 ""전통적인 금융시장보다 훨씬 더 빨리 유동성 위기가 조성되고 있다""고 진단했다.",0
"듄 애널리틱스 데이터에 따르면 NFT 마켓플레이스 오픈씨의 솔라나 기반 NFT 일일 거래량이 8일(현지시간) 이후 약 4,900 SOL 수준에서 약 1,000 SOL으로 감소했다. 솔라나 기반 NFT 마켓플레이스 매직에덴(Magic Eden)의 경우 SOL 거래량이 153,000 SOL 수준에서 84,000 SOL로 감소했다. 뿐만 아니라 오픈씨의 이더리움 기반 NFT 일일 거래량도 지난 24시간 기준 약 6,000 ETH 수준에서 3,900 ETH으로 감소했다. 이와 관련해 코인데스크는 ""최근 암호화폐 업계에서 발생한 일련의 사건으로 인해 NFT 시장이 고통을 겪고 있다""고 평가했다.",0
"우블록체인에 따르면 크립토닷컴이 이용자들에게 ""최근 업계에서 발생한 사태로 인해 솔라나 기반 USDC, USDT 입출금을 일시 중단했다""고 공지했다. 이더리움, 크로노스 기반 입출금은 정상 지원한다.",1
