news,label,date
"3일(현지시간) 암호화폐 전문매체 유투데이에 따르면, 금융 평론가 피터 시프(Peter Schiff)가 트럼프 행정부의 '암호화폐 전략 비축(Crypto Strategic Reserve)' 중 XRP의 포함을 강력히 비판했다. 그는 ""비트코인은 디지털 금(Gold) 개념이 있어 이해하지만, XRP는 도대체 왜 필요한가?""라며 회의적인 입장을 보였다.유투데이는 시프의 발언에 대해 비트코인 지지자들조차 동조하는 분위기라고 분석했다. 특히, 온체인 분석가 제임스 체크(James Check)는 '이건 당신이 남긴 최고의 트윗이다. 비트코인 진영에 온 걸 환영한다'며 시프를 지지했다. 이는 시프가 평소 비트코인을 강하게 비판해왔던 점을 고려하면 이례적인 반응이라는 평가다.반면, 카르다노(Cardano, ADA) 창립자 찰스 호스킨슨(Charles Hoskinson)은 XRP를 적극 옹호했다. 그는 ""XRP는 10년 이상 살아남았고, 업계에서 가장 강력한 커뮤니티 중 하나를 보유하고 있다""며, 기술적 강점도 높이 평가했다. 과거 XRP 지지자들과 갈등을 빚었던 호스킨슨이 이번에는 방어적 입장을 취했다는 점에서 주목된다.유투데이는 트럼프 행정부의 전략 비축이 비트코인(BTC), 이더리움(ETH), 솔라나(SOL), 카르다노(ADA), XRP를 포함한다고 공식 발표한 이후, 해당 암호화폐들의 가격이 급등했다고 보도했다. 특히 XRP는 30% 이상 상승하며, 시장의 긍정적인 반응을 이끌어냈다.전문가들은 이번 논란이 향후 암호화폐 전략 비축의 방향성에 영향을 줄 가능성이 있다고 분석했다. XRP의 활용성과 필요성에 대한 논쟁이 지속되는 가운데, 트럼프 행정부가 최종적으로 어떤 결정을 내릴지 시장의 관심이 집중되고 있다.",1,2025.03.16
"3일(현지시간) 암호화폐 전문매체 뉴스BTC에 따르면, 카르다노(ADA) 가격이 60% 이상 급등하며 1.15달러 저항을 테스트 중이다. 이는 트럼프 전 대통령의 '암호화폐 전략 비축(Crypto Strategic Reserve)' 발표 이후 급등한 시장 분위기 속에서 이루어진 상승으로, 비트코인(BTC)과 이더리움(ETH)을 압도하는 상승률을 기록했다.뉴스BTC는 ADA가 0.58달러 지지선에서 반등해 0.70달러와 0.90달러 저항선을 연이어 돌파했다고 보도했다. 현재 ADA는 1.00달러 및 100시간 단순이동평균선(SMA) 위에서 거래되고 있으며, 단기적으로 1.15달러 저항 돌파 여부가 추가 상승을 결정할 핵심 요소라고 분석했다.기술적 분석에 따르면, ADA는 1.10달러와 1.1450달러에서 저항을 받을 가능성이 크며, 1.15달러 돌파 시 1.22달러~1.25달러 구간까지 상승할 가능성이 있다고 전망했다. 반면, 조정이 발생할 경우 1.04달러, 1.00달러, 0.90달러가 주요 지지선 역할을 할 것으로 보인다.뉴스BTC는 MACD(이동평균 수렴·확산) 지표가 강세 흐름을 유지하고 있으며, RSI(상대강도지수)가 50 이상을 기록하며 상승 여력이 남아 있음을 시사한다고 분석했다. 다만, 1.15달러 저항선에서 매도 압력이 증가할 가능성이 있어, 단기 변동성에 유의해야 한다는 조언이 나온다.전문가들은 ADA가 강력한 상승 모멘텀을 이어갈 경우 1.25달러를 향한 추가 상승이 가능하지만, 1.00달러 지지선이 붕괴될 경우 0.90달러까지 조정될 가능성도 열려 있다고 경고했다. 시장은 ADA가 1.15달러를 돌파하며 강세장을 지속할지, 아니면 차익 실현 매물이 출회될지 주목하고 있다.",1,2025.03.16
"3일(현지시간) 암호화폐 전문매체 크립토뉴스에 따르면, 브라이언 암스트롱(Brian Armstrong) 코인베이스(Coinbase) CEO가 트럼프 행정부의 '암호화폐 전략 비축(Crypto Strategic Reserve)'에 대해 비트코인(BTC) 단독 보유가 최선의 선택이라고 주장했다. 암스트롱은 비트코인을 디지털 금(Gold)으로 간주하는 방식이 시장 개입을 최소화하고, 안정성·투명성·단순성을 확보할 것이라고 강조했다.크립토뉴스는 암스트롱이 비트코인 단독 비축 외에도 '시장 시가총액 기준 분배' 방식도 제안했다고 전했다. 이 방식은 비트코인, 이더리움(ETH), 솔라나(SOL) 등의 시가총액 비율에 따라 비축 자산을 배분하는 방식으로, 특정 코인을 우대하지 않는다는 장점이 있다. 그러나 암스트롱은 ""비트코인 단독 보유가 현실적이며, 정부의 시장 개입을 최소화하는 방법""이라고 주장했다.크립토뉴스는 트럼프 전 대통령이 3월 2일 BTC, ETH, SOL, 카르다노(ADA), XRP의 전략 비축을 발표한 이후, 시장이 8% 상승하는 등 투자자들의 기대감이 커지고 있다고 분석했다. 그러나 비트멕스(BitMEX) 공동 창업자 아서 헤이즈(Arthur Hayes) 등 일부 전문가들은 '정치적 수사'에 불과하다며 회의적인 반응을 보였다. 헤이즈는 의회의 승인 없이 대규모 암호화폐 매입이 어렵고, 금 보유량 조정 없이 자금을 확보할 방법이 없다고 지적했다.크립토뉴스는 오는 3월 7일 열리는 '백악관 암호화폐 정상회담(White House Crypto Summit)'에서 전략 비축의 구체적인 방향이 결정될 것으로 보인다고 보도했다. 암스트롱의 주장처럼 비트코인 단독 비축이 현실화될지, 아니면 다양한 자산을 포함하는 형태가 될지에 대한 논의가 본격적으로 이루어질 전망이다.암호화폐 시장은 미국 정부의 결정이 글로벌 디지털 자산 규제의 새로운 기준이 될 가능성이 높은 만큼, 정책 변화를 면밀히 주시해야 한다는 분석을 내놓고 있다.",0,2025.03.16
"3일(현지시간) 암호화폐 전문매체 크립토브리핑에 따르면, 데이비드 색스(David Sacks), 트럼프 행정부의 AI·암호화폐 정책 책임자가 취임 전 모든 암호화폐 자산을 매도한 것으로 확인됐다. 색스는 비트코인(BTC), 이더리움(ETH), 솔라나(SOL) 등 개인 보유 자산을 전량 처분했으며, 공직 수행을 위한 결정이라고 밝혔다.크립토브리핑은 색스가 트럼프 행정부의 '암호화폐 전략 비축(Crypto Strategic Reserve)' 계획을 총괄하는 주요 인물이며, 오는 3월 7일 백악관 '암호화폐 정상회담(White House Crypto Summit)'을 주도할 예정이라고 보도했다. 이번 정상회담에는 주요 암호화폐 업계 리더들이 초청되며, 미국이 글로벌 암호화폐 선도국으로 자리 잡기 위한 규제 로드맵이 논의될 예정이다.색스는 과거 비트코인의 장기적 가치에 대해 강한 신뢰를 보여온 투자자로 알려져 있다. 그는 “비트코인은 정부가 아닌 수학과 암호화 기술이 보증하는 통화”라며, 페이팔(PayPal)의 '디지털 화폐' 개념과 유사한 혁신을 제공할 것이라고 평가했다.크립토브리핑은 색스의 벤처캐피털인 크래프트 벤처스(Craft Ventures)가 여전히 암호화폐 스타트업에 대한 투자를 유지하고 있지만, 색스 개인과 법인은 암호화폐 직접 보유에서 철수한 상태라고 전했다.전문가들은 색스의 암호화폐 매도가 규제적 투명성을 유지하기 위한 조치로 보이지만, 시장에는 다소 부정적인 신호로 작용할 가능성도 있다고 분석했다. 특히 솔라나(SOL) 투자로 10억 달러 이상의 수익을 기록했던 색스가 해당 자산을 매각한 것은 '정책 변화에 따른 시장 리스크'를 반영한 것일 수 있다는 해석도 나온다.오는 3월 7일 백악관 암호화폐 정상회담에서 트럼프 행정부의 구체적인 정책 방향이 공개될 예정인 만큼, 색스의 행보가 향후 암호화폐 규제 환경에 어떤 영향을 미칠지 시장의 관심이 집중되고 있다.",-1,2025.03.16
"3일(현지시간) 암호화폐 전문매체 뉴스BTC에 따르면, XRP 가격이 30% 급등하며 3달러 저항선을 테스트 중이다. 이는 최근 시장 강세와 함께 비트코인(BTC), 이더리움(ETH)의 반등에 따른 영향으로 분석된다.뉴스BTC는 XRP가 2.00달러 지지선에서 강한 반등을 보이며 2.20달러, 2.50달러를 연이어 돌파했다고 보도했다. 가격은 한때 3.00달러까지 상승한 후 조정 구간에 진입했으며, 현재 2.75달러 및 100시간 단순이동평균선(SMA) 위에서 안정적인 흐름을 유지하고 있다. 기술적 분석에 따르면, 2.40달러 선에서 강한 상승 추세선이 형성되며, 3.00달러 돌파 여부가 향후 흐름을 결정할 것으로 보인다.뉴스BTC는 XRP의 주요 저항선이 2.90달러, 3.00달러, 3.20달러에 위치해 있으며, 3.20달러를 돌파할 경우 3.35달러~3.50달러까지 추가 상승이 가능할 것으로 예상했다. 반면, 조정이 발생할 경우 2.75달러, 2.62달러, 2.50달러가 핵심 지지선 역할을 할 것이라고 분석했다.시장 전문가들은 MACD(이동평균 수렴·확산) 지표가 여전히 강세를 유지하고 있지만, RSI(상대강도지수)가 과매수 구간에 근접하고 있어 단기 조정 가능성도 열어둬야 한다고 경고했다. 특히, 3.00달러 저항선을 확실히 돌파하지 못할 경우 단기 차익 실현 매물이 출회될 가능성이 높다고 전망했다.뉴스BTC는 XRP가 최근 강력한 상승 모멘텀을 보이고 있지만, 변동성이 높은 만큼 신중한 접근이 필요하다고 조언했다. 만약 3.00달러를 돌파한다면, XRP의 상승세는 더욱 강해질 수 있으며, 반대로 2.50달러 지지선이 무너질 경우 추가 하락 가능성도 배제할 수 없다는 분석이다.트럼프 대통령은 2일 자신이 설립한 사회관계망서비스(SNS)인 '트루스소셜'에 올린 글에서 ""미국의 가상자산 비축(U.S. Crypto Reserve)이, 바이든 행정부의 수년간에 걸친 부패한 공격 이후 위기에 빠진 이 산업을 상승시킬 것""이라고 말했다. 이어 ""내가 디지털자산에 관한 행정명령을 통해 실무그룹에 가상자산 전략 비축을 추진하도록 지시한 이유""라며 가상자산 전략 비축에는 ""엑스알피(XRP), 솔라나(SOL) 그리고 카르다노(ADA)""가 포함될 것이라고 전했다. 또 ""나는 미국을 전 세계 가상자산의 수도로 만들 것임을 분명히 한다""면서 ""우리는 미국을 다시 위대하게 만들고 있다""고 덧붙였다.트럼프 대통령은 뒤이어 올린 글에서 ""분명히 비트코인(BTC)과 이더리움(ETH)이 다른 가치 있는 가상자산들처럼 비축의 중심에 있을 것""이라며 ""나는 또한 BTC와 ETH를 사랑한다""고 했다.",1,2025.03.16
"3일(현지시간) 암호화폐 전문매체 코인텔레그래프에 따르면, 한 거물 트레이더(crypto whale)가 도널드 트럼프 전 미국 대통령의 '암호화폐 전략 비축(Crypto Strategic Reserve)' 발표 직전에 비트코인(BTC)과 이더리움(ETH)에 대규모 롱 포지션을 걸어 680만 달러 이상의 수익을 거둔 것으로 나타났다.코인텔레그래프는 이 트레이더가 3월 1일 탈중앙화 파생상품 거래소 하이퍼리퀴드(Hyperliquid)에 USD코인(USDC) 590만 달러를 입금하고, 50배(50x) 레버리지 롱 포지션을 통해 2억 달러 규모의 비트코인과 이더리움 계약을 체결했다고 보도했다. 이더리움 롱 포지션은 트럼프의 발표 35분 전인 3월 2일 오후 2시 49분(UTC)에 개설되었으며, 발표 직후 16분 만에 일부 포지션이 청산되었다.이 트레이더의 비트코인 롱 포지션은 3월 1일 오후 10시 44분(UTC)에 체결되었으며, 당시 비트코인 가격은 약 86,033달러였다. 이후 가격이 급등하면서 다수의 포지션이 87,512~91,399달러 구간에서 정리되었으며, 트럼프 발표 전에도 일부 청산이 이루어진 것으로 분석됐다.코인텔레그래프는 이처럼 정확한 타이밍에 맞춰 거액의 레버리지 포지션이 설정된 점을 근거로 '내부자 거래(Insider Trading)' 의혹이 제기되고 있다고 보도했다. 암호화폐 전문가 '칼 문(Carl Moon)'은 ""이것은 내가 본 것 중 가장 노골적인 내부자 거래 사례일 수도 있다""며 ""불법 냄새가 난다""고 강력히 비판했다.코인텔레그래프는 트럼프가 처음 발표한 암호화폐 전략 비축 명단에는 XRP, 솔라나(SOL), 카르다노(ADA)만 포함되었으며, 비트코인과 이더리움은 발표 후 약 두 시간 뒤에 추가되었다고 설명했다. 이에 따라, 해당 트레이더가 사전에 발표 내용을 일부 알고 있었던 것인지, 혹은 단순한 우연이었는지 논란이 커지고 있다.트럼프는 오는 3월 7일 '백악관 암호화폐 서밋(White House Crypto Summit)'을 개최할 예정이며, 디지털 자산 워킹그룹과 함께 규제 정책 및 스테이블코인 감독 문제 등을 논의할 계획이다. 시장은 이번 정상회담이 암호화폐 규제 완화 신호로 이어질지, 추가 변동성을 유발할지 예의주시하고 있다.",-1,2025.03.16
"3일(현지시간) 투자 전문매체 더모틀리풀에 따르면, 미국 증권거래위원회(SEC)가 대대적인 인력 구조 조정을 진행할 예정이며, 이에 따라 암호화폐 시장의 규제 환경이 급변할 가능성이 커지고 있다. 특히, SEC 지역 사무소의 국장들이 대거 해임될 가능성이 제기되면서 규제 기관의 대응력이 약화될 수 있다는 분석이 나온다.더모틀리풀은 이러한 변화가 비트코인(BTC), 이더리움(ETH), 솔라나(SOL) 등의 주요 암호화폐에 상반된 영향을 미칠 수 있다고 설명했다. 비트코인은 이미 금융 시스템과 깊이 통합되어 있어 큰 영향을 받지 않을 가능성이 크지만, 이더리움과 솔라나는 이전부터 사기 및 불법 활동에 더 취약한 환경으로 지목되어 왔다. 따라서 규제 공백이 발생하면 일부 투자자들에게는 새로운 기회가 될 수 있지만, 동시에 사기와 해킹 위험이 커질 가능성도 배제할 수 없다는 것이다.더모틀리풀은 SEC가 암호화폐에 대한 '강경 규제'에서 '명확한 가이드라인 제공'으로 기조를 바꾸고 있다고 분석했다. 이에 따라 SEC의 암호화폐 집행 전담 부서가 해체되고 규모가 더 작은 조직으로 재편될 예정인데, 이는 단기적으로 규제 강도가 약화되는 신호로 해석될 수 있다. 그러나 동시에 정치적 임명자들이 SEC의 규제 방향에 직접 영향을 미칠 가능성도 커지면서 장기적인 불확실성이 더욱 확대될 것이라는 우려도 나온다.더모틀리풀은 SEC의 조직 개편으로 인해 규제 집행력이 약화되면, 투자자 보호가 더욱 어려워질 수 있다고 경고했다. 2023년 SEC가 암호화폐 시장에서 진행한 집행 조치는 총 46건에 불과했으며, 수십억 달러 규모의 대형 사기 사건만을 집중적으로 단속해왔다. 이에 따라 개인 투자자들은 여전히 사기 및 해킹 피해에 대한 보호 장치가 부족한 상황이며, 이러한 구조는 앞으로도 쉽게 바뀌지 않을 것이라는 전망이 나온다.전문가들은 현재 SEC의 규제 완화가 암호화폐 시장에 호재인지, 악재인지 판단하기 어렵다고 평가했다. 규제가 약해지면 시장이 보다 자유롭게 성장할 수 있는 기회가 될 수 있지만, 반대로 규제 공백으로 인해 대규모 사기 사건이 발생할 경우 신뢰도가 다시 추락할 가능성도 있다. 특히, 최근 한 암호화폐 거래소에서 14억 달러 규모의 해킹 사고가 발생한 점을 고려하면, 이러한 위험 요소를 무시할 수 없다는 지적이 나온다.",-1,2025.03.16
"3일(현지시간) 투자 전문매체 더모틀리풀에 따르면, 도널드 트럼프 전 미국 대통령이 ""암호화폐 전략 비축(Crypto Strategic Reserve)""을 추진하겠다고 밝히면서 암호화폐 시장이 폭등했다. 이에 따라 카르다노(ADA)는 60% 급등했고, XRP는 32% 치솟았으며, 솔라나(SOL)도 23% 상승했다. 트럼프 전 대통령은 비트코인(BTC)과 이더리움(ETH) 또한 비축 대상에 포함될 것이라고 언급해 시장의 기대감을 더욱 키웠다.더모틀리풀은 정부가 기존에 법 집행 과정에서 압수한 암호화폐를 비축하는 방식이 유력하다고 분석했다. 현재 미국 정부는 대량의 비트코인(BTC)을 보유하고 있으며, 이를 활용할 가능성이 크다는 것이다. 그러나, 의회의 승인이 필요할 수 있어 실제 시행 가능성은 불투명하다고 전문가들은 지적하고 있다.시장에서는 이번 발표가 향후 암호화폐 정책의 전환점을 의미할 수 있다고 해석했다. 더모틀리풀은 최근 암호화폐 시장이 급락했던 주요 원인 중 하나가 미국 경제의 둔화 신호와 GDP 성장률 하락 전망이었다고 설명했다. 그러나 이번 발표로 인해 투자 심리가 단기적으로 급반등한 것으로 보인다.한편, 더모틀리풀은 이번 상승세가 지속될지 여부에 대해 신중한 입장을 보였다. 전문가들은 ""암호화폐 전략 비축이 실제로 실행되지 않으면, 이번 급등은 단기적인 투기적 반등에 불과할 수 있다""고 경고했다. 또한, 암호화폐 시장의 변동성이 워낙 크기 때문에 향후 정책적 반발이나 의회에서의 법적 논란이 시장을 다시 흔들 가능성도 존재한다.전문가들은 ""비트코인과 주요 알트코인의 장기적인 가치가 입증되려면, 단순한 정치적 이슈가 아니라 제도적 기반과 기관 투자자의 지속적 유입이 필요하다""고 강조했다. 더모틀리풀은 최근 증권거래위원회(SEC)가 여러 암호화폐 기업에 대한 규제 완화를 시사한 점이 긍정적인 흐름을 형성할 수 있다고 분석했다. 그러나, 실제로 암호화폐 전략 비축이 실행될 가능성은 여전히 낮아, 이번 급등이 단기적 조정으로 이어질 가능성도 배제할 수 없다고 전망했다.",1,2025.03.16
"이더리움 재단 공동이사 토마시 스타츠착(Tomasz Stańczak)이 X를 통해 “암호화폐 전략준비금 내러티브가 시작되고 있는 지금이 이더리움 생태계의 저력을 보여줄 절호의 기회”라고 밝혔다. 그는 “이더리움은 대규모 디파이, 기관 커스터디 솔루션, 기관 스테이킹, 스테이블코인, 기관 월렛 등 많은 분야에 영향을 미치고 있다. 지금이 이더리움 생태계의 성숙도, 보안성 등을 보여줄 기회”라고 강조했다.",1,2025.03.16
"3일(현지시간) 암호화폐 전문매체 디크립트에 따르면, 도널드 트럼프 미국 대통령이 미국 정부가 비트코인(BTC), 이더리움(ETH), 엑스알피(XRP), 솔라나(SOL), 카르다노(ADA) 등을 포함한 ‘전략적 암호화폐 준비금(US Crypto Reserve)’을 구축할 것이라고 발표했다.디크립트는 트럼프 대통령이 초기에 BTC를 언급하지 않아 혼란이 있었으나, 이후 “당연히 비트코인과 이더리움도 준비금의 핵심이 될 것”이라며 정정했다고 보도했다. 트럼프는 “나는 비트코인과 이더리움을 사랑한다!”고 덧붙이며, 미국이 “세계 암호화폐 수도가 될 것”이라는 강한 의지를 드러냈다.디크립트에 따르면, 이 발표 직후 XRP는 30%, SOL은 20% 오른 158달러, ADA는 65% 급등했다. 비트코인은 10% 넘게 상승하며 95,000달러를 돌파했다.디크립트는 트럼프 대통령이 2024년 대선 캠페인에서 전략적 비트코인 준비금을 만들겠다고 약속했으며, 이번 발표가 해당 공약을 실현하는 과정의 일부라고 평가했다. 그는 당시 “미국 정부가 보유하거나 앞으로 확보할 모든 비트코인을 100% 유지할 것”이라며 강한 친암호화폐 정책을 내세웠다.디크립트에 따르면, 트럼프 행정부 출범 이후 SEC(미국 증권거래위원회)의 암호화폐 규제 태도가 완화되는 모습을 보이고 있다. SEC는 최근 코인베이스(Coinbase), 오픈씨(OpenSea), 로빈후드(Robinhood) 등 주요 암호화폐 기업에 대한 법적 조치를 철회했다.디크립트는 결국 트럼프의 이번 발표가 미국의 암호화폐 시장 정책에 대한 대대적인 전환을 의미하며, 향후 규제 완화 및 제도적 수용이 더욱 가속화될 가능성이 높다고 평가했다.한편 비트멕스 공동 설립자 아서 헤이즈는 미국의 암호화폐 전략준비금 비축 발표와 관련해 “새로운 것은 없이 그저 말 뿐이다. 정부가 의회에서 예산을 확보하거나 금 가격을 재평가할 때까지는 지켜봐야 한다. 현재 정부는 비트코인이나 쓰레기코인(shit coins)을 살 자금이 없다”고 밝혔다.또 코인베이스 CEO 브라이언 암스트롱은 X를 통해 “개인적인으로는 미국 전략준비금을 비트코인으로만 구성하는 것이 가장 최선이라고 생각한다. 금의 뒤를 잇는 가장 좋은 자산이다. 차선책은 특정 자산에 편중되지 않도록 암호화폐 시가총액 가중 인덱스를 개발해 활용하는 방법”이라고 밝혔다.",1,2025.03.16
