news,label,date
"이더리움(ETH) 레이어2 확장성 네트워크 OP메인넷(구 옵티미즘) 개발사 OP랩스(OP Labs)가 X(구 트위터)를 통해 ""OP메인넷을 포함한 슈퍼체인 메인넷에서 OP 세폴리아 테스트넷의 캐니언(Canyon) 업그레이드가 완료됐다. 주요 변경사항에는 세폴리아 업그레이드와 최신 EVM Op코드 PUSH0 호환성이 포함된다""고 밝혔다.",0,2024.02.02
"미국 증권거래위원회(SEC)가 이더리움(ETH) 현물 ETF를 승인할 가능성은 50% 이하라는 의견이 나왔다. 더블록에 따르면 JP모건 소속 애널리스트 니콜라오스 파니기르초글로(Nikolaos Panigirtzoglou)는 ""SEC가 5월(승인 마감일) 이더리움 현물 ETF를 승인하려면, 이더리움을 증권이 아닌 비트코인(BTC)과 유사한 상품으로 분류해야 한다. 그러나 그 가능성이 50% 이하다. SEC는 비트코인을 제외한 다른 모든 암호화폐를 증권으로 간주하고 있다""고 분석했다.",-1,2024.02.02
"월터블룸버그가 X를 통해 ""시카고옵션거래소(CBOE)가 비트코인과 이더리움에 대한 마진 선물 거래를 시작했다""고 발표했다. 앞서 CBOE 글로벌 마켓은 산하 CBOE 디지털이 비트코인 및 이더리움의 마진 거래, 선물 계약을 포함한 암호화폐 레버리지 파생상품 제공에 대한 상품선물거래위원회(CFTC)의 승인을 받았으며, 1월 미국 최초 단일 플랫폼에서 가상자산 현물과 레버리지 파생 상품 거래를 모두 제공할 계획이라고 밝힌 바 있다.",1,2024.02.02
"암호화폐 애널리스트이자 트레이더인 알리 마르티네즈(Ali Martinez)는 이더리움(ETH)의 라이벌인 솔라나(SOL)의 강세를 전망했다.12일(현지시간) 암호화폐 전문매체 데일리호들에 따르면 마르티네즈는 소셜 미디어 플랫폼 X(구 트위터)에서 40,300명의 팔로워에게 SOL 코인이 현재 가치에서 65% 이상 상승할 수 있는 강세 패턴을 보일 수 있다고 분석했다.그는 ""솔라나는 기술적으로 상승 추세 패턴인 불플래그(Bull Flag) 패턴을 보이고 있다. 106달러 이상으로 종가가 지속되면 47% 랠리가 촉발되어 SOL이 150~165달러로 상승할 수 있다""고 예측했다.시가총액 5위 암호화폐 솔라나(SOL)는 한국시간 1일 12일 오후 11시 현재 코인마켓캡 기준 98.14달러에 거래되고 있다. 이는 24시간 전 보다 7.11% 하락한 가격이다. 하지만 솔라나는 현재 4개월 전보다 450% 넘게 오른 가격에 거래되고 있다.",1,2024.02.02
"블록체인 전문 보안 업체 써틱 얼럿이 X를 통해 ""디파이 프로토콜 레이디언트캐피털(RDNT)을 공격한 해커가 470.3 ETH(약 $120만)를 토네이도캐시에 추가로 입금했다. 자금은 5개의 지갑으로 이체된 후 이더리움으로 브릿지됐다""고 전했다.",-1,2024.02.02
"워처구루에 따르면 래리 핑크 블랙록 CEO가 ""우리는 이더리움 현물 ETF에 대해 긍정적으로 평가한다. 이더리움 ETF 보유는 가치 있을 것""이라고 언급했다. 이어 ""나는 암호화폐를 화폐가 아닌 자산으로 보고 있다""고 덧붙였다. 지난해 11월 블랙록은 미 증권거래위원회(SEC)에 이더리움 현물 ETF 'ISHARES ETHEREUM TRUST'에 대한 증권신고서(S-1)를 제출한 바 있다.",1,2024.02.02
"블록체인 인프라 기술 제공사 바이코노미(BICO)가 ""BICO 스테이커들도 이더리움 기반 탈중앙화 스토리지 프로젝트 아카나 네트워크(Arcana Network)의 XAR 에어드랍을 받을 수 있게 됐다""고 전했다.",1,2024.02.02
"zk 롤업 기반 이더리움 레이어2 네트워크 스타크넷(STRK)이 X를 통해 ""최근 X, 디스코드, 텔레그램에서 스타크넷을 사칭, 에어드랍한다는 가짜 루머를 퍼트리고 있다. 이러한 계정은 모두 가짜""라며 투자자 주의를 당부했다.",0,2024.02.02
"스팟온체인이 X를 통해 ""전 ENS 운영 디렉터 브란틀리 밀건(Brantly Millegan) 추정 주소가 23시간에서 16시간 전 코인베이스에 198,769 ENS(457만 달러 상당)를 입금했다. 해당 주소는 타임락 계약으로 46.5만 ENS(1,000만 달러 상당)를 보유 중""이라고 전했다. ENS는 지난 3일 비탈릭 부테린 이더리움(ETH) 창시자가 ""ENS는 (레이어2 생태계에서) 상당히 중요한 역할을 맡고 있으며, 그만큼 저렴해야 한다""고 언급한 뒤 상승세를 보이고 있다. 앞서 온체인 애널리스트 @ai_9684xtpa도 ""ENS 프로젝트 팀 또는 투자자가 ENS를 매도하고 있는 정황이 포착됐다""고 전한 바 있다. 코인마켓캡 기준 ENS는 10.98% 오른 21.63 달러에 거래되고 있다.",0,2024.02.02
"코인텔레그래프에 따르면 비탈릭 부테린 이더리움(ETH) 설립자가 10일(현지시간) 네트워크 처리량 향상을 위한 가스 한도 상향을 제안한 가운데 ETH 개발자를 중심으로 우려의 목소리가 나오고 있다고 전했다. 이와 관련해 ETH 개발자 마리우스 반 데르 위덴(Marius van der Wijden)은 개인 블로그를 통해 ""한도를 늘리면 스마트 컨트랙트 데이터를 포함하는 블록체인 용량이 급증할 수 있다.현재 블록체인 용량은 주간 기준 약 267GB 수준으로, 한도 상향시 이 용량이 가파르게 증가할 것이다. 물론 스토리지 가격이 저렴한 덕분에 데이터 용량이 커지는 것 잔체는 큰 문제가 아닐 수 있다. 하지만 데이터 접근과 수정 모두 어려워진다는 부작용을 간과할 수 없다""고 강조했다. 또 노시스 CEO 마틴 쾨펠만(Martin Köppelmann)은 ""한도를 상향하면 데이터 동기화 시간은 더 느려지고 대역폭(bandwidth)도 커질 것이다. 특히 도스(DoS, 서비스 거부) 가능성도 덩달아 커진다""고 설명했다. 아울러 또 다른 개발자 미카 졸투(Micah Zoltu)는 ""이더리움의 목표 중 하나는 평범한 컴퓨터에서도 노드를 실행할 수 있도록 하는 것이다. 가스 한도를 늘리면 전체 블록체인 용량이 커지면서 이같은 목표는 더 멀어질 수밖에 없다""고 말했다.",-1,2024.02.02
"2024년 들어 이더리움(Ethereum, ETH) 라이벌 중 하나인 카르다노(Cardano, ADA) 강세론이 우세해지기 시작해졌다.블록체인 전문 미디어 뉴스BTC는 코인셰어즈(CoinShares) 데이터를 인용, 2024년 1월 첫째 주 카르다노에 총 1억 5,100만 달러가 유입된 소식을 전했다.물론, 비트코인(Bitcoin, BTC)과 이더리움(Ethereum, ETH)의 자산 유입량이 더 많지만, 카르다노는 일주일 사이에 다른 알트코인 대비 자산 유입량이 두드러지게 증가했다는 점에 주목할 만하다.뉴스BTC는 지난해 강세와 함께 투자자의 주목을 받던 솔라나(Solana, SOL) 관심도가 카르다노로 분산되기 시작했다고 진단했다. 솔라나는 2023년 4분기 주간 자산 유입량 기준 비트코인, 이더리움을 제쳤으나 이번 주 들어 순유입량이 530만 달러로 급격히 줄어들었다.암호화폐 전문 매체 유투데이는 카르다노가 주요 지점인 0.6달러를 넘어서며, 잠재적인 강세 단계에 접어들었다고 분석했다.현재 카르다노가 직면한 첫 번째 저항선은 매도 압박이 집중된 지점인 0.58달러이다. 만약, 0.58달러 저항도 완벽히 저항한다면, 0.6달러를 다음 저항선으로 시험할 것으로 기대된다. 0.6달러 저항 돌파 시 투기 심리 강세 전환이 본격적으로 시작되어 강세 가능성에 무게가 실릴 것으로 보인다.지지선은 0.55달러에 형성됐다. 해당 지점은 카르다노 가격 반등 기반 역할을 하기도 했다.하지만 매체는 카르다노의 강세 심리를 더한 26일 지수이동평균선(EMA)에 주목했다. 26일 EMA와 0.55달러 지지선 교차는 긍정적인 가격 모멘텀 예고이자 매수 세력이 매도 세력보다 우위를 점했음을 나타낸다.한편, 유투데이는 “현재 카르다노 생태계와 관련된 주요 소식 발표가 없다는 점에서 최근 카르다노의 성과는 생태계 자체 개발보다는 비트코인(Bitcoin, BTC) 현물 상장지수펀드(ETF) 승인 소식의 영향이 더 크다”라는 견해를 전했다.",1,2024.02.02
"코인텔레그래프에 따르면 이더리움(ETH) 개발자 존 라이징(John Rising)이 ""ETH 계정 추상화(ERC-4337)의 새로운 버전인 v0.7.0은 다음주 보안업체 오픈제플린(OpenZeppelin) 감사를 앞두고 있으며, 업데이트 이후 레이어2 네트워크에서 처리해야 하는 데이터 양이 줄어 가스 수수료가 저감될 것""이라고 전했다. 계정 추상화 업데이트는 2021년 9월 첫 제안이 나온 뒤 9개월째 개발이 진행 중이며, 구현이 완료되면 수수료 저감과 함께 무서명 거래·다중서명 지갑·지갑 복구 등이 가능해질 수 있다, 존 라이징은 ""2월 말 이드덴버(ETH Denver·세계 최대 이더리움 해커톤 행사)에서 업데이트 날짜가 최종 결정될 것""이라고 덧붙였다.",1,2024.02.02
"온체인 애널리스트 @ai_9684xtpa가 X를 통해 ""비탈릭 부테린 이더리움(ETH) 창시자 추정 주소는 18시간 전 150만 USDC를 자선단체 칸로(Kanro) 추정 주소로 이체했다""고 전했다. 이어 ""칸로는 지난 3개월 동안 6,693만 USDC를 모금했으며, 이 자금은 멀티시그(다중서명) 주소(0xf20으로 시작)를 통해 코인베이스, 제미니, 비트고로 입금됐다""고 덧붙였다.",0,2024.02.02
"이더리움 레이어2 확장성 네트워크 옵티미즘(OP)이 X를 통해 비영리 및 오픈소스 소프트웨어 프로젝트 후원을 위한 3,000만 OP(1.15억 달러 상당) 규모 RetroPGF(Retroactive Public Goods Funding) 3라운드 결과를 발표했다. 총 501개 프로젝트가 선정됐다. 이와 관련 옵티미즘은 ""RetroPGF 프로그램은 옵티미즘 콜렉티브 생태계 발전을 위해 인프라, 툴, 콘텐츠를 개발하는 개인과 프로젝트에 보상을 제공한다. 옵티미즘은 3라운드에 걸쳐 643개 프로젝트에 지원금을 후원했다""고 설명했다.",1,2024.02.02
