news,label,date
스시스왑이 공식 블로그를 통해 컨센시스의 zkEVM 이더리움 레이어2 네트워크 리네아(Linea)에 V3 AMM(Automated Market Maker)을 배치했다고 밝혔다. 이에 따라 리네아 브릿지를 통한 자산 크로스체인과 유동성 추가 등이 가능해졌으며 탈중앙화 거래소(DEX) 애그리게이터 기능이 추가됐다.,1,2023.10.06
"암호화폐 데이터 분석 업체 글래스노드가 주간 보고서에서 “비트코인이 2만6,000달러 부근에서 유동성 가뭄에 빠졌다”고 분석했다. 보고서는 “최근 비트코인 일평균 거래량은 24억 4,000만 달러 수준으로 2020년 10월과 비슷한 수준으로 하락했다. 비트코인 파생상품 일일 거래 총액 또한 2022년 저점 이후 처음으로 120억 달러 이하로 떨어졌다. 뿐만 아니라 연초부터 이어오던 비트코인 및 이더리움 자본 순유입 추세가 8월 말부터 순유출로 전환됐다. 공급량의 26.7%를 차지하는 장기 보유자들의 수익성은 개선되고 있지만, 단기 보유자들은 상당한 미실현 손실 위기에 처한 상태”라고 설명했다.",-1,2023.10.06
이더리움(ETH) 레이어2 프로젝트 레이어N(Layer N)이 공식 X(구 트위터)를 통해 억만장자 투자자 피터 틸(Peter Thiel)의 파운더스 펀드와 다오5(DAO5)가 주도한 시드 라운드에서 500만 달러 투자를 유치했다고 밝혔다. 투자금은 금융 솔루션 개발에 사용될 예정이며 1~2개월 내 테스트넷을 출시할 계획이다.,1,2023.10.06
"블록체인 보안업체 펙실드에 따르면 해킹 공격을 당한 암호화폐 거래소 코인엑스의 피해 규모가 현재까지 약 5400만 달러 수준인 것으로 잠정 집계됐다. 각 체인별 피해 규모는 이더리움 1818만 달러, 트론 1100만 달러, BSC가 620만 달러 등이다. 앞서 코인엑스는 13일 오전 핫월렛에서 비정상 출금이 나타나는 등 해킹 피해를 입은 것으로 알려졌다. 블록체인 전문가 잭XBT(ZachXBT)는 이번 해킹이 북한 해커그룹 라자루스 소행으로 보인다고 밝혔다.",-1,2023.10.06
"암호화폐 트랜잭션 추적 사이트 웨일 얼럿(Whale Alert)에 따르면 약 한 시간 전 바이낸스 특정 주소가 이더리움 비콘체인에 4만 8,000ETH(약 7,666만 달러)를 예치(스테이킹)했다.",0,2023.10.06
"올해 들어 이더리움(Ethereum, ETH) 라이벌 카르다노(Cardano, ADA)의 거래량이 급격히 증가했다. 샌티먼트(Santiment)에 따르면, 카르다노의 온체인 거래량은 올해 1월 말보다 1,700% 급등했다. 그러나 거래가 활발하게 이루어지는 상황과 달리 하락세를 면하지 못하는 것으로 관측됐다.3세대 대표 암호화폐 트론(Tron, TRX)는 FTX 자산 구매를 언급한 저스틴 선(Justin Sun)의 발언으로 주목받았다. 그는 X(구 트위터)를 통해 “12일(현지 시각), FTX 보유 토큰을 매수하여 암호화폐 커뮤니티의 매도 압박을 완화하는 방안을 고려하고 있다”라고 밝혔다.카르다노와 트론에 대한 대중의 생각은 어떨까? 빅데이터 분석 플랫폼 썸트렌드와 함께 확인해 보자.카르다노 vs 트론, 언급량 추이는?9월 6일부터 9월 12일까지 일주일간 카르다노는 9회, 트론은 105회 언급됐다.카르다노 vs 트론, 이미지와 주요 감성어는?카르다노의 이미지는 긍정 0%, 부정 100%, 중립 0%로, 부정적인 이미지를 보유한 것으로 확인됐다. 주요 감성어 중, 긍정적인 표현과 중립적인 표현은 없다. 부정적인 표현은 ‘급락’, ‘우려’가 있다.트론의 이미지는 긍정 72%, 부정 20%, 중립 9%로, 긍정적인 이미지를 지닌 것으로 나타났다. 주요 감성어 중, 긍정적인 표현은 ‘클린하다’, ‘저렴하다’, ‘말끔하다’, ‘돋보이다’, ‘마음에 들다’, ‘안심하다’, ‘빠르다’, ‘최선’ 등이 있다. 부정적인 표현은 ‘찝찝하다’, ‘오작동’, ‘무섭다’가 있으며, 중립적인 표현은 ‘가능하다’가 있다.카르다노·트론 관련 주요 이슈암호화폐 전문 매체 유투데이는 유명 애널리스트 벤자민 코웬(Benjamin Cowen)이 카르다노의 약세를 경고했다고 보도했다.코웬은 카르다노 가격이 0.24달러 아래로 하락할 때, 카르다노의 침체기가 시작될 것으로 예상했다. 또, 카르다노의 침체기는 내년 여름까지 약 9개월간 지속될 것으로 내다보았다.코웬은 이 달 초에도 카르다노의 하락세를 암시하는 전망을 제기한 적이 있다.매체는 카르다노의 현재 거래가를 고려하면, 코웬의 주장은 이미 예견된 침체기 초기 단계가 확고하게 진행 중이라는 의미로 볼 수 있다고 언급했다.가상자산 전문 미디어 크립토포테이토는 디파이라마(DeFiLlama)의 조사 결과를 인용, 카르다노의 총 예치 자산이 올해 1월 대비 약 200% 증가한 1억 5,000만 달러로 집계됐다고 전했다. 그러나 크립토포테이토는 총 예치 자산의 증가는 카르다노의 디파이(DeFi, 탈중앙화 금융) 생태계를 향한 관심이 꾸준하다는 사실을 시사하지만, 카르다노 네트워크의 탈중앙화 거래소(DEX) 내 거래량은 지난 한 달간 감소했다고 전했다.블록체인 전문 뉴스 플랫폼 뉴스BTC는 트론이 0.08달러 피벗(pivot) 레벨보다 더 높은 수준으로 상승세를 기록했으며, 4시간 시세 차트 기준 거래가가 0.08달러와 100일 단순이동평균선(SMA)보다 높다고 설명했다.트론은 0.08달러 저항선은 물론이고, 0.082달러 선까지 돌파했다. 0.0828달러 인근에 고점이 형성되고, 피보나치 23.6% 되돌림선 아래에서 상승 흐름을 수정 중이다. 현재 지지선은 0.078달러에 형성되었다.상승 흐름을 이어갈 때, 0.0815달러 인근의 초기 장벽을 돌파해야 한다. 이후 0.0828달러와 0.085달러 순으로 주요 저항선이 형성될 것이다. 만약, 이 마저도 돌파한다면, 0.092달러 인근에 다음 주요 저항선이 형성되고, 황소 세력은 0.1달러 영역 돌파를 추진할 것이다.반대로 0.8달러 아래로 하락한다면, 첫 번째 주요 지지선은 0.077달러 변동 저점에서 0.0828달러 고점으로 상승한 0.0792달러 인근에 형성되거나 피보나치 61.9% 되돌림 선에 형성될 것이다. 그 다음 지지선은 0.078 달러나 추세선 위에 형성될 것이다.카르다노·트론, 오늘의 시세는?9월 13일 오후 3시 16분 코인마켓캡 기준 카르다노의 시세는 전일 대비 0.58% 하락한 0.2445달러이며, 트론의 시세는 2.43% 상승한 0.08041달러이다.",-1,2023.10.06
"가상자산 시세 분석 전문 뉴스 플랫폼 FX스트리트가 카르다노(Cardano, ADA)의 약세에 주목했다. 네트워크 내 개발자 활동과 거래량이 증가하는 상황에서 토큰 가치가 급락했기 때문이다.샌티먼트(Santiment)의 온체인 데이터에 따르면, 카르다노의 거래량은 17억 2,000만 달러로, 6개월 전보다 129.33% 상승했다. 개발자 활동은 7월 20일과 9월 12일 사이에 주요 발표나 네트워크를 앞둔 시점과 같은 수준으로 급격히 증가한 것으로 관측됐다.FX스트리트는 카르다노 거래가가 급락한 주된 원인으로 인투더블록(IntoTheBlock)의 차트를 인용, 투자자 95.69%가 카르다노 투자 손실을 기록했다는 분석 결과를 제시했다. 반대로 수익을 기록한 투자자 비율은 3.98%로 추산됐다.상승 랠리가 펼쳐지지 않는 주된 이유는 수중 카르다노 보유자의 생태계 내 매도 압력 때문이다. 하지만 FX스트리트는 0.25달러 지지선 유지와 함께 매수자의 반등 흐름이 펼쳐진다면, 단기 랠리를 기대할 수 있다고 분석했다.또, 카르다노가 핵심 지지선인 0.25달러보다 더 높은 영역에서 바닥을 형성하려는 추세라는 점에도 주목했다. 0.25달러 장벽은 지난 8개월 사이에 두 차례 ADA 토큰 가치를 지지했다.만약, 0.25달러 장벽이 지지선으로 전환된다면, 다음 주요 저항선은 0.419달러까지 상승할 것이다. 반대로 0.25달러 수준이 저항 장벽으로 바뀐다면, 더 낮은 저점이 형성되면서 회복 랠리 전망이 무효가 될 것이다. 이때 0.0995달러가 다음 주요 지지선이 될 것으로 보인다.",-1,2023.10.06
"코인데스크에 따르면 팔콘엑스 리서치 책임자 데이비드 로란트(David Lawant)가 최근 보고서를 통해 ""주요 파생상품 거래소에서 비트코인(BTC) 및 이더리움(ETH) 미결제약정 규모가 올해 최대치(3월)에서 약 38% 감소했다""고 전했다. 그는 ""이는 3월부터 지금까지 6개월 간 이뤄진 선물 포지션 청산이 BTC, ETH 현물 가격에 큰 영향을 미치지 않았음을 의미한다""고 설명했다.",0,2023.10.06
이오스네트워크재단(ENF)이 이오스(EOS) 이더리움 가상머신(EVM) 0.6.0 버전이 출시됐다고 13일 전했다. 이번 코드 업그레이드를 통해 ▲트러스트리스 브릿지(Trustless Bridge) USDT 지원 ▲브릿지 UX 개선 ▲피스네트워크(Pyth Network) 오라클 적용이 이뤄졌다.,1,2023.10.06
"수십억 달러 규모의 이더리움 대출 프로토콜인 컴파운드(Compound) 설립자이자 최고경영자(CEO)인 로버트 레슈너(Robert Leshner)가 ""시장 안팎에선 기관 투자자들이 암호화폐에 뛰어들면 수조 달러가 유입되면서 토큰 가격이 치솟을 것이라고 믿고 있지만, 안타깝게도 그런 날은 오지 않을 것""이라고 밝혔다. DL뉴스에 따르면 레슈너 CEO는 12일 화요일 텍사스 오스틴에서 열린 퍼미션리스 컨퍼런스 패널에서 ""기관들은 이더리움(ETH), 체인링크(LINK), 또는 아무렇게나 밈코인에 흥미를 느끼지 못한다. 물론 그들이 블록체인 기술에 전혀 관심이 없는 것은 아니고, '디파이'(탈중앙화 거래소)라는 개념은 좋아하는 것 같다. 문제는 이마저도 디파이를 통해 암호화폐를 거래하는 것이 아니라 이 블록체인 플랫폼에서 주식, 채권, 상품 등을 거래하고 싶어한다. 디파이가 전통금융에 적어도 10년 이상 뒤처질 수밖에 없는 이유""라고 강조했다.하지만 미국 투자은행 번스타인은 최근 투자노트에서 “비트코인을 필두로 한 암호화폐 시장이 전례 없는 랠리를 펼칠 준비가 됐다. 최근 그레이스케일이 미국 증권거래위원회(SEC)를 상대로 제기한 소송에서 얻은 승소 판결이 역대급 상승세의 발판이 될 것이다""며 ""개인 투자자가 주도했던 이전 랠리와 달리 이번 강세 사이클은 기관이 주도할 것”이라고 전망했다.이어 “규제 명확성이 생기면서 장기 및 기관 투자자들이 전략적으로 유입될 것이다. 느리지만 견고한 상승세가 펼쳐질 것”이라면서 “최근 호재에 시장이 즉각적으로 반응하지 않는다고 이를 실패로 간주해선 안 된다”고 강조했다. CNBC에 따르면 번스타인은 비트코인 현물 상장지수펀드(ETF)가 승인될 경우 향후 3년 이내에 암호화폐 시장 파이의 약 10%를 차지할 수 있을 것이라고 내다봤다.",0,2023.10.06
