news,label,date
"블록체인 상호운용 프로토콜 셀러네트워크(CELR)가 자체 개발 크로스체인 브릿지 c브릿지를 통한 앱토스(APT) 메인넷 크로스체인 이체를 지원한다고 밝혔다. 이에 따라 셀러는 이더리움 및 BNB체인↔앱토스 간 USDC, USDT, WETH, WBTC, DAI, BUSD, BNB 토큰의 크로스체인 이체를 지원한다. 코인마켓캡 기준 CELR은 현재 2.68% 내린 0.01365 달러, APT는 1.07% 내린 7.59 달러에 거래되고 있다.",0,2022.11.15
"이더리움 레이어2 네트워크 zkSync 개발사 매터랩스(Matter Labs)의 최고제품책임자(CPO) 스티브 뉴컴(Steve Newcomb)이 21일 트위터 스페이스(트위터 실시간 음성 채팅)를 통해 ""11월 초 zkSync 자체 토큰의 토크노믹스 관련 공지를 발표할 예정""이라고 밝혔다. 앞서 zkSync는 10월 28일 메인넷을 출시할 예정이라고 발표한 바 있다.",0,2022.11.15
"더블록에 따르면 이더리움(ETH) 멀티체인 유동성 스테이킹 프로토콜 리도(LDO) 내 ETH 스테이킹 연간 수익률(7일 이동평균 기준)이 이달 들어 5.5%로 상승했다. 미디어는 ""이는 지난 9월 3.5%에서 2%p 증가한 수치다. icETH 및 ETHMAXI 등 stETH 담보 대출을 활용하는 레버리지 ETH 스테이킹 연이율(APR)은 최대 11%까지 치솟기도 했다. 디파이 사용자들은 이 같은 레버리지 시스템을 활용해 스테이킹 연이율을 극한까지 끌어 올리고 있다. 최근 ETH 스테이킹 수익률 상승은 이더리움 블록체인 내에서 뚜렷하게 증가한 온체인 활동에 기인한다. 이는 네트워크 검증자들에게 더 높은 수수료를 요구하게 되고, 네트워크 수수료 수익이 증가해 스테이커들에게 돌아가는 보상도 커진다""고 설명했다.",1,2022.11.15
"암호화폐 시가총액 57%가량을 점유하고 있는 비트코인(BTC)과 이더리움(ETH)이 약세장을 지속하고 있다.'빅2' 암호화폐 비트코인과 이더리움은 전쟁, 인플레이션과 긴축 공포, 규제 이슈 등 대형 악재에 올해 들어 가격이 반토막 나며 '암호화폐 겨울'을 맞고 있다.좀처럼 반등 모멘텀을 차지 못하며 비트코인은 21일(한국시간) 오전 11시 현재 코인마켓캡 기준 19,067달러에, 이더리움은 1,268달러에 거래되고 있다.올해 비트코인은 약 47,000달러, 이더리움은 약 3,900달러에서 거래를 시작했지만 현재 60% 넘게 떨어졌다.ATH코인인덱스에 따르면 비트코인과 이더리움의 사상최고가는 각각 69,045달러, 4,878달러이다.한편 암호화폐 옵션 거래소 데리비트에 따르면 한국시간 기준 21일 오후 5시 5억1천만 달러 상당의 비트코인 옵션이 만기 도래한다.풋/콜 비율은 1.26, 맥스페인(max pain, 가장 많은 옵션 매수자가 프리미엄을 잃는 가격대) 가격은 19,000달러다.아울러 같은 시간 2억8천만 달러 상당의 이더리움 옵션도 만기 도래한다.풋/콜 비율은 0.96 맥스페인 가격은 1,300달러다.",-1,2022.11.15
"바이낸스 산하 리서치 기관 바이낸스 리서치가 최근 발표한 3분기 마켓 보고서를 통해 ""3분기 글로벌 암호화폐 시장의 시가총액은 2분기 대비 8.4% 증가했다""고 분석했다. 그러면서도 바이낸스는 ""글로벌 시총이 증가하긴 했지만 불확실한 거시 환경, 리스크오프(안전자산 투자 선호) 투심, 9월의 시총 감소 전환 등 전반적인 시장 전망은 밝지 않다. 시총 10억 달러 이상을 기록 중인 프로젝트 수는 전분기 62개에서 3분기 51개까지 감소했다. 글로벌 NFT 거래량은 전분기 대비 73% 급락했으며, BNB체인(BNB), 이더리움(ETH), 폴리곤(MATIC) 등 인프라체인의 블록체인 게임 시장 점유율은 각각 36%, 20%, 12%를 기록했다""고 설명했다.",-1,2022.11.15
"암호화폐 옵션 거래소 데리비트에 따르면 한국시간 기준 21일 17시 5.1억 달러 상당의 비트코인 옵션이 만기 도래한다. 풋/콜 비율은 1.26, 맥스페인(max pain, 가장 많은 옵션 매수자가 프리미엄을 잃는 가격대) 가격은 19,000 달러다. 아울러 같은 시간 2.8억 달러 상당의 이더리움 옵션도 만기 도래한다. 풋/콜 비율은 0.96 맥스페인 가격은 1,300 달러다.",0,2022.11.15
"2년 가깝게 진행해온 리플(Ripple)과 미국 증권거래위원회(SEC) 간의 '미등록 증권 판매' 소송에서 리플이 승소할 가능성이 높아졌다고 암호화폐 전문매체 유투데이가 20일(현지시간) 보도했다. 블록체인 기반의 해외송금 플랫폼 리플과 SEC 간의 소송을 지속적으로 추적해온 미국 연방 검사 출신 변호사 제임스 K. 필란(James K. Filan)에 따르면, SEC가 최근 법원의 명령에 따라 '힌먼 연설' 관련 자료를 리플 측에 넘겼다. 이와 관련 리플 측 법률 고문 스튜어트 알데로티(Stuart Alderoty)는 ""SEC가 드디어 법원의 명령에 따랐다""며 리플의 승리를 축하하면서, ""해당 자료는 SEC의 내부 이메일 내용으로 구성돼 있으며, 2018년 작성된 연설 초안은 여전히 대중에게 공개되지 않은채 기밀로 남아 있었다""고 설명했다. 앞서 지난 9월 미국 법원은 SEC에게 리플 측에 힌먼 연설 자료를 공개하라고 명령했다. 힌먼의 연설은 리플과 SEC 간 '미등록 증권 판매' 소송의 결정적인 역할을 할 수 있는 증거 자료로, 당시 SEC 임원이었던 그가 '비트코인과 이더리움은 유가 증권이 아니다'라고 언급한 내용이 포함된 것으로 알려졌다.한편 암호화폐 전문매체 비트코인닷컴은 영국 금융 정보 업체 파인더닷컴이 55명의 암호화폐 및 핀테크 전문가를 대상으로 서베이를 진행한 결과를 인용 ""리플이 SEC와의 미등록 증권 판매 소송에서 승소할 경우 XRP 가격이 2025년까지 3.81달러까지 상승할 수 있으며, 패소할 경우 0.98달러로 하락할 것""이라고 전망했다. 이와 관련해 암호화폐 거래소 게이트아이오의 PR 및 커뮤니케이션 글로벌 책임자 디온 기욤(Dion Guillaume)은 ""리플이 승소할 경우 XRP를 상장폐지했던 거래소가 재상장을 추진할 수 있다. 또한 리플과 머니그램 같은 기업과의 파트너십도 기대할 수 있다. 이는 XRP 가격을 끌어올릴 것""이라고 내다봤다.리플(Ripple)의 고유 토큰 XRP는 21일(한국시간) 오전 9시 43분 현재 코인마켓캡 기준 0.4444달러에 거래되고 있다. 이는 24시간 전 대비 1.93% 하락한 가격이다.",1,2022.11.15
"리플(XRP)과 미국 증권거래위원회(SEC) 간의 '미등록 증권 판매' 소송을 지속적으로 추적해온 미국 연방 검사 출신 변호사 제임스 K. 필란(James K. Filan)에 따르면, SEC가 최근 법원의 명령에 따라 '힌먼 연설' 관련 자료를 리플 측에 넘겼다. 이와 관련 리플 측 법률 고문 스튜어트 알데로티(Stuart Alderoty)는 ""SEC가 드디어 법원의 명령에 따랐다. 해당 자료는 SEC의 내부 이메일 내용으로 구성돼 있으며, 2018년 작성된 연설 초안은 여전히 대중에게 공개되지 않은채 기밀로 남아 있었다""고 설명했다. 앞서 코인니스는 지난 9월 미국 법원이 SEC에게 리플 측에 힌먼 연설 자료를 공개하라고 명령했다고 전한 바 있다. 힌먼의 연설은 리플과 SEC 간 '미등록 증권 판매' 소송의 결정적인 역할을 할 수 있는 증거 자료로, 당시 SEC 임원이었던 그가 '비트코인과 이더리움은 유가 증권이 아니다'라고 언급한 내용이 포함된 것으로 알려졌다. 코인마켓캡 기준 XRP는 현재 0.71% 내린 0.448 달러에 거래되고 있다.",0,2022.11.15
"NFT 플랫폼 레어러블(Rarible)이 기존보다 기능을 향상한 레어러블2를 출시했다고 디크립트가 전했다. 토큰 보상 서비스, 거버넌스가 도입되며 오픈씨 외에 더 많은 NFT마켓 리스트 열람을 지원한다. 이용자는 레어러블에서 오픈씨 외에 룩스레어, X2Y2, 수도스왑 내 이더리움 NFT 정보도 확인할 수 있다. NFT 구매자는 RARI 토큰 보상을 얻을 수 있으며, RARI 홀더는 매주 프로젝트 투표에 참여할 수 있다.",1,2022.11.15
"암호화폐 마켓 데이터 분석 업체 샌티멘트(Santiment)가 자체 개발한 소셜 메트릭스 지표를 근거로 ""리플(Ripple, XRP), 카르다노 에이다(Cardano, ADA)가 서서히 강세를 보이고 있다""고 진단했다.20일(현지시간) 암호화폐 전문 미디어 유투데이에 따르면 샌티멘트는 카르다노의 열악한 시장 성과와 XRP의 가격 반락에도 불구하고 대부분의 거래자와 투자자는 2022년 4분기 반등을 기대하고 있고, 이에 따라 트위터 등 소셜 미디어에서 관련 언급이 증가하고 있다고 분석했다.유투데이는 소셜 지표는 경우에 따라 정확한 것으로 입증되었기 때문에 거래 및 투자 전략에 때때로 사용될 수 있다고 전했다.한편 블록체인 기반의 해외송금 플랫폼  리플(Ripple)의 고유 토큰 XRP는 20일(한국시간) 오후 9시 16분 현재 코인마켓캡 기준 0.4638달러에 거래되고 있다. 이는 24시간 전 대비 2.20% 상승한 가격이다.선도적인 스마트 컨트랙트 플랫폼 이더리움(Ethereum, ETH)의 강력한 경쟁자인 카르다노(Cardano)의 고유 토큰 ADA는 0.63% 하락한 0.3533달러를 기록 중이다.",0,2022.11.15
"코인데스크에 따르면 뱅킹 앱들에 서비스를 제공하는 핀테크 회사 플래드(Plaid)가 암호화폐 개발자들이 이더리움(ETH) 월렛을 연동할 수 있도록 지원하는 월렛 온보드(Wallet Onboard) 툴을 출시했다고 밝혔다. 미디어는 ""해당 서비스는 플래드가 계획 중인 웹3 제품을 위한 런치패드 중 하나다. 이를 통해 개발자는 물론 일반 사용자들은 300개 이상의 이더리움 월렛에 쉽게 연결할 수 있다""고 설명했다. 앞서 코인니스는 플래드가 자사 플랫폼에서 바이낸스US, 크라켄, 제미니 등 암호화폐 거래소의 보유 잔액, 거래 내역 및 암호화폐 자산 유형과 같은 정보를 제공한다고 보도한 바 있다.",1,2022.11.15
"글로브뉴스와이어에 따르면 암호화폐 월렛 엑소더스(Exodus)가 폴리곤(MATIC)을 지원한다고 밝혔다. 엑소더스는 현재 솔라나(SOL), 이더리움(ETH), 알고랜드(ALGO) 등을 지원하고 있으며 올 연말까지 BNB체인, 팬텀(FTM), 아발란체(AVAX) 등을 지원할 계획이다.",1,2022.11.15
"코인데스크에 따르면 독일 디지털은행 N26이 일부 고객에게 암호화폐 거래 서비스를 제공한다고 발표했다. N26은 ""오스트리아 암호화폐 거래소 비트판다(Bitpanda)의 거래 및 커스터디 플랫폼을 통해 비트코인(BTC), 이더리움(ETH), 카르다노(에이다, ADA), 리플(XRP)을 포함한 200개 암호화폐 거래 서비스를 제공한다. 다만 서비스는 토큰 매매에 국한되며, 자산을 다른 디지털 지갑으로 이체할 수는 없다. 또 오스트리아 기반 N26 고객에게만 해당 서비스가 지원된다. 추후 오스트리아 외 지역으로의 서비스를 확대할 예정""이라고 설명했다.",1,2022.11.15
"상위 100개 이더리움 고래 지갑이 지난 24시간 동안 가장 많이 구매한 토큰은 다음과 같다. 스테이블코인은 제외.1. ETH $33,1362. REEF $5,7483. SRM $3,7534. SPELL $809코인니스는 웨일스탯(Whalestats)과 협업해 거래소 및 프로젝트 지갑을 제외한 상위 100개 이더리움 지갑을 추적하고 있다.",0,2022.11.15
"블록체인 데이터 분석 업체 샌티멘트(Santiment)에 따르면 이더리움 머지(PoS 전환) 이후 100만 ETH 이상을 보유한 고래 주소에 총 350만 ETH가 추가됐다. 이에 따라 머지 이후 고래의 ETH 보유량이 14% 증가하게 됐으며, 현재 132개의 ETH 고래 주소는 총 2,855만 ETH를 보유해 사상 최대 물량을 기록하고 있다. 이와 관련 유투데이는 ""ETH 고래가 축적 단계에 돌입했기 때문에  ETH 가격이 곧 상승할 가능성이 높다""고 진단했다. 코인마켓캡 기준 ETH는 현재 1.87% 내린 1,280.95 달러에 거래되고 있다.",1,2022.11.15
