news,label,date
"옵티미즘(OP)이 4차 에어드랍을 발표했다. 10,343,757.81 OP를 22,998개 주소에 배포한다. 스냅샷은 1월 10일 완료됐다. 이더리움 레이어1, 베이스, OP메인넷, 조라에 NFT 컨트랙트를 배포한 주소가 에어드랍 대상이다. 옵티미즘은 앞으로도 에어드랍이 계속될 것이라고 밝혔다. 옵티미즘은 에어드랍으로 초기 토큰 공급량의 19%를 커뮤니티에 제공하기로 약속했었다. 잔여 에어드랍 물량은 약 5.6억 OP다.",1,2024.03.08
"더블록에 따르면 메타마스크가 웹3 보안업체 블록에이드(Blockaid)가 제공하 해킹 경고 기능을 도입했다. 이를 통해 이용자 주소가 악성 스마트 컨트랙트나 댑과 연동하는 것을 예방하며, 궁극적으로 자금 탈취를 막을 수 있다는 설명이다. 이 기능은 지난 1월 이더리움에 도입됐으며 이제 리네아, BNB체인, 폴리곤, 아비트럼, 옵티미즘, 아발란체 등에서도 활성화됐다.",1,2024.03.08
zk 롤업 기반 이더리움 레이어2 네트워크 스타크넷(STRK)이 공식 X를 통해 1억 STRK 이상이 클레임을 접수했다고 밝혔다. 스타크넷은 약 3시간 전 에어드랍 클레임 접수를 시작했다고 발표했다.,0,2024.03.08
"비트코인(BTC)에 이어 두 번째로 시가총액이 큰 이더리움(ETH)이 20일 장중 3천 달러를 돌파하면서 알트코인(비트코인을 제외한 나머지 대체 암호화폐) 랠리에 대한 기대감도 커지고 있다. 이와 관련해 암호화폐 온체인 데이터 분석업체 글래스노드는 주간 보고서를 통해 “비트코인 현물 상장지수펀드(ETF) 출시에 따른 시장 모멘텀과 강세장 기대감이 맞물리면서 알트코인으로 자본이 대거 유입되기 시작했다. 다수의 온체인 지표를 살펴봤을 때, 알트코인 시장이 더 성숙해지면서 지속적인 상승세를 보일 가능성이 크다. 역사적으로 이더리움이 강세를 보인 후 다른 알트코인에 자본이 유입되고는 했다""고 진단했다. 아울러 글래스노드는 “디지털 자산 시장 생태계는 지난 사이클에서 대대적으로 변화했다. 무엇보다 이더리움의 지배력에 도전하는 알트코인들이 우후죽순 생겨났다. 솔라나(SOL)는 지난해 가장 높은 수익률을 자랑했으며, 폴카닷(DOT)과 코스모스(ATOM) 생태계에서도 이전과는 다른 움직임이 포착되고 있다. 또 이더리움 생태계 안에서도 특히 스테이킹 분야가 일관된 자금 유입 흐름을 보이고 있다”고 설명했다.한편 약 110만 명의 X(구 트위터) 팔로워를 보유한 유명 비트코인 투자자 겸 애널리스트 라크 데이비스(Lark Davis)는 지난 16일 자신의 유튜브 채널을 통해 ""비트코인은 연내 100,000달러까지 상승할 가능성이 있으며, 2025년에는 더 높은 가격대에 도달할 수 있다""면서, ""비트코인의 상승세는 알트코인 시장에도 긍정적인 영향을 미칠 수 있다. 이번 상승장에 다수의 알트코인은 10배 이상 상승할 수 있다""고 주장했다.",1,2024.03.08
"온체인 애널리스트 ai_9684xtpa가 X를 통해 ""2년 휴면 이더리움(ETH) ICO 참가 주소(0xE20으로 시작)가 크라켄에 1,732 ETH(518만 달러 상당)를 입금했다""고 전했다. 해당 주소는 2015년 7월 30일 3,465 ETH를 수령했으며, 현재 1,733  ETH를 보유 중이다.",0,2024.03.08
"암호화폐 온체인 데이터 분석업체 글래스노드가 주간 보고서를 통해 “BTC 현물 ETF 출시에 따른 시장 모멘텀과 강세장 기대감이 맞물리면서 알트코인으로 자본이 대거 유입되기 시작했다. 다수의 온체인 지표를 살펴봤을 때, 알트코인 시장이 더 성숙해지면서 지속적인 상승세를 보일 가능성이 크다. 역사적으로 ETH이 강세를 보인 후 다른 알트코인에 자본이 유입되고는 했다""고 진단했다. 아울러 글래스노드는 “디지털 자산 시장 생태계는 지난 사이클에서 대대적으로 변화했다. 무엇보다 이더리움(ETH)의 지배력에 도전하는 알트코인들이 우후죽순 생겨났다. 솔라나(SOL)는 지난해 가장 높은 수익률을 자랑했으며, 폴카닷(DOT)과 코스모스(ATOM) 생태계에서도 이전과는 다른 움직임이 포착되고 있다. 또 이더리움 생태계 안에서도 특히 스테이킹 분야가 일관된 자금 유입 흐름을 보이고 있다”고 설명했다.",1,2024.03.08
"빗썸이 공식 홈페이지를 통해 이더리움(OP 네트워크), OP, KWENTA, WLD의 지갑 점검으로 입출금을 일시 중단한다고 공지했다.",0,2024.03.08
"암호화폐 시가총액 2위 이더리움(ETH) 가격이 일주일 새 10% 넘게 오르며 3천 달러에 근접했다.글로벌 암호화폐 시황중계사이트 코인마켓캡 자료에 따르면 알트코인 대장주 이더리움은 한국시간 2월 20일 오후 9시 24분 현재 약 2,948달러에 거래되고 있다. 이는 24시간 전 대비 1.28%, 일주일 전보다 10.03% 각각 상승한 가격이다.  ETH 가격은 이날 최저 2,879.90달러, 최고 2,983.37달러 사이에서 거래됐다. 글로벌 자산 시가총액 데이터 사이트 8마켓캡(8Marketcap)에 따르면, 이더리움은 이날 기준 전세계 자산 중 시가총액 33위에 위치하고 있다. 이더리움 시총은 약 3,530억 달러로, 중국 최대 정보기술(IT) 기업인 텐센트(약 3,519억 달러)를 넘어선 수치다. 한편 이더리움 트랜잭션 수수료 추적 플랫폼 더데일리그웨이(The Daily Gwei) 설립자 사쌀(sassal)이 자신의 X(구 트위터)를 통해 ""ETH 자동 소각 메커니즘인 EIP-1559 도입 후 이더리움 네트워크에서는 110억 달러 상당의 ETH가 소각됐다. 이는 시가총액 상위 10개(스테이블코인 제외) 암호화폐를 제외한 그 어떤 암호화폐의 시가총액보다 많은 액수""라고 분석했다. 이더리움 머지(PoS 전환) 이후 ETH 공급량은 총 360,712 ETH 순감소했으며, 해당 기간 1,049,918 ETH가 신규 발행될 동안 1,410,630 ETH가 소각됐다.",1,2024.03.08
"진써차이징에 따르면 시카고상품거래소(CME)가 오는 3월 18일(현지시간) 유로화 기반 마이크로 비트코인, 이더리움 선물을 상장할 예정이라고 밝혔다.",0,2024.03.08
zk 롤업 기반 이더리움 레이어2 네트워크 스타크넷(STRK)이 에어드랍 클레임 접수를 시작했다고 X를 통해 전했다. 20일 21시(한국시간) 바이비트에 상장된 STRK는 7.3 달러를 터치한 후 현재 2.6 달러 수준에서 거래되고 있다.,0,2024.03.08
